7.647550200803213016e+00 0.000000000000000000e+00
7.922650602409637699e+00 0.000000000000000000e+00
8.197751004016064158e+00 0.000000000000000000e+00
8.472851405622488841e+00 0.000000000000000000e+00
8.747951807228915300e+00 1.374554334976739759e-03
9.023052208835341759e+00 1.580737485223250929e-02
9.298152610441766441e+00 2.810963615027433637e-01
9.573253012048192900e+00 1.107890793991252565e+00
9.848353413654617583e+00 1.713381978548506490e+00
1.012345381526104404e+01 1.614414066430180927e+00
1.039855421686746872e+01 1.043286740247345579e+00
1.067365461847389518e+01 5.594436143355332458e-01
1.094875502008031987e+01 3.470749695816268687e-01
1.122385542168674633e+01 2.536052748032085469e-01
1.149895582329317278e+01 2.549798291381852877e-01
1.177405622489959747e+01 2.268014652711621004e-01
1.204915662650602393e+01 2.487943346307899539e-01
1.232425702811244861e+01 3.250821002219990152e-01
1.259935742971887507e+01 4.027444201481848451e-01
1.287445783132529975e+01 3.835006594585104178e-01
1.314955823293172621e+01 3.408894750742315072e-01
1.342465863453815267e+01 3.044637851973478471e-01
1.369975903614457735e+01 2.707872039904177797e-01
1.397485943775100381e+01 2.591034921431154547e-01
1.424995983935742849e+01 2.831581930052084473e-01
1.452506024096385495e+01 2.797218071677666229e-01
1.480016064257027963e+01 3.182093285471153110e-01
1.507526104417670609e+01 3.044637851973478471e-01
1.535036144578313255e+01 3.003401221924177356e-01
1.562546184738955724e+01 3.202711600495804500e-01
1.590056224899598192e+01 3.305803175619059786e-01
1.617566265060240838e+01 3.347039805668362566e-01
1.645076305220883484e+01 3.250821002219990152e-01
1.672586345381525774e+01 3.223329915520455335e-01
1.700096385542168775e+01 3.388276435717664792e-01
1.727606425702811066e+01 3.635696216013477589e-01
1.755116465863453712e+01 3.642568987688361015e-01
1.782626506024096358e+01 3.663187302713012405e-01
1.810136546184738648e+01 3.463876924141385261e-01
1.837646586345381650e+01 3.587586814289291381e-01
1.865156626506023940e+01 3.415767522417199054e-01
1.892666666666666586e+01 3.766278877836267691e-01
1.920176706827309232e+01 3.670060074387895277e-01
1.947686746987951523e+01 3.951843713058127427e-01
1.975196787148594524e+01 3.773151649511151673e-01
2.002706827309236814e+01 4.295482296802312083e-01
2.030216867469879105e+01 4.116790233255336329e-01
2.057726907630522106e+01 3.993080343107429653e-01
2.085236947791164397e+01 3.883115996309290940e-01
2.112746987951807398e+01 3.828133822910220752e-01
2.140257028112449689e+01 4.171772406654406518e-01
2.167767068273091979e+01 3.917479854683709184e-01
2.195277108433734981e+01 4.164899634979522536e-01
2.222787148594377271e+01 3.999953114782313079e-01
2.250297188755019917e+01 4.061808059856266695e-01
2.277807228915662563e+01 3.944970941383243446e-01
2.305317269076304854e+01 4.481047132024173485e-01
2.332827309236947855e+01 4.343591698526498290e-01
2.360337349397590145e+01 4.013698658132081043e-01
2.387847389558232791e+01 4.075553603206034103e-01
2.415357429718875437e+01 4.123663004930220310e-01
2.442867469879517728e+01 4.020571429806964470e-01
2.470377510040160374e+01 3.986207571432545671e-01
2.497887550200803020e+01 3.601332357639058790e-01
2.525397590361445666e+01 4.034316973156731878e-01
2.552907630522088311e+01 3.848752137934871587e-01
2.580417670682730602e+01 3.704423932762314631e-01
2.607927710843373248e+01 3.718169476112081484e-01
2.635437751004015894e+01 4.123663004930220310e-01
2.662947791164658540e+01 4.123663004930220310e-01
2.690457831325301186e+01 3.752533334486500838e-01
2.717967871485943476e+01 3.986207571432545671e-01
2.745477911646586122e+01 3.821261051235337880e-01
2.772987951807228768e+01 3.924352626358593166e-01
2.800497991967871414e+01 3.869370452959523532e-01
2.828008032128514060e+01 3.924352626358593166e-01
2.855518072289156351e+01 4.199263493353940779e-01
2.883028112449798996e+01 4.096171918230684939e-01
2.910538152610441642e+01 4.199263493353940779e-01
2.938048192771083933e+01 4.068680831531150677e-01
2.965558232931726579e+01 4.213009036703708743e-01
2.993068273092369225e+01 4.137408548279987164e-01
3.020578313253011871e+01 4.309227840152079492e-01
3.048088353413654517e+01 4.494792675373939783e-01
3.075598393574296807e+01 4.226754580053476151e-01
3.103108433734939453e+01 4.137408548279987164e-01
3.130618473895582099e+01 4.082426374880918085e-01
3.158128514056224745e+01 4.474174360349288948e-01
3.185638554216867391e+01 4.041189744831615305e-01
3.213148594377509681e+01 4.549774848773009417e-01
3.240658634538152683e+01 4.254245666753010968e-01
3.268168674698794973e+01 4.013698658132081043e-01
3.295678714859437264e+01 4.206136265028824761e-01
3.323188755020080265e+01 4.171772406654406518e-01
3.350698795180722556e+01 4.048062516506498731e-01
3.378208835341365557e+01 3.889988767984173812e-01
3.405718875502007847e+01 3.965589256407895391e-01
3.433228915662650138e+01 3.944970941383243446e-01
3.460738955823293139e+01 4.061808059856266695e-01
3.488248995983935430e+01 3.869370452959523532e-01
3.515759036144578431e+01 3.676932846062779814e-01
3.543269076305220722e+01 3.896861539659057794e-01
3.570779116465863012e+01 3.931225398033476592e-01
3.598289156626505303e+01 3.876243224634406959e-01
3.625799196787148304e+01 4.329846155176730882e-01
3.653309236947791305e+01 4.082426374880918085e-01
3.680819277108433596e+01 3.766278877836267691e-01
3.708329317269075887e+01 3.786897192860919081e-01
3.735839357429718177e+01 4.075553603206034103e-01
3.763349397590361178e+01 3.951843713058127427e-01
3.790859437751004180e+01 3.848752137934871587e-01
3.818369477911646470e+01 4.178645178329289944e-01
3.845879518072288761e+01 3.656314531038128424e-01
3.873389558232931051e+01 3.931225398033476592e-01
3.900899598393574053e+01 4.192390721679056798e-01
3.928409638554217054e+01 3.889988767984173812e-01
