Training set losses. Units: meV (U), meV/Å (F), meV (σ), % (R2)
    Step |      Loss |   U R2 |     U MAE |    U RMSE |   F R2 |     F MAE |    F RMSE
    4000 |  9.25e-02 |     -- |  8.92e+01 |  1.24e+02 |     -- |  2.37e+02 |  4.12e+02
    8000 |  2.02e-02 |     -- |  5.01e+01 |  6.30e+01 |     -- |  1.45e+02 |  1.91e+02
   12000 |  1.35e-02 |     -- |  4.17e+01 |  5.29e+01 |     -- |  1.16e+02 |  1.56e+02
   16000 |  1.09e-02 |     -- |  3.55e+01 |  4.51e+01 |     -- |  1.04e+02 |  1.41e+02
   20000 |  9.69e-03 |     -- |  2.88e+01 |  3.60e+01 |     -- |  9.90e+01 |  1.34e+02
   24000 |  8.67e-03 |     -- |  2.96e+01 |  3.69e+01 |     -- |  9.27e+01 |  1.26e+02
   28000 |  7.83e-03 |     -- |  2.75e+01 |  3.46e+01 |     -- |  8.78e+01 |  1.20e+02
   32000 |  7.28e-03 |     -- |  2.53e+01 |  3.17e+01 |     -- |  8.44e+01 |  1.16e+02
   36000 |  6.91e-03 |     -- |  2.36e+01 |  2.95e+01 |     -- |  8.24e+01 |  1.14e+02
   40000 |  6.63e-03 |     -- |  1.93e+01 |  2.47e+01 |     -- |  8.12e+01 |  1.12e+02
   44000 |  6.22e-03 |     -- |  2.00e+01 |  2.49e+01 |     -- |  7.79e+01 |  1.09e+02
   48000 |  6.10e-03 |     -- |  2.03e+01 |  2.57e+01 |     -- |  7.67e+01 |  1.07e+02
   52000 |  5.85e-03 |     -- |  1.63e+01 |  2.07e+01 |     -- |  7.59e+01 |  1.06e+02
   56000 |  5.57e-03 |     -- |  1.88e+01 |  2.32e+01 |     -- |  7.31e+01 |  1.03e+02
   60000 |  5.35e-03 |     -- |  1.59e+01 |  2.01e+01 |     -- |  7.16e+01 |  1.01e+02
   64000 |  5.37e-03 |     -- |  1.49e+01 |  1.91e+01 |     -- |  7.21e+01 |  1.02e+02
   68000 |  5.09e-03 |     -- |  1.59e+01 |  2.03e+01 |     -- |  6.94e+01 |  9.89e+01
   72000 |  4.97e-03 |     -- |  1.55e+01 |  1.97e+01 |     -- |  6.90e+01 |  9.78e+01
   76000 |  4.73e-03 |     -- |  1.52e+01 |  1.90e+01 |     -- |  6.70e+01 |  9.54e+01
   80000 |  4.67e-03 |     -- |  1.54e+01 |  1.94e+01 |     -- |  6.62e+01 |  9.47e+01
   84000 |  4.54e-03 |     -- |  1.38e+01 |  1.74e+01 |     -- |  6.55e+01 |  9.36e+01
   88000 |  4.46e-03 |     -- |  1.40e+01 |  1.76e+01 |     -- |  6.49e+01 |  9.28e+01
   92000 |  4.40e-03 |     -- |  1.26e+01 |  1.61e+01 |     -- |  6.43e+01 |  9.24e+01
   96000 |  4.27e-03 |     -- |  1.21e+01 |  1.53e+01 |     -- |  6.35e+01 |  9.11e+01
  100000 |  4.21e-03 |     -- |  1.20e+01 |  1.52e+01 |     -- |  6.27e+01 |  9.05e+01
  104000 |  4.15e-03 |     -- |  1.34e+01 |  1.70e+01 |     -- |  6.20e+01 |  8.95e+01
  108000 |  4.09e-03 |     -- |  1.11e+01 |  1.41e+01 |     -- |  6.19e+01 |  8.93e+01
  112000 |  3.97e-03 |     -- |  1.16e+01 |  1.47e+01 |     -- |  6.09e+01 |  8.79e+01
  116000 |  3.90e-03 |     -- |  1.28e+01 |  1.61e+01 |     -- |  5.98e+01 |  8.69e+01
  120000 |  3.88e-03 |     -- |  1.10e+01 |  1.43e+01 |     -- |  6.02e+01 |  8.69e+01
  124000 |  3.80e-03 |     -- |  1.15e+01 |  1.45e+01 |     -- |  5.93e+01 |  8.59e+01
  128000 |  3.84e-03 |     -- |  1.20e+01 |  1.53e+01 |     -- |  5.95e+01 |  8.63e+01
  132000 |  3.71e-03 |     -- |  1.13e+01 |  1.46e+01 |     -- |  5.82e+01 |  8.49e+01
  136000 |  3.75e-03 |     -- |  1.23e+01 |  1.55e+01 |     -- |  5.89e+01 |  8.52e+01
  140000 |  3.60e-03 |     -- |  9.75e+00 |  1.24e+01 |     -- |  5.77e+01 |  8.39e+01
  144000 |  3.60e-03 |     -- |  1.06e+01 |  1.35e+01 |     -- |  5.77e+01 |  8.38e+01
  148000 |  3.61e-03 |     -- |  1.14e+01 |  1.46e+01 |     -- |  5.80e+01 |  8.38e+01
  152000 |  3.55e-03 |     -- |  1.09e+01 |  1.39e+01 |     -- |  5.72e+01 |  8.31e+01
  156000 |  3.54e-03 |     -- |  1.00e+01 |  1.28e+01 |     -- |  5.72e+01 |  8.31e+01
  160000 |  3.44e-03 |     -- |  1.08e+01 |  1.37e+01 |     -- |  5.63e+01 |  8.18e+01
  164000 |  3.37e-03 |     -- |  9.49e+00 |  1.21e+01 |     -- |  5.57e+01 |  8.12e+01
  168000 |  3.39e-03 |     -- |  1.10e+01 |  1.40e+01 |     -- |  5.60e+01 |  8.11e+01
  172000 |  3.31e-03 |     -- |  9.89e+00 |  1.26e+01 |     -- |  5.54e+01 |  8.04e+01
  176000 |  3.28e-03 |     -- |  1.08e+01 |  1.37e+01 |     -- |  5.49e+01 |  7.98e+01
