atom_index,Z,x,y,z,scalar_charge,sph_0,sph_1,sph_2,sph_3,sph_4,sph_5,sph_6,sph_7,sph_8,energy_short,energy_long
0.0000000000e+00,6.0000000000e+00,nan,nan,nan,-2.6508737500e+06,-4.0681790161e+02,-1.0033649902e+03,-5.6388433838e+02,-1.5250976562e+03,4.4888583374e+02,-6.3646203613e+02,2.9428554688e+03,8.4201141357e+02,-1.4035354004e+03,-2.6474890113e-01,3.3333614469e-02
1.0000000000e+00,1.0000000000e+00,nan,nan,nan,-1.0826568750e+06,-1.9255717993e+00,-4.5458087921e+00,4.0583386421e+00,-2.1470148563e+00,-1.2691744566e+00,1.5073730946e+00,-1.7711862326e+00,9.9872678518e-01,5.4091268778e-01,-6.1178499460e-01,2.6941993833e-01
2.0000000000e+00,1.0000000000e+00,nan,nan,nan,-1.1478790000e+06,-1.5735732317e+00,2.3716840744e+00,2.1265146732e+00,1.3762892485e+00,2.7005326748e-01,9.6206462383e-01,5.2886437625e-02,-8.4815710783e-01,8.0594789982e-01,-6.2186568975e-01,2.6934751868e-01
3.0000000000e+00,6.0000000000e+00,nan,nan,nan,-2.6844320000e+06,-9.5215171875e+04,-6.3633808594e+03,-9.7844312500e+04,-3.5087109375e+04,2.5111173828e+04,-1.7095378906e+04,-1.7777809375e+05,-9.3362750000e+04,6.6976390625e+04,1.8873915076e-01,-7.9962417483e-02
4.0000000000e+00,6.0000000000e+00,nan,nan,nan,-2.2203492500e+06,-3.2125332031e+03,9.2196806641e+03,-4.3765336914e+03,-1.3822744141e+03,1.3009007568e+03,1.1237597656e+04,1.8116072266e+04,7.5693305664e+03,-4.4209277344e+02,3.3894157410e-01,5.1666446030e-02
5.0000000000e+00,6.0000000000e+00,nan,nan,nan,-1.9396533750e+06,-1.6682731934e+03,-4.6178852539e+03,3.9060012207e+03,8.1287536621e+02,5.2649096680e+03,-3.4850473633e+03,-1.2077116699e+03,1.6484414062e+03,-1.1289083252e+03,3.4738677740e-01,7.9156145453e-02
6.0000000000e+00,6.0000000000e+00,nan,nan,nan,-1.2186228750e+06,-1.4811950684e+03,-1.0492377930e+03,-1.8314873047e+03,-1.7621198730e+03,-6.3087036133e+03,2.0016391602e+03,-6.8449554443e+02,4.2885736084e+02,-2.7152805176e+03,2.3817546666e-01,5.1778335124e-02
7.0000000000e+00,6.0000000000e+00,nan,nan,nan,-1.5400060000e+06,-4.6263994141e+03,-3.0488217773e+03,-2.7686357422e+03,1.0319637451e+03,6.0663293457e+02,-3.7044902344e+03,2.6135168457e+03,-7.5598872070e+03,-3.8125068359e+03,2.0102293789e-01,6.6883876920e-02
8.0000000000e+00,6.0000000000e+00,nan,nan,nan,-1.7459487500e+06,4.3771432495e+02,1.0885614014e+03,-2.1441608887e+03,-8.0204492188e+02,2.3543797302e+02,5.8246496582e+02,-5.9722133789e+03,1.6049908447e+03,-8.6064287109e+03,1.6479235888e-01,5.2796609700e-02
9.0000000000e+00,6.0000000000e+00,nan,nan,nan,-1.9546890000e+06,-8.9635421875e+04,-2.2721757812e+04,6.7520062500e+04,-2.6872484375e+04,-2.3194919922e+04,-3.3391265625e+04,4.8078714844e+04,4.2354261719e+04,1.5807371875e+05,4.7894671559e-02,-7.3528707027e-02
1.0000000000e+01,1.0000000000e+00,nan,nan,nan,-1.0952712500e+06,-2.0677790046e-01,1.6543332338e+00,-1.8980245590e+00,9.2298185825e-01,-6.4994889498e-01,-9.7269761562e-01,4.0908494592e-01,-2.4986606836e-01,1.4097143710e-01,-6.0170525312e-01,2.6938611269e-01
1.1000000000e+01,1.0000000000e+00,nan,nan,nan,-1.1263217500e+06,-4.7778910398e-01,2.1765124798e+00,-2.4438316822e+00,1.3915991783e+00,2.3647217453e-01,-7.7703475952e-01,4.3746879697e-01,3.0576899648e-01,1.5328808129e-01,-6.1019957066e-01,2.6943233609e-01
1.2000000000e+01,6.0000000000e+00,nan,nan,nan,-2.2097200000e+06,-9.7743634033e+02,-1.6715432129e+03,2.4056904297e+03,-2.6326958008e+03,-3.0634155273e+02,1.8545573425e+02,-1.0574877930e+02,-1.6784622803e+03,-3.5828381348e+03,3.6833032966e-02,3.1071718782e-02
