Training set losses. Units: meV (U), meV/Å (F), meV (σ), % (R2)
    Step |      Loss |   U R2 |     U MAE |    U RMSE |   F R2 |     F MAE |    F RMSE
 1109952 |  3.11e-02 |     -- |  1.98e+00 |  2.41e+00 |     -- |  1.07e+02 |  1.59e+02
 1118976 |  1.64e-02 |     -- |  1.28e+00 |  1.67e+00 |     -- |  7.82e+01 |  1.17e+02
 1128000 |  1.02e-02 |     -- |  7.93e-01 |  1.02e+00 |     -- |  6.63e+01 |  9.58e+01
 1137024 |  7.38e-03 |     -- |  7.90e-01 |  9.91e-01 |     -- |  5.83e+01 |  8.00e+01
 1146048 |  9.12e-03 |     -- |  1.13e+00 |  1.49e+00 |     -- |  5.69e+01 |  8.30e+01
 1155072 |  6.53e-03 |     -- |  7.48e-01 |  1.02e+00 |     -- |  5.27e+01 |  7.41e+01
 1164096 |  5.31e-03 |     -- |  8.63e-01 |  1.09e+00 |     -- |  4.69e+01 |  6.42e+01
 1173120 |  4.86e-03 |     -- |  9.03e-01 |  1.12e+00 |     -- |  4.40e+01 |  6.00e+01
 1182144 |  4.97e-03 |     -- |  1.04e+00 |  1.30e+00 |     -- |  4.21e+01 |  5.73e+01
 1191168 |  3.98e-03 |     -- |  7.93e-01 |  1.03e+00 |     -- |  4.00e+01 |  5.40e+01
 1200192 |  4.63e-03 |     -- |  1.01e+00 |  1.38e+00 |     -- |  3.86e+01 |  5.22e+01
 1209216 |  4.18e-03 |     -- |  9.65e-01 |  1.28e+00 |     -- |  3.73e+01 |  5.05e+01
 1218240 |  4.70e-03 |     -- |  1.10e+00 |  1.51e+00 |     -- |  3.65e+01 |  4.94e+01
 1227264 |  3.54e-03 |     -- |  8.01e-01 |  1.14e+00 |     -- |  3.48e+01 |  4.74e+01
 1236288 |  3.68e-03 |     -- |  9.24e-01 |  1.26e+00 |     -- |  3.39e+01 |  4.59e+01
 1245312 |  3.68e-03 |     -- |  1.02e+00 |  1.31e+00 |     -- |  3.27e+01 |  4.43e+01
 1254336 |  3.04e-03 |     -- |  8.66e-01 |  1.09e+00 |     -- |  3.19e+01 |  4.32e+01
 1263360 |  6.34e-03 |     -- |  1.20e+00 |  1.76e+00 |     -- |  3.82e+01 |  5.70e+01
 1272384 |  3.07e-03 |     -- |  6.53e-01 |  8.74e-01 |     -- |  3.49e+01 |  4.80e+01
 1281408 |  3.47e-03 |     -- |  9.54e-01 |  1.22e+00 |     -- |  3.25e+01 |  4.45e+01
 1290432 |  3.01e-03 |     -- |  8.45e-01 |  1.12e+00 |     -- |  3.09e+01 |  4.21e+01
 1299456 |  2.93e-03 |     -- |  8.85e-01 |  1.15e+00 |     -- |  2.96e+01 |  4.01e+01
 1308480 |  3.25e-03 |     -- |  8.43e-01 |  1.30e+00 |     -- |  2.91e+01 |  3.95e+01
 1317504 |  2.99e-03 |     -- |  8.77e-01 |  1.23e+00 |     -- |  2.83e+01 |  3.85e+01
 1326528 |  2.44e-03 |     -- |  6.69e-01 |  9.51e-01 |     -- |  2.76e+01 |  3.92e+01
 1335552 |  5.94e-03 |     -- |  1.10e+00 |  1.91e+00 |     -- |  3.14e+01 |  4.77e+01
 1344576 |  1.77e-03 |     -- |  4.54e-01 |  5.98e-01 |     -- |  2.65e+01 |  3.76e+01
 1353600 |  2.47e-03 |     -- |  7.20e-01 |  9.50e-01 |     -- |  2.68e+01 |  3.97e+01
 1362624 |  1.60e-03 |     -- |  5.11e-01 |  6.84e-01 |     -- |  2.47e+01 |  3.37e+01
 1371648 |  4.06e-03 |     -- |  1.07e+00 |  1.57e+00 |     -- |  2.76e+01 |  4.01e+01
 1380672 |  2.66e-03 |     -- |  5.88e-01 |  9.60e-01 |     -- |  2.59e+01 |  4.17e+01
 1389696 |  2.87e-03 |     -- |  7.15e-01 |  1.09e+00 |     -- |  2.71e+01 |  4.09e+01
 1398720 |  1.65e-03 |     -- |  5.74e-01 |  7.34e-01 |     -- |  2.37e+01 |  3.34e+01
 1407744 |  1.62e-03 |     -- |  5.99e-01 |  8.18e-01 |     -- |  2.28e+01 |  3.08e+01
 1416768 |  2.50e-03 |     -- |  8.39e-01 |  1.16e+00 |     -- |  2.45e+01 |  3.40e+01
 1425792 |  1.40e-03 |     -- |  4.90e-01 |  7.13e-01 |     -- |  2.20e+01 |  2.99e+01
 1434816 |  4.73e-02 |     -- |  2.17e+00 |  5.69e+00 |     -- |  5.12e+01 |  1.22e+02
 1443840 |  1.89e-02 |     -- |  1.15e+00 |  2.04e+00 |     -- |  7.46e+01 |  1.21e+02
 1452864 |  4.08e-03 |     -- |  4.31e-01 |  5.88e-01 |     -- |  4.33e+01 |  6.11e+01
 1461888 |  2.74e-03 |     -- |  3.41e-01 |  4.43e-01 |     -- |  3.70e+01 |  5.04e+01
 1470912 |  2.72e-03 |     -- |  5.92e-01 |  7.71e-01 |     -- |  3.39e+01 |  4.61e+01
 1479936 |  2.38e-03 |     -- |  5.61e-01 |  7.04e-01 |     -- |  3.20e+01 |  4.34e+01
 1488960 |  2.27e-03 |     -- |  5.79e-01 |  7.40e-01 |     -- |  3.06e+01 |  4.14e+01
 1497984 |  2.39e-03 |     -- |  6.98e-01 |  8.75e-01 |     -- |  2.97e+01 |  4.03e+01
 1507008 |  1.98e-03 |     -- |  4.89e-01 |  6.71e-01 |     -- |  2.87e+01 |  3.91e+01
 1516032 |  3.48e-03 |     -- |  7.26e-01 |  1.35e+00 |     -- |  2.92e+01 |  4.07e+01
 1525056 |  1.92e-03 |     -- |  4.76e-01 |  6.73e-01 |     -- |  2.74e+01 |  3.83e+01
 1534080 |  2.26e-03 |     -- |  6.64e-01 |  8.61e-01 |     -- |  2.72e+01 |  3.89e+01
 1543104 |  1.92e-03 |     -- |  5.50e-01 |  7.40e-01 |     -- |  2.63e+01 |  3.70e+01
 1552128 |  2.45e-03 |     -- |  7.03e-01 |  1.04e+00 |     -- |  2.62e+01 |  3.70e+01
 1561152 |  1.89e-03 |     -- |  6.10e-01 |  8.31e-01 |     -- |  2.51e+01 |  3.46e+01
 1570176 |  1.55e-03 |     -- |  4.60e-01 |  6.58e-01 |     -- |  2.43e+01 |  3.35e+01
 1579200 |  2.08e-03 |     -- |  7.45e-01 |  9.60e-01 |     -- |  2.45e+01 |  3.40e+01
 1588224 |  1.89e-03 |     -- |  5.76e-01 |  8.66e-01 |     -- |  2.39e+01 |  3.37e+01
 1597248 |  2.57e-03 |     -- |  7.70e-01 |  9.97e-01 |     -- |  2.53e+01 |  3.97e+01
 1606272 |  2.68e-03 |     -- |  7.84e-01 |  1.11e+00 |     -- |  2.52e+01 |  3.81e+01
 1615296 |  1.47e-03 |     -- |  4.43e-01 |  6.01e-01 |     -- |  2.37e+01 |  3.33e+01
 1624320 |  1.69e-03 |     -- |  5.78e-01 |  7.92e-01 |     -- |  2.29e+01 |  3.26e+01
 1633344 |  1.41e-03 |     -- |  4.81e-01 |  6.67e-01 |     -- |  2.26e+01 |  3.10e+01
 1642368 |  1.52e-03 |     -- |  5.73e-01 |  7.84e-01 |     -- |  2.21e+01 |  3.01e+01
 1651392 |  1.86e-02 |     -- |  1.58e+00 |  3.70e+00 |     -- |  4.08e+01 |  7.02e+01
 1660416 |  1.19e-03 |     -- |  1.33e-01 |  1.82e-01 |     -- |  2.44e+01 |  3.40e+01
 1669440 |  9.55e-04 |     -- |  1.33e-01 |  1.74e-01 |     -- |  2.25e+01 |  3.04e+01
 1678464 |  9.55e-04 |     -- |  1.60e-01 |  2.13e-01 |     -- |  2.15e+01 |  3.02e+01
 1687488 |  1.92e-03 |     -- |  4.55e-01 |  6.38e-01 |     -- |  2.34e+01 |  3.89e+01
 1696512 |  9.69e-04 |     -- |  2.48e-01 |  3.31e-01 |     -- |  2.11e+01 |  2.93e+01
 1705536 |  1.09e-03 |     -- |  3.47e-01 |  4.95e-01 |     -- |  2.07e+01 |  2.91e+01
 1714560 |  1.63e-03 |     -- |  4.69e-01 |  6.39e-01 |     -- |  2.23e+01 |  3.50e+01
 1723584 |  9.59e-04 |     -- |  3.05e-01 |  3.89e-01 |     -- |  2.03e+01 |  2.84e+01
 1732608 |  1.46e-03 |     -- |  5.50e-01 |  7.61e-01 |     -- |  2.05e+01 |  2.96e+01
 1741632 |  8.60e-04 |     -- |  2.81e-01 |  3.66e-01 |     -- |  1.97e+01 |  2.69e+01
 1750656 |  1.33e-03 |     -- |  5.14e-01 |  6.98e-01 |     -- |  2.01e+01 |  2.91e+01
 1759680 |  1.77e-03 |     -- |  5.65e-01 |  8.79e-01 |     -- |  2.08e+01 |  3.16e+01
 1768704 |  1.07e-03 |     -- |  3.71e-01 |  4.85e-01 |     -- |  1.95e+01 |  2.89e+01
 1777728 |  1.28e-03 |     -- |  4.88e-01 |  7.18e-01 |     -- |  1.97e+01 |  2.76e+01
 1786752 |  1.24e-03 |     -- |  4.98e-01 |  6.85e-01 |     -- |  1.95e+01 |  2.78e+01
 1795776 |  1.88e-03 |     -- |  5.99e-01 |  8.90e-01 |     -- |  2.05e+01 |  3.30e+01
 1804800 |  1.73e-03 |     -- |  5.16e-01 |  7.77e-01 |     -- |  2.03e+01 |  3.36e+01
 1813824 |  8.18e-04 |     -- |  2.62e-01 |  3.61e-01 |     -- |  1.83e+01 |  2.62e+01
 1822848 |  1.21e-03 |     -- |  4.72e-01 |  6.34e-01 |     -- |  1.90e+01 |  2.84e+01
 1831872 |  1.04e-03 |     -- |  3.92e-01 |  6.06e-01 |     -- |  1.81e+01 |  2.60e+01
 1840896 |  1.05e-03 |     -- |  4.29e-01 |  5.81e-01 |     -- |  1.84e+01 |  2.67e+01
 1849920 |  1.08e-03 |     -- |  4.23e-01 |  5.92e-01 |     -- |  1.84e+01 |  2.69e+01
 1858944 |  1.25e-03 |     -- |  4.34e-01 |  7.11e-01 |     -- |  1.86e+01 |  2.74e+01
