atom_index,Z,x,y,z,scalar_charge,sph_0,sph_1,sph_2,sph_3,sph_4,sph_5,sph_6,sph_7,sph_8,energy_short,energy_long
0.0000000000e+00,6.0000000000e+00,nan,nan,nan,-1.3880007267e+00,5.3696032614e-02,-4.0213175118e-02,2.3894275725e-01,5.2059102803e-02,2.8478097171e-02,6.0191955417e-02,4.3403189629e-03,-5.9995923191e-02,-6.6685080528e-03,-2.0257261395e-01,1.4589733444e-02
1.0000000000e+00,1.0000000000e+00,nan,nan,nan,5.6385059357e+00,-4.6058392036e-04,-2.6736977816e-05,-1.9777234411e-04,-1.0175610805e-04,-2.5999253921e-05,-3.2748884405e-04,9.8754695500e-05,4.7041560174e-04,-1.0485441453e-04,-1.1627604067e-01,5.1756259054e-02
2.0000000000e+00,1.0000000000e+00,nan,nan,nan,5.6289653778e+00,-9.5237238565e-04,1.3429211685e-04,-2.4144325289e-04,-1.2358957611e-04,7.9020741396e-05,2.0750920521e-04,8.6765736341e-04,9.5683732070e-04,-2.4303697865e-04,-1.3111673295e-01,5.1882162690e-02
3.0000000000e+00,6.0000000000e+00,nan,nan,nan,-1.2717474699e+00,-8.9691124856e-02,4.2205762118e-02,2.4349717796e-01,1.0163110495e-01,-5.5131185800e-03,1.9647286832e-01,1.0679674894e-01,1.0881072842e-02,5.4059073329e-02,7.8199774027e-02,4.6256214380e-02
4.0000000000e+00,6.0000000000e+00,nan,nan,nan,-1.3173192739e+00,2.4522212334e-03,3.1221173704e-03,1.7521943152e-01,3.6651489791e-03,5.7935453951e-02,3.4036468714e-02,-2.0362018049e-01,-1.3096384704e-01,1.5192937851e-01,1.7384806275e-01,4.5412406325e-02
5.0000000000e+00,6.0000000000e+00,nan,nan,nan,-1.0956630707e+00,-2.3221232891e+00,-2.3779520765e-02,-4.8973819613e-01,-1.1670468003e-01,-8.7617367506e-01,1.2982919216e+00,3.5870981216e+00,2.6323864460e+00,-1.4711239338e+00,1.2222373486e-01,2.6160036214e-03
6.0000000000e+00,6.0000000000e+00,nan,nan,nan,-1.4116193056e+00,-3.7261322141e-02,-5.2446830086e-03,3.7382533774e-03,1.1123571545e-02,4.8813372850e-03,5.2459728904e-03,-7.5368019752e-03,-5.2057096036e-04,5.5950222304e-04,3.3167079091e-03,1.0162509046e-02
7.0000000000e+00,6.0000000000e+00,nan,nan,nan,-1.1404443979e+00,-1.8596034050e+00,-4.5180022717e-02,3.9387995005e-01,-5.3804747760e-02,3.8435658813e-01,1.1605572701e+00,-1.6364607811e+00,-8.8021486998e-01,-3.0782649517e+00,-1.0548159480e-02,1.6783542931e-02
8.0000000000e+00,6.0000000000e+00,nan,nan,nan,-1.3319603205e+00,7.7393792570e-02,7.0959798992e-02,-1.5668429434e-01,-4.1974009946e-04,-5.7300623506e-02,-2.0769661292e-02,-1.3115527108e-03,1.0442239046e-01,1.7707239091e-01,-2.0613200963e-02,3.2518219203e-02
9.0000000000e+00,6.0000000000e+00,nan,nan,nan,-1.3564810753e+00,3.5530738533e-02,9.5885209739e-02,-1.5789271891e-01,7.7941700816e-02,1.3343298808e-02,-3.0837699771e-02,-2.0025013946e-03,1.6461392865e-02,-1.4499672689e-03,-1.3929674029e-01,4.8413418233e-02
1.0000000000e+01,1.0000000000e+00,nan,nan,nan,5.6390290260e+00,-5.1439332310e-04,-3.0755190528e-04,1.3256208331e-04,-9.0056528279e-05,-3.6866241135e-04,-1.0913923325e-04,1.2157108722e-04,-6.3020864036e-04,-2.0099745598e-04,-1.0226847231e-01,5.1206596196e-02
1.1000000000e+01,1.0000000000e+00,nan,nan,nan,5.6250486374e+00,-6.8818306318e-04,-4.8643205446e-06,2.9356678715e-04,-1.7513814964e-04,4.2658453458e-04,-5.3817278240e-04,3.6669240217e-04,-3.4867084469e-04,-4.6259522787e-04,-1.1761344969e-01,5.1361411810e-02
1.2000000000e+01,6.0000000000e+00,nan,nan,nan,-1.3474943638e+00,8.9244395494e-02,1.0556717962e-01,-1.5048253536e-01,4.4539429247e-02,-1.2986694928e-03,3.1947083771e-03,-4.3538365513e-02,9.6461974084e-02,1.2807942927e-02,1.7566099763e-01,1.8315322697e-02
