step,epoch_est,q0_mean,q0_std,q1_norm_mean,q2_norm_mean,sr_energy_sum,lr_energy_sum
4000,2.0,-0.05782079764717692,0.04646270069954309,3.135000036964377e-05,1.766921643309007e-05,-2.5780784785848,2.655148252844
8000,4.0,0.04520369722337923,0.07166066345820046,0.001025909334995904,0.001055908632563694,-1.8693658411510001,1.724877864137
12000,6.0,-0.09371255882711539,0.11385799280598827,0.0026045890741639125,0.0018056045496828619,-2.124008372409,1.35860273987
16000,8.0,0.019011000028,0.09160551087746123,0.0038752409120795897,0.003085407279031121,-1.108905076979,1.264163948594
20000,10.0,0.07138582720187693,0.1449067734080831,0.003705634784827845,0.003229260652169391,-0.609889104944,1.006592363119
24000,12.0,0.003998732624153845,0.06246732635255885,0.004466206016273755,0.005539666018871205,-1.155557319512,0.904327422381
28000,14.0,-0.00524309859158,0.01633468484922629,0.003962274523511342,0.006173048085856076,-0.35320392252699995,0.700698606668
32000,16.0,0.044812691326299996,0.022504656745253607,0.0041235216144904375,0.0055760697291853635,0.092672213906,0.604325696826
36000,18.0,0.061237424920906156,0.10320607252923804,0.005939413074715474,0.008544259695275083,-0.2902540564647099,0.558191731572
40000,20.0,0.013832634458076924,0.028552057725115893,0.007164086418310632,0.009643591222458454,-0.728532865645,0.58215334639
44000,22.0,-0.06474076096846154,0.6164683009094153,0.04202726542126449,0.07016064562450336,-1.2013727724632,0.681784704326
48000,24.0,-0.04600943166461539,0.2585050314643216,0.08853110327047017,0.1313649087415304,0.21582132577000002,0.2797892689711
52000,26.0,0.09166623308076924,0.5650350875711769,0.12390648042400382,0.27872925424374606,0.18677929044019997,0.0617686598544
56000,28.0,0.051191373513846145,0.590006851257514,0.2435772044963009,0.5337565615642877,-0.06755322217600002,-0.1816193195988
60000,30.0,0.15673497204692308,0.6061643759000247,0.20383410581224087,0.41065998235945933,0.5980548411612999,-0.2164531913574
64000,32.0,0.11241755118846154,0.5696878773700886,0.30330626432251373,0.6260251702863846,0.303742259733,-0.2685585990553
68000,34.0,0.12885786134461538,0.607589046710369,0.2894644142487379,0.6503879119337055,0.369575306783,-0.25653972663
72000,36.0,0.20765438418015383,0.49079961160061847,0.39576581617737416,0.842644737449276,0.48058719933278,-0.4240980464964
76000,38.0,0.19623736564384617,0.37890181141554835,0.2370470328316895,0.5739349492169235,0.244067624214,-0.4106686394738
80000,40.0,0.24182684533176924,0.20812805776477994,0.320698331907285,0.7482240264277823,0.5018449127681999,-0.307378720494
84000,42.0,0.17506506856433848,0.2958842840081847,0.3366202677904362,0.8249317364993237,0.561219632633,-0.36124775558919997
88000,44.0,0.21181896500808461,0.3562390122897158,0.3277298423586594,0.7493542290361442,0.7521574348182,-0.4079533908565
92000,46.0,0.20056809012092308,0.3428671994300844,0.45631685466730487,0.9938638571127243,0.7976707369089999,-0.441667992619
96000,48.0,0.27681082902661536,0.3004417179074548,0.3671465330553442,0.8231472455681493,0.4946697652361,-0.4443520507856
100000,50.0,0.3527722828661538,0.15073106051407345,0.4109706816026183,0.9448739739021131,0.712931543594,-0.57417699217703
104000,52.0,0.42229896669123074,0.2675838188322711,0.46971866839189386,1.0408503209236877,0.6777622848739999,-0.55513682292626
108000,54.0,0.505009875846923,0.2114517010436658,0.320524013580521,0.6257314328505656,0.8993156701323,-0.56071167002865
112000,56.0,0.5847109006007692,0.22157212923373953,0.4065260615590974,0.8552903181540514,0.829485759147,-0.6641225991842
116000,58.0,0.4221091287653846,0.22826079314356604,0.3944268263117697,0.8659077276617533,0.78949327766,-0.6663606676760999
120000,60.0,0.5666690308315385,0.08982797592983746,0.39271195688799565,0.9470895865273398,0.997297167776,-0.7046236735688
124000,62.0,0.6766104147984616,0.1388503660061763,0.7335455789214577,1.8124963948505224,0.7649583667621,-0.628509907271892
128000,64.0,0.4658749928838462,0.10808381721099367,0.41727472500323937,1.0094267606080556,0.880405560141,-0.7503442564014
132000,66.0,0.4615642726438462,0.11777609307281338,0.43858105024214694,1.135254059335177,0.85203301905937,-0.6372613329473
