structure_index,dihedral_deg,atom_index,Z,q0,q_l0_0,q_l1_0,q_l1_1,q_l1_2,q_l1_norm,q_l2_0,q_l2_1,q_l2_2,q_l2_3,q_l2_4,q_l2_norm
0,83.42481930851925,0,6,0.5269949436187744,0.004124034196138382,0.025899967178702354,1.2340244381903176e-09,0.0,0.025899967178702354,0.016882285475730896,-2.80248446671294e-09,0.0,0.0,0.01580853946506977,0.023128369823098183
0,83.42481930851925,1,1,0.3370690643787384,-0.0011193942045792937,0.001573749352246523,-0.0020287535153329372,0.0,0.002567591844126582,0.007162897381931543,-0.006628957577049732,0.0,0.0,-0.00017862473032437265,0.00976125430315733
0,83.42481930851925,2,1,0.3370690643787384,-0.0011193942045792937,0.0015737495850771666,0.0020287507213652134,0.0,0.0025675897486507893,0.007162896450608969,0.0066289580427110195,0.0,0.0,-0.00017862438107840717,0.00976125430315733
0,83.42481930851925,3,6,0.6101160049438477,0.013362585566937923,0.013412950560450554,-7.334789442481338e-10,0.0,0.013412950560450554,0.055535003542900085,1.0028439190179483e-09,0.0,0.0,0.14561931788921356,0.15584968030452728
0,83.42481930851925,4,6,0.5481903553009033,0.0007325122132897377,0.06506481766700745,4.062548214500694e-11,0.0,0.06506481766700745,0.21855704486370087,-2.0072575546148386e-11,0.0,0.0,0.38586872816085815,0.4434657394886017
0,83.42481930851925,5,6,0.6101201176643372,-0.5183674097061157,0.9557113647460938,0.0,0.0,0.9557113647460938,-1.87864351272583,0.0,0.0,0.0,-3.593153715133667,4.054633617401123
0,83.42481930851925,6,6,0.4460659325122833,0.012012237682938576,-1.6298145055770874e-08,0.0,0.0,1.6298145055770874e-08,0.0015090368688106537,0.0,0.0,0.0,-0.0008712764829397202,0.0017425025580450892
0,83.42481930851925,7,6,0.6101199388504028,-0.5183672904968262,-0.9557108283042908,0.0,0.0,0.9557108283042908,2.1724390983581543,0.0,0.0,0.0,3.423527956008911,4.054631233215332
0,83.42481930851925,8,6,0.5481903553009033,0.0007325075566768646,-0.06506486237049103,0.0,-4.838164157500158e-12,0.06506486237049103,-0.22489352524280548,0.0,4.68654351437614e-11,0.0,-0.3822101950645447,0.44346559047698975
0,83.42481930851925,9,6,0.6101161241531372,0.013362577185034752,-0.013412980362772942,0.0,-1.9047730059895684e-10,0.013412980362772942,-0.09834259003400803,0.0,5.790104506964155e-10,0.0,-0.12090446054935455,0.15584978461265564
0,83.42481930851925,10,1,0.3370690643787384,-0.0011193950194865465,-0.0015737521462142467,0.0,0.002028754446655512,0.0025675944052636623,0.0037361453287303448,0.0,-0.006628961302340031,0.0,-0.006113946437835693,0.009761262685060501
0,83.42481930851925,11,1,0.3370690643787384,-0.0011193952523171902,-0.0015737488865852356,0.0,-0.0020287567749619484,0.0025675941724330187,0.0037361488211899996,0.0,0.006628953851759434,0.0,-0.006113949231803417,0.009761260822415352
0,83.42481930851925,12,6,0.5269949436187744,0.004124031402170658,-0.02589995041489601,0.0,-1.6439766215015084e-09,0.02589995041489601,-0.005249467678368092,0.0,-1.5378501805329847e-09,0.0,-0.02252470888197422,0.0231283251196146
