train,"{'mae': 0.04412442818284035, 'rmse': 0.07847582548856735}","{'mae': 0.8999148607254028, 'rmse': 1.35545814037323}"
val,"{'mae': 0.03381934389472008, 'rmse': 0.04017636924982071}","{'mae': 0.3826926052570343, 'rmse': 0.5100945830345154}"
train,"{'mae': 0.019332878291606903, 'rmse': 0.02419658750295639}","{'mae': 0.2912452816963196, 'rmse': 0.39172178506851196}"
val,"{'mae': 0.01852286420762539, 'rmse': 0.021499764174222946}","{'mae': 0.2193850874900818, 'rmse': 0.28679558634757996}"
train,"{'mae': 0.017851734533905983, 'rmse': 0.021925708279013634}","{'mae': 0.19789834320545197, 'rmse': 0.25923952460289}"
val,"{'mae': 0.016154836863279343, 'rmse': 0.019869323819875717}","{'mae': 0.18377752602100372, 'rmse': 0.23699697852134705}"
train,"{'mae': 0.01847718469798565, 'rmse': 0.022908899933099747}","{'mae': 0.17501412332057953, 'rmse': 0.22659851610660553}"
val,"{'mae': 0.017946438863873482, 'rmse': 0.02091049589216709}","{'mae': 0.16092883050441742, 'rmse': 0.2081798017024994}"
train,"{'mae': 0.01920492574572563, 'rmse': 0.0236611720174551}","{'mae': 0.16278676688671112, 'rmse': 0.21056725084781647}"
val,"{'mae': 0.022240204736590385, 'rmse': 0.028776664286851883}","{'mae': 0.15708425641059875, 'rmse': 0.20168069005012512}"
train,"{'mae': 0.018227238208055496, 'rmse': 0.022471757605671883}","{'mae': 0.15684974193572998, 'rmse': 0.20264095067977905}"
val,"{'mae': 0.01870494894683361, 'rmse': 0.025094226002693176}","{'mae': 0.15568840503692627, 'rmse': 0.19954347610473633}"
train,"{'mae': 0.017937298864126205, 'rmse': 0.022082334384322166}","{'mae': 0.1532633900642395, 'rmse': 0.1983235627412796}"
val,"{'mae': 0.018488476052880287, 'rmse': 0.021340377628803253}","{'mae': 0.14553003013134003, 'rmse': 0.188593327999115}"
train,"{'mae': 0.018285037949681282, 'rmse': 0.02256741002202034}","{'mae': 0.14978259801864624, 'rmse': 0.19448493421077728}"
val,"{'mae': 0.01776021718978882, 'rmse': 0.024111196398735046}","{'mae': 0.14305183291435242, 'rmse': 0.18635980784893036}"
train,"{'mae': 0.018212197348475456, 'rmse': 0.022547634318470955}","{'mae': 0.14987201988697052, 'rmse': 0.19437749683856964}"
val,"{'mae': 0.015360203571617603, 'rmse': 0.019051503390073776}","{'mae': 0.16591177880764008, 'rmse': 0.21284529566764832}"
train,"{'mae': 0.01870175078511238, 'rmse': 0.02313583716750145}","{'mae': 0.15182289481163025, 'rmse': 0.19656768441200256}"
val,"{'mae': 0.015247780829668045, 'rmse': 0.018831098452210426}","{'mae': 0.14019592106342316, 'rmse': 0.18329130113124847}"
train,"{'mae': 0.018216609954833984, 'rmse': 0.02245437540113926}","{'mae': 0.14757119119167328, 'rmse': 0.1916845142841339}"
val,"{'mae': 0.015118643641471863, 'rmse': 0.019470566883683205}","{'mae': 0.14233238995075226, 'rmse': 0.18500258028507233}"
train,"{'mae': 0.01723572239279747, 'rmse': 0.021081209182739258}","{'mae': 0.14818285405635834, 'rmse': 0.19204039871692657}"
val,"{'mae': 0.01876841112971306, 'rmse': 0.021552838385105133}","{'mae': 0.15137848258018494, 'rmse': 0.1953696310520172}"
train,"{'mae': 0.016724571585655212, 'rmse': 0.02065371535718441}","{'mae': 0.14837288856506348, 'rmse': 0.1931782215833664}"
val,"{'mae': 0.017462819814682007, 'rmse': 0.020321935415267944}","{'mae': 0.1371559500694275, 'rmse': 0.17910420894622803}"
train,"{'mae': 0.018528077751398087, 'rmse': 0.02286790870130062}","{'mae': 0.14296188950538635, 'rmse': 0.18630211055278778}"
val,"{'mae': 0.02212890051305294, 'rmse': 0.025327501818537712}","{'mae': 0.13755105435848236, 'rmse': 0.17936822772026062}"
train,"{'mae': 0.01699039526283741, 'rmse': 0.020847519859671593}","{'mae': 0.14745570719242096, 'rmse': 0.1908564567565918}"
val,"{'mae': 0.015323019586503506, 'rmse': 0.01872415468096733}","{'mae': 0.14053252339363098, 'rmse': 0.18311993777751923}"
train,"{'mae': 0.016664719209074974, 'rmse': 0.020374389365315437}","{'mae': 0.14144080877304077, 'rmse': 0.18407438695430756}"
val,"{'mae': 0.016275089234113693, 'rmse': 0.019256751984357834}","{'mae': 0.1421864926815033, 'rmse': 0.18392036855220795}"
train,"{'mae': 0.017620239406824112, 'rmse': 0.02201797068119049}","{'mae': 0.1424998790025711, 'rmse': 0.18494023382663727}"
val,"{'mae': 0.015331733971834183, 'rmse': 0.018705513328313828}","{'mae': 0.13705390691757202, 'rmse': 0.17871184647083282}"
train,"{'mae': 0.016710860654711723, 'rmse': 0.020589053630828857}","{'mae': 0.14353598654270172, 'rmse': 0.18687506020069122}"
val,"{'mae': 0.017862485721707344, 'rmse': 0.020818443968892097}","{'mae': 0.14438650012016296, 'rmse': 0.1875542253255844}"
train,"{'mae': 0.01707088015973568, 'rmse': 0.020956989377737045}","{'mae': 0.14444543421268463, 'rmse': 0.1879088580608368}"
val,"{'mae': 0.01576959155499935, 'rmse': 0.018854467198252678}","{'mae': 0.1351754516363144, 'rmse': 0.17759086191654205}"
train,"{'mae': 0.01748383231461048, 'rmse': 0.021389681845903397}","{'mae': 0.14257006347179413, 'rmse': 0.18524187803268433}"
val,"{'mae': 0.02156125009059906, 'rmse': 0.02799811027944088}","{'mae': 0.1415214091539383, 'rmse': 0.18294267356395721}"
train,"{'mae': 0.016469787806272507, 'rmse': 0.02003885619342327}","{'mae': 0.14321239292621613, 'rmse': 0.18644334375858307}"
val,"{'mae': 0.016320398077368736, 'rmse': 0.01926090568304062}","{'mae': 0.14241449534893036, 'rmse': 0.1834574192762375}"
train,"{'mae': 0.016092874109745026, 'rmse': 0.019614338874816895}","{'mae': 0.14252018928527832, 'rmse': 0.18436715006828308}"
val,"{'mae': 0.01510534156113863, 'rmse': 0.01962592639029026}","{'mae': 0.13982456922531128, 'rmse': 0.1805976778268814}"
train,"{'mae': 0.015938181430101395, 'rmse': 0.019246786832809448}","{'mae': 0.14072991907596588, 'rmse': 0.18274739384651184}"
val,"{'mae': 0.015189947560429573, 'rmse': 0.018595369532704353}","{'mae': 0.13309475779533386, 'rmse': 0.17479318380355835}"
train,"{'mae': 0.016124196350574493, 'rmse': 0.01969745382666588}","{'mae': 0.1387825310230255, 'rmse': 0.18057185411453247}"
val,"{'mae': 0.018572179600596428, 'rmse': 0.021432215347886086}","{'mae': 0.13426893949508667, 'rmse': 0.17652148008346558}"
train,"{'mae': 0.01638108864426613, 'rmse': 0.019929716363549232}","{'mae': 0.13664168119430542, 'rmse': 0.1784653514623642}"
val,"{'mae': 0.015416507609188557, 'rmse': 0.020690079778432846}","{'mae': 0.13303545117378235, 'rmse': 0.1749003678560257}"
train,"{'mae': 0.01596202701330185, 'rmse': 0.019588710740208626}","{'mae': 0.13634485006332397, 'rmse': 0.17797228693962097}"
val,"{'mae': 0.014988183975219727, 'rmse': 0.01891448348760605}","{'mae': 0.13764552772045135, 'rmse': 0.1800769567489624}"
train,"{'mae': 0.01642349362373352, 'rmse': 0.020153410732746124}","{'mae': 0.13700155913829803, 'rmse': 0.1786554902791977}"
val,"{'mae': 0.01620364375412464, 'rmse': 0.022085051983594894}","{'mae': 0.13200996816158295, 'rmse': 0.1734284609556198}"
train,"{'mae': 0.016781620681285858, 'rmse': 0.020469453185796738}","{'mae': 0.13777656853199005, 'rmse': 0.17958688735961914}"
val,"{'mae': 0.0173043105751276, 'rmse': 0.0200958251953125}","{'mae': 0.132523313164711, 'rmse': 0.17354507744312286}"
train,"{'mae': 0.016654420644044876, 'rmse': 0.020335031673312187}","{'mae': 0.13719286024570465, 'rmse': 0.178419291973114}"
val,"{'mae': 0.01502438634634018, 'rmse': 0.019541682675480843}","{'mae': 0.13447357714176178, 'rmse': 0.1750434935092926}"
train,"{'mae': 0.016635682433843613, 'rmse': 0.020150111988186836}","{'mae': 0.13633902370929718, 'rmse': 0.17800652980804443}"
val,"{'mae': 0.015013004653155804, 'rmse': 0.019548483192920685}","{'mae': 0.13404223322868347, 'rmse': 0.17584161460399628}"
train,"{'mae': 0.016585199162364006, 'rmse': 0.020081346854567528}","{'mae': 0.1381916105747223, 'rmse': 0.18039269745349884}"
val,"{'mae': 0.014988108538091183, 'rmse': 0.019380278885364532}","{'mae': 0.12930472195148468, 'rmse': 0.17104022204875946}"
train,"{'mae': 0.016081158071756363, 'rmse': 0.019411250948905945}","{'mae': 0.13511542975902557, 'rmse': 0.17671598494052887}"
val,"{'mae': 0.01854519359767437, 'rmse': 0.021390296518802643}","{'mae': 0.13346688449382782, 'rmse': 0.1739620566368103}"
train,"{'mae': 0.016199037432670593, 'rmse': 0.019726933911442757}","{'mae': 0.13599327206611633, 'rmse': 0.17770689725875854}"
val,"{'mae': 0.016116522252559662, 'rmse': 0.02191421575844288}","{'mae': 0.13231927156448364, 'rmse': 0.1736949235200882}"
train,"{'mae': 0.016285687685012817, 'rmse': 0.0199185349047184}","{'mae': 0.13697949051856995, 'rmse': 0.17876356840133667}"
val,"{'mae': 0.01765630953013897, 'rmse': 0.024063318967819214}","{'mae': 0.13599665462970734, 'rmse': 0.1791314333677292}"
train,"{'mae': 0.016527459025382996, 'rmse': 0.020089462399482727}","{'mae': 0.1351921260356903, 'rmse': 0.17697536945343018}"
val,"{'mae': 0.015468163415789604, 'rmse': 0.018591290339827538}","{'mae': 0.12956583499908447, 'rmse': 0.1706133633852005}"
train,"{'mae': 0.016442645341157913, 'rmse': 0.02002483420073986}","{'mae': 0.13300582766532898, 'rmse': 0.17420274019241333}"
val,"{'mae': 0.015150791965425014, 'rmse': 0.018510470166802406}","{'mae': 0.12905988097190857, 'rmse': 0.1706155389547348}"
train,"{'mae': 0.016191896051168442, 'rmse': 0.01970551162958145}","{'mae': 0.13371394574642181, 'rmse': 0.1750994771718979}"
val,"{'mae': 0.015447665937244892, 'rmse': 0.018591415137052536}","{'mae': 0.13342373073101044, 'rmse': 0.17426544427871704}"
train,"{'mae': 0.01606728509068489, 'rmse': 0.019631681963801384}","{'mae': 0.13527531921863556, 'rmse': 0.17656226456165314}"
val,"{'mae': 0.02270527556538582, 'rmse': 0.025940075516700745}","{'mae': 0.1375478208065033, 'rmse': 0.17840267717838287}"
train,"{'mae': 0.016597844660282135, 'rmse': 0.020424965769052505}","{'mae': 0.13875991106033325, 'rmse': 0.1799641251564026}"
val,"{'mae': 0.01595819927752018, 'rmse': 0.01898055523633957}","{'mae': 0.1426575481891632, 'rmse': 0.1851159632205963}"
train,"{'mae': 0.0163147933781147, 'rmse': 0.01998819224536419}","{'mae': 0.1374751478433609, 'rmse': 0.17894291877746582}"
val,"{'mae': 0.015552136115729809, 'rmse': 0.01863204874098301}","{'mae': 0.1361895054578781, 'rmse': 0.17755700647830963}"
train,"{'mae': 0.01582873798906803, 'rmse': 0.019139496609568596}","{'mae': 0.1345348060131073, 'rmse': 0.17567601799964905}"
val,"{'mae': 0.015006352216005325, 'rmse': 0.019530456513166428}","{'mae': 0.129994735121727, 'rmse': 0.17108310759067535}"
train,"{'mae': 0.015759268775582314, 'rmse': 0.019018180668354034}","{'mae': 0.1322270929813385, 'rmse': 0.1730983406305313}"
val,"{'mae': 0.014970129355788231, 'rmse': 0.018651211634278297}","{'mae': 0.1273949295282364, 'rmse': 0.16871993243694305}"
train,"{'mae': 0.015981702134013176, 'rmse': 0.019353432580828667}","{'mae': 0.13085296750068665, 'rmse': 0.1718621850013733}"
val,"{'mae': 0.015335683710873127, 'rmse': 0.020412828773260117}","{'mae': 0.1272764950990677, 'rmse': 0.16883879899978638}"
train,"{'mae': 0.016059013083577156, 'rmse': 0.019342701882123947}","{'mae': 0.13125988841056824, 'rmse': 0.17226816713809967}"
val,"{'mae': 0.017520051449537277, 'rmse': 0.023895641788840294}","{'mae': 0.12806755304336548, 'rmse': 0.1700422316789627}"
train,"{'mae': 0.016015293076634407, 'rmse': 0.019624749198555946}","{'mae': 0.13181109726428986, 'rmse': 0.1725093126296997}"
val,"{'mae': 0.014924174174666405, 'rmse': 0.019004451110959053}","{'mae': 0.127678781747818, 'rmse': 0.1688753366470337}"
train,"{'mae': 0.015987228602170944, 'rmse': 0.019425228238105774}","{'mae': 0.13028129935264587, 'rmse': 0.17125077545642853}"
val,"{'mae': 0.015340759418904781, 'rmse': 0.0185100045055151}","{'mae': 0.1266890913248062, 'rmse': 0.16805942356586456}"
train,"{'mae': 0.0157341156154871, 'rmse': 0.018982505425810814}","{'mae': 0.129567489027977, 'rmse': 0.1703794300556183}"
val,"{'mae': 0.014930286444723606, 'rmse': 0.019184021279215813}","{'mae': 0.1282622218132019, 'rmse': 0.16914211213588715}"
train,"{'mae': 0.016419410705566406, 'rmse': 0.020258015021681786}","{'mae': 0.1318933367729187, 'rmse': 0.17306551337242126}"
val,"{'mae': 0.01570146344602108, 'rmse': 0.01871478743851185}","{'mae': 0.1275474578142166, 'rmse': 0.16927288472652435}"
train,"{'mae': 0.015782061964273453, 'rmse': 0.019148916006088257}","{'mae': 0.13064415752887726, 'rmse': 0.17157533764839172}"
val,"{'mae': 0.015194184146821499, 'rmse': 0.020078156143426895}","{'mae': 0.12904879450798035, 'rmse': 0.16955484449863434}"
train,"{'mae': 0.01570182293653488, 'rmse': 0.01897718757390976}","{'mae': 0.13045017421245575, 'rmse': 0.1712140291929245}"
val,"{'mae': 0.015218700282275677, 'rmse': 0.02023330144584179}","{'mae': 0.12977288663387299, 'rmse': 0.17100238800048828}"
train,"{'mae': 0.015867047011852264, 'rmse': 0.019168749451637268}","{'mae': 0.1302044838666916, 'rmse': 0.1711571216583252}"
val,"{'mae': 0.016024505719542503, 'rmse': 0.01896916888654232}","{'mae': 0.12720052897930145, 'rmse': 0.1680889129638672}"
train,"{'mae': 0.01590699702501297, 'rmse': 0.019261041656136513}","{'mae': 0.12952393293380737, 'rmse': 0.17007414996623993}"
val,"{'mae': 0.014968711882829666, 'rmse': 0.0194274690002203}","{'mae': 0.13009217381477356, 'rmse': 0.1709969937801361}"
train,"{'mae': 0.01588282734155655, 'rmse': 0.019128140062093735}","{'mae': 0.13000547885894775, 'rmse': 0.17076361179351807}"
val,"{'mae': 0.017338471487164497, 'rmse': 0.020162032917141914}","{'mae': 0.12804050743579865, 'rmse': 0.168892040848732}"
train,"{'mae': 0.015790991485118866, 'rmse': 0.01917571946978569}","{'mae': 0.13053900003433228, 'rmse': 0.17123772203922272}"
val,"{'mae': 0.017949726432561874, 'rmse': 0.020693626254796982}","{'mae': 0.1292242407798767, 'rmse': 0.1701538860797882}"
train,"{'mae': 0.01588752493262291, 'rmse': 0.01925952360033989}","{'mae': 0.12944446504116058, 'rmse': 0.17026153206825256}"
val,"{'mae': 0.015043279156088829, 'rmse': 0.01853468082845211}","{'mae': 0.12652844190597534, 'rmse': 0.1675131767988205}"
train,"{'mae': 0.01617784984409809, 'rmse': 0.019685013219714165}","{'mae': 0.12964846193790436, 'rmse': 0.17033761739730835}"
val,"{'mae': 0.015472506172955036, 'rmse': 0.018562940880656242}","{'mae': 0.12785154581069946, 'rmse': 0.1685819774866104}"
train,"{'mae': 0.01595040038228035, 'rmse': 0.019378868862986565}","{'mae': 0.1291573941707611, 'rmse': 0.1698293387889862}"
val,"{'mae': 0.01787775196135044, 'rmse': 0.020631177350878716}","{'mae': 0.1292840540409088, 'rmse': 0.16967445611953735}"
train,"{'mae': 0.015981078147888184, 'rmse': 0.019092142581939697}","{'mae': 0.12934494018554688, 'rmse': 0.17001210153102875}"
val,"{'mae': 0.015437242574989796, 'rmse': 0.018531465902924538}","{'mae': 0.1253543347120285, 'rmse': 0.16670434176921844}"
train,"{'mae': 0.015863845124840736, 'rmse': 0.019310595467686653}","{'mae': 0.13112150132656097, 'rmse': 0.17180973291397095}"
val,"{'mae': 0.01637587882578373, 'rmse': 0.01926478184759617}","{'mae': 0.1312766671180725, 'rmse': 0.17196275293827057}"
train,"{'mae': 0.015839524567127228, 'rmse': 0.019131481647491455}","{'mae': 0.12885677814483643, 'rmse': 0.16953593492507935}"
val,"{'mae': 0.016324836760759354, 'rmse': 0.019205216318368912}","{'mae': 0.1258011758327484, 'rmse': 0.16673293709754944}"
