0.005 0.000567 0.000770 0.039705 0.057853
0.01 0.000348 0.000458 0.033669 0.045078
0.02 0.000306 0.000382 0.030126 0.040529
0.05 0.000264 0.000341 0.028480 0.037822
0.1 0.000242 0.000307 0.026855 0.035667
0.2 0.000229 0.000293 0.026378 0.034922
0.5 0.000200 0.000259 0.025372 0.033632
0.9 0.000196 0.000243 0.024045 0.031974
