0.005 0.000375 0.000491 0.030326 0.042505 0.512677 0.546097
0.01 0.000298 0.000394 0.026872 0.036725 0.520014 0.553353
0.02 0.000192 0.000248 0.020589 0.028022 0.506887 0.539434
0.05 0.000166 0.000216 0.014889 0.020170 0.352418 0.374568
0.1 0.000139 0.000178 0.015014 0.020392 0.478796 0.50909
0.2 0.000105 0.000138 0.012774 0.017361 0.464591 0.4945
0.5 0.000114 0.000149 0.011297 0.015434 0.362917 0.386334
0.9 0.000087 0.000114 0.006440 0.009009 0.105181 0.111893
