0.005 0.000384 0.000525 0.033453 0.046263
0.01 0.000338 0.000433 0.029876 0.040242
0.02 0.000242 0.000318 0.025763 0.034931
0.05 0.000181 0.000232 0.020944 0.028050
0.1 0.000151 0.000196 0.018728 0.025133
0.2 0.000139 0.000183 0.017924 0.024096
0.5 0.000200 0.000237 0.016783 0.022662
0.9 0.000105 0.000136 0.015270 0.020817
