0.005 0.000576 0.000792 0.045948 0.069970
0.01 0.000415 0.000554 0.033678 0.045810
0.02 0.000242 0.000307 0.025942 0.034806
0.05 0.000236 0.000301 0.024563 0.032840
0.1 0.000205 0.000262 0.021504 0.028785
0.2 0.000248 0.000308 0.019369 0.025916
0.5 0.000148 0.000192 0.017865 0.023955
0.9 0.000147 0.000187 0.017387 0.023385
