global_epoch,stage,phase,stage_epoch,lr_weight,sr_weight,n_structures,amp_ref_rel,amp_pred_total_rel,amp_pred_long_rel,amp_pred_short_rel,corr_total_vs_ref,corr_long_vs_ref,mean_f_long_over_total,mean_q0_abs,mean_q1_norm,mean_q2_norm
210,2,lr_focus_strict,135,10.0,0.0,1000,0.742828369140625,0.12483644485473633,0.12483447790145874,9.953975677490234e-06,0.9033636603488058,0.9033631931302306,1.000000004529953,1.176821632862091,4.649292500019073,8.79927069759369
220,2,lr_focus_strict,145,10.0,0.0,1000,0.742828369140625,0.12748336791992188,0.12748360633850098,1.0132789611816406e-05,0.9470257935623403,0.9470254509257238,0.999999946475029,1.1748428317308426,4.802902378082275,8.918085812568664
230,2,lr_focus_strict,155,10.0,0.0,1000,0.742828369140625,0.14917850494384766,0.14918118715286255,1.0073184967041016e-05,0.9597573857183853,0.9597572773609617,0.9999999839067459,1.173543591618538,4.845847084522247,8.94235170173645
240,2,lr_focus_strict,165,10.0,0.0,1000,0.742828369140625,0.1235966682434082,0.12359619140625,1.138448715209961e-05,0.9653464075446346,0.9653463392664101,1.0000000383257865,1.1720243844985963,4.914060286521911,8.900123421669006
250,2,lr_focus_strict,175,10.0,0.0,1000,0.742828369140625,0.13638663291931152,0.13638615608215332,1.049041748046875e-05,0.9853605342612921,0.985360514411903,1.0000000248551368,1.1708642308712005,4.979432301998139,9.010500124931335
260,2,lr_focus_strict,185,10.0,0.0,1000,0.742828369140625,0.10917139053344727,0.10917007923126221,1.1086463928222656e-05,0.9710609892710579,0.9710611258971695,0.9999999912381172,1.1699133273363114,4.99757547044754,9.034493212699891
270,2,lr_focus_strict,195,10.0,0.0,1000,0.742828369140625,0.10606622695922852,0.1060667634010315,1.0073184967041016e-05,0.9576105278855334,0.9576102494067814,0.9999998714327812,1.16899540579319,5.063399714946747,8.987656006813049
280,2,lr_focus_strict,205,10.0,0.0,1000,0.742828369140625,0.10876774787902832,0.10876625776290894,1.0967254638671875e-05,0.9781849049583531,0.9781846885256971,1.000000184237957,1.1668969303369523,5.133558661937713,9.054699493408203
290,2,lr_focus_strict,215,10.0,0.0,1000,0.742828369140625,0.16372346878051758,0.1637229323387146,9.953975677490234e-06,0.9934102157467436,0.9934102259393902,1.000000104188919,1.1653263404369354,5.214273965358734,9.100646857261658
300,2,lr_focus_strict,225,10.0,0.0,1000,0.742828369140625,0.15186405181884766,0.15186399221420288,9.953975677490234e-06,0.9888572056903211,0.9888572161054863,0.9999999675154686,1.1622901333570481,5.183394606113434,9.025568943023682
310,3,joint_return_0p1,10,10.0,0.1,1000,0.742828369140625,0.18231189250946045,0.18231302499771118,3.2007694244384766e-05,0.9916615484418264,0.9916685330020989,1.0005653283596039,1.1141646305322648,5.243499749183655,9.085549068450927
320,3,joint_return_0p1,20,10.0,0.1,1000,0.742828369140625,0.19355297088623047,0.19355058670043945,2.5570392608642578e-05,0.987756917468067,0.9877670144835828,1.0005374666452407,1.1150235936641693,5.203518374919891,9.058819103240968
330,3,joint_return_0p1,30,10.0,0.1,1000,0.742828369140625,0.20330095291137695,0.20330697298049927,2.5272369384765625e-05,0.9901514809532276,0.9901585824504792,1.0005859317779542,1.116321930170059,5.221618833065033,9.109760585784912
340,3,joint_return_0p1,40,10.0,0.1,1000,0.742828369140625,0.21699762344360352,0.21699607372283936,1.990795135498047e-05,0.9917361202704954,0.9917380915621105,1.000454841375351,1.1149969910383224,5.250690082073212,9.121883374214173
350,3,joint_return_0p1,50,10.0,0.1,1000,0.742828369140625,0.23102664947509766,0.23102730512619019,2.3245811462402344e-05,0.9916617302598242,0.9916643139574904,1.0006351671218872,1.1171590366363526,5.246663980007171,9.187857741355897
360,3,joint_return_0p1,60,10.0,0.1,1000,0.742828369140625,0.2653789520263672,0.26538074016571045,2.7000904083251953e-05,0.9837700081786952,0.9837755115022169,1.0006636486053466,1.1190869196653366,5.243797609806061,9.162385534286498
370,3,joint_return_0p1,70,10.0,0.1,1000,0.742828369140625,0.26085734367370605,0.2608564496040344,3.0159950256347656e-05,0.9763202778678659,0.9763296219250509,1.000257278084755,1.117730823993683,5.235377487659455,9.190986349105835
375,3,joint_return_0p1,75,10.0,0.1,1000,0.742828369140625,0.275836706161499,0.27583420276641846,3.224611282348633e-05,0.9740231105796804,0.974034768562687,1.000215257048607,1.1160597206354141,5.200164028167725,9.14060248565674
380,4,joint_return_0p3,5,10.0,0.3,1000,0.742828369140625,0.2522507905960083,0.2522563934326172,4.309415817260742e-05,0.954201572489754,0.9542289362134839,1.0010908156633378,1.0848133981227874,5.236111727237701,9.192865899085998
390,4,joint_return_0p3,15,10.0,0.3,1000,0.742828369140625,0.2516467571258545,0.25164663791656494,4.89354133605957e-05,0.9585104980428713,0.9585383972768448,1.0013612481355667,1.0852619243860244,5.2374249401092525,9.211198137283326
400,4,joint_return_0p3,25,10.0,0.3,1000,0.742828369140625,0.2695481777191162,0.26955127716064453,7.325410842895508e-05,0.9581491816088815,0.9581924391009089,1.0004046396613122,1.0866495045423508,5.237338034629822,9.205805872917175
410,4,joint_return_0p3,35,10.0,0.3,1000,0.742828369140625,0.2668931484222412,0.2668941020965576,9.524822235107422e-05,0.9509206727383421,0.9509843157937806,0.9994379458427429,1.0873348088264465,5.2234790616035465,9.228834492683411
420,4,joint_return_0p3,45,10.0,0.3,1000,0.742828369140625,0.2622714042663574,0.2622687816619873,7.617473602294922e-05,0.9475992287124145,0.9476551768586394,1.0009543970823287,1.0865678408145905,5.2068226594924925,9.221624845504762
430,4,joint_return_0p3,55,10.0,0.3,1000,0.742828369140625,0.2410646677017212,0.241052508354187,9.238719940185547e-05,0.9374153456789045,0.9374972859720971,0.9988630717396736,1.0862420055866242,5.192440909862518,9.219945035934447
440,4,joint_return_0p3,65,10.0,0.3,1000,0.742828369140625,0.24209284782409668,0.24207919836044312,8.83340835571289e-05,0.9343823588722732,0.9344622152503209,1.0006107876300812,1.0866589283943175,5.191444836616516,9.259069976806641
450,4,joint_return_0p3,75,10.0,0.3,1000,0.742828369140625,0.22621691226959229,0.226190984249115,0.00010848045349121094,0.9178099696370517,0.9179374547108241,1.000442478120327,1.0859549174308776,5.179244660377503,9.23481939792633
460,5,joint_return_0p5,10,10.0,0.5,1000,0.742828369140625,0.23340439796447754,0.2333545684814453,0.00021344423294067383,0.9208939242821617,0.9211380615352007,0.999930445253849,1.0752194358110427,5.229338834762573,9.313083688735961
470,5,joint_return_0p5,20,10.0,0.5,1000,0.742828369140625,0.22643733024597168,0.22638380527496338,0.00020396709442138672,0.9111763611357127,0.9114334311432059,1.0039346750974656,1.0748233001232148,5.204446412086487,9.261876105308533
480,5,joint_return_0p5,30,10.0,0.5,1000,0.742828369140625,0.2341383695602417,0.2340853214263916,0.0002478361129760742,0.9184073624963085,0.9186978710693547,1.0034824892282486,1.0745523512363433,5.204033582687378,9.272277372360229
490,5,joint_return_0p5,40,10.0,0.5,1000,0.742828369140625,0.23350965976715088,0.2334412932395935,0.0002955794334411621,0.9181729652012413,0.918520525073586,1.0028440772294998,1.0746467360258103,5.2016750917434695,9.279185019493102
500,5,joint_return_0p5,50,10.0,0.5,1000,0.742828369140625,0.2363271713256836,0.2362591028213501,0.000295102596282959,0.9182777125755106,0.91862349070156,1.003217829823494,1.0748474588394166,5.198830626010895,9.266384030342103
