Training set losses. Units: meV (U), meV/Å (F), meV (σ), % (R2)
    Step |      Loss |   U R2 |     U MAE |    U RMSE |   F R2 |     F MAE |    F RMSE
  484605 |  1.88e-03 |     -- |  7.70e+00 |  1.02e+01 |     -- |  4.09e+01 |  6.04e+01
  488610 |  1.91e-03 |     -- |  8.43e+00 |  1.06e+01 |     -- |  4.11e+01 |  6.09e+01
  492615 |  1.81e-03 |     -- |  7.18e+00 |  9.14e+00 |     -- |  4.04e+01 |  5.95e+01
  496620 |  1.91e-03 |     -- |  8.92e+00 |  1.13e+01 |     -- |  4.10e+01 |  6.07e+01
  500625 |  1.87e-03 |     -- |  8.36e+00 |  1.06e+01 |     -- |  4.07e+01 |  6.02e+01
  504630 |  1.91e-03 |     -- |  9.43e+00 |  1.19e+01 |     -- |  4.09e+01 |  6.07e+01
  508635 |  1.81e-03 |     -- |  8.78e+00 |  1.12e+01 |     -- |  4.05e+01 |  5.92e+01
  512640 |  1.85e-03 |     -- |  8.07e+00 |  1.04e+01 |     -- |  4.06e+01 |  5.99e+01
  516645 |  1.88e-03 |     -- |  8.16e+00 |  1.03e+01 |     -- |  4.07e+01 |  6.05e+01
  520650 |  1.76e-03 |     -- |  8.35e+00 |  1.05e+01 |     -- |  3.97e+01 |  5.84e+01
  524655 |  1.83e-03 |     -- |  8.53e+00 |  1.06e+01 |     -- |  4.07e+01 |  5.96e+01
  528660 |  1.82e-03 |     -- |  8.39e+00 |  1.08e+01 |     -- |  4.03e+01 |  5.94e+01
  532665 |  1.74e-03 |     -- |  8.34e+00 |  1.05e+01 |     -- |  3.95e+01 |  5.81e+01
  536670 |  1.74e-03 |     -- |  8.54e+00 |  1.08e+01 |     -- |  3.98e+01 |  5.80e+01
  540675 |  1.78e-03 |     -- |  8.84e+00 |  1.12e+01 |     -- |  4.01e+01 |  5.86e+01
  544680 |  1.66e-03 |     -- |  7.70e+00 |  9.70e+00 |     -- |  3.88e+01 |  5.69e+01
  548685 |  1.85e-03 |     -- |  7.74e+00 |  9.74e+00 |     -- |  4.04e+01 |  6.01e+01
  552690 |  1.64e-03 |     -- |  7.60e+00 |  9.79e+00 |     -- |  3.85e+01 |  5.65e+01
  556695 |  1.69e-03 |     -- |  7.90e+00 |  1.02e+01 |     -- |  3.89e+01 |  5.72e+01
  560700 |  1.66e-03 |     -- |  8.32e+00 |  1.06e+01 |     -- |  3.89e+01 |  5.66e+01
  564705 |  1.69e-03 |     -- |  8.32e+00 |  1.06e+01 |     -- |  3.89e+01 |  5.72e+01
  568710 |  1.63e-03 |     -- |  7.20e+00 |  9.18e+00 |     -- |  3.86e+01 |  5.64e+01
  572715 |  1.67e-03 |     -- |  7.72e+00 |  1.01e+01 |     -- |  3.88e+01 |  5.68e+01
  576720 |  1.64e-03 |     -- |  7.97e+00 |  1.00e+01 |     -- |  3.87e+01 |  5.63e+01
  580725 |  1.67e-03 |     -- |  7.93e+00 |  1.00e+01 |     -- |  3.91e+01 |  5.69e+01
  584730 |  1.55e-03 |     -- |  7.50e+00 |  9.56e+00 |     -- |  3.78e+01 |  5.49e+01
  588735 |  1.59e-03 |     -- |  8.99e+00 |  1.13e+01 |     -- |  3.81e+01 |  5.52e+01
  592740 |  1.59e-03 |     -- |  8.30e+00 |  1.02e+01 |     -- |  3.80e+01 |  5.54e+01
  596745 |  1.61e-03 |     -- |  7.54e+00 |  9.70e+00 |     -- |  3.84e+01 |  5.58e+01
  600750 |  1.64e-03 |     -- |  7.17e+00 |  9.25e+00 |     -- |  3.86e+01 |  5.64e+01
  604755 |  1.66e-03 |     -- |  7.31e+00 |  9.50e+00 |     -- |  3.87e+01 |  5.69e+01
  608760 |  1.57e-03 |     -- |  7.80e+00 |  9.88e+00 |     -- |  3.80e+01 |  5.51e+01
  612765 |  1.70e-03 |     -- |  8.70e+00 |  1.10e+01 |     -- |  3.89e+01 |  5.73e+01
  616770 |  1.58e-03 |     -- |  7.27e+00 |  9.17e+00 |     -- |  3.80e+01 |  5.54e+01
  620775 |  1.57e-03 |     -- |  7.46e+00 |  9.46e+00 |     -- |  3.81e+01 |  5.51e+01
  624780 |  1.46e-03 |     -- |  7.22e+00 |  9.26e+00 |     -- |  3.65e+01 |  5.32e+01
  628785 |  1.57e-03 |     -- |  8.15e+00 |  1.02e+01 |     -- |  3.80e+01 |  5.52e+01
  632790 |  1.55e-03 |     -- |  8.39e+00 |  1.04e+01 |     -- |  3.78e+01 |  5.47e+01
  636795 |  1.58e-03 |     -- |  7.65e+00 |  9.58e+00 |     -- |  3.79e+01 |  5.53e+01
  640800 |  1.48e-03 |     -- |  8.85e+00 |  1.10e+01 |     -- |  3.69e+01 |  5.33e+01
  644805 |  1.55e-03 |     -- |  7.03e+00 |  9.19e+00 |     -- |  3.73e+01 |  5.49e+01
  648810 |  1.59e-03 |     -- |  7.46e+00 |  9.48e+00 |     -- |  3.83e+01 |  5.55e+01
  652815 |  1.47e-03 |     -- |  7.03e+00 |  9.27e+00 |     -- |  3.70e+01 |  5.34e+01
  656820 |  1.42e-03 |     -- |  7.49e+00 |  9.72e+00 |     -- |  3.65e+01 |  5.24e+01
  660825 |  1.53e-03 |     -- |  7.68e+00 |  9.65e+00 |     -- |  3.77e+01 |  5.45e+01
  664830 |  1.51e-03 |     -- |  7.41e+00 |  9.53e+00 |     -- |  3.71e+01 |  5.41e+01
  668835 |  1.45e-03 |     -- |  7.42e+00 |  9.41e+00 |     -- |  3.68e+01 |  5.31e+01
  672840 |  1.38e-03 |     -- |  7.04e+00 |  9.00e+00 |     -- |  3.59e+01 |  5.17e+01
  676845 |  1.37e-03 |     -- |  6.74e+00 |  8.56e+00 |     -- |  3.60e+01 |  5.16e+01
  680850 |  1.43e-03 |     -- |  9.22e+00 |  1.15e+01 |     -- |  3.61e+01 |  5.22e+01
  684855 |  1.40e-03 |     -- |  7.66e+00 |  9.78e+00 |     -- |  3.61e+01 |  5.21e+01
  688860 |  1.43e-03 |     -- |  6.86e+00 |  8.91e+00 |     -- |  3.65e+01 |  5.28e+01
  692865 |  1.33e-03 |     -- |  8.44e+00 |  1.07e+01 |     -- |  3.51e+01 |  5.04e+01
  696870 |  1.38e-03 |     -- |  8.64e+00 |  1.09e+01 |     -- |  3.58e+01 |  5.14e+01
  700875 |  1.31e-03 |     -- |  7.81e+00 |  9.90e+00 |     -- |  3.52e+01 |  5.02e+01
  704880 |  1.38e-03 |     -- |  6.71e+00 |  8.55e+00 |     -- |  3.59e+01 |  5.17e+01
  708885 |  1.31e-03 |     -- |  7.21e+00 |  9.19e+00 |     -- |  3.52e+01 |  5.04e+01
  712890 |  1.40e-03 |     -- |  7.39e+00 |  9.65e+00 |     -- |  3.61e+01 |  5.20e+01
  716895 |  1.38e-03 |     -- |  7.44e+00 |  9.49e+00 |     -- |  3.61e+01 |  5.18e+01
  720900 |  1.33e-03 |     -- |  6.94e+00 |  9.06e+00 |     -- |  3.54e+01 |  5.08e+01
  724905 |  1.33e-03 |     -- |  8.20e+00 |  1.04e+01 |     -- |  3.53e+01 |  5.04e+01
  728910 |  1.27e-03 |     -- |  8.01e+00 |  1.01e+01 |     -- |  3.46e+01 |  4.93e+01
  732915 |  1.31e-03 |     -- |  7.11e+00 |  9.21e+00 |     -- |  3.51e+01 |  5.03e+01
  736920 |  1.23e-03 |     -- |  7.08e+00 |  9.13e+00 |     -- |  3.41e+01 |  4.87e+01
  740925 |  1.25e-03 |     -- |  7.52e+00 |  9.57e+00 |     -- |  3.44e+01 |  4.91e+01
  744930 |  1.26e-03 |     -- |  7.45e+00 |  9.44e+00 |     -- |  3.44e+01 |  4.93e+01
  748935 |  1.30e-03 |     -- |  7.90e+00 |  9.82e+00 |     -- |  3.49e+01 |  5.00e+01
  752940 |  1.26e-03 |     -- |  7.59e+00 |  9.61e+00 |     -- |  3.45e+01 |  4.92e+01
  756945 |  1.38e-03 |     -- |  7.57e+00 |  9.78e+00 |     -- |  3.57e+01 |  5.16e+01
  760950 |  1.19e-03 |     -- |  7.20e+00 |  9.12e+00 |     -- |  3.38e+01 |  4.80e+01
