Training set losses. Units: meV (U), meV/Å (F), meV (σ), % (R2)
    Step |      Loss |   U R2 |     U MAE |    U RMSE |   F R2 |     F MAE |    F RMSE
146612711 |  1.97e-05 |     -- |  5.57e-01 |  2.15e+00 |     -- |  2.36e+00 |  5.83e+00
147422726 |  1.88e-05 |     -- |  5.46e-01 |  2.15e+00 |     -- |  2.35e+00 |  5.82e+00
148232730 |  1.93e-05 |     -- |  5.25e-01 |  2.13e+00 |     -- |  2.31e+00 |  5.79e+00
149042746 |  1.90e-05 |     -- |  5.25e-01 |  2.13e+00 |     -- |  2.31e+00 |  5.77e+00
149852758 |  1.94e-05 |     -- |  5.25e-01 |  2.14e+00 |     -- |  2.32e+00 |  5.79e+00
150662771 |  1.93e-05 |     -- |  5.17e-01 |  2.14e+00 |     -- |  2.29e+00 |  5.79e+00
151472779 |  1.91e-05 |     -- |  5.11e-01 |  2.12e+00 |     -- |  2.29e+00 |  5.75e+00
152282786 |  1.88e-05 |     -- |  5.28e-01 |  2.14e+00 |     -- |  2.29e+00 |  5.76e+00
153092798 |  1.86e-05 |     -- |  4.98e-01 |  2.12e+00 |     -- |  2.26e+00 |  5.74e+00
153902806 |  1.86e-05 |     -- |  5.03e-01 |  2.13e+00 |     -- |  2.26e+00 |  5.72e+00
154712812 |  1.91e-05 |     -- |  4.96e-01 |  2.12e+00 |     -- |  2.25e+00 |  5.72e+00
155522817 |  1.83e-05 |     -- |  4.90e-01 |  2.12e+00 |     -- |  2.23e+00 |  5.70e+00
156332830 |  1.90e-05 |     -- |  4.83e-01 |  2.11e+00 |     -- |  2.22e+00 |  5.70e+00
157142841 |  1.88e-05 |     -- |  4.83e-01 |  2.12e+00 |     -- |  2.22e+00 |  5.72e+00
157952864 |  1.82e-05 |     -- |  4.75e-01 |  2.10e+00 |     -- |  2.20e+00 |  5.66e+00
158762867 |  1.83e-05 |     -- |  4.78e-01 |  2.11e+00 |     -- |  2.20e+00 |  5.67e+00
159572885 |  1.77e-05 |     -- |  4.61e-01 |  2.10e+00 |     -- |  2.17e+00 |  5.64e+00
160382901 |  1.85e-05 |     -- |  4.69e-01 |  2.10e+00 |     -- |  2.18e+00 |  5.65e+00
161192905 |  1.79e-05 |     -- |  4.37e-01 |  2.09e+00 |     -- |  2.12e+00 |  5.60e+00
162002929 |  1.77e-05 |     -- |  4.45e-01 |  2.09e+00 |     -- |  2.15e+00 |  5.62e+00
