atom_index,Z,x,y,z,scalar_charge,sph_0,sph_1,sph_2,sph_3,sph_4,sph_5,sph_6,sph_7,sph_8,energy_short,energy_long
0.0000000000e+00,6.0000000000e+00,nan,nan,nan,1.0701544285e+00,-7.4129843712e-01,-3.6852769554e-02,1.5162527561e+00,9.4885081053e-01,1.3670094013e+00,-1.1335948706e+00,1.9624859095e+00,8.4345680475e-01,-1.3051263094e+00,-7.3084706068e-01,-1.8058775365e-01
1.0000000000e+00,1.0000000000e+00,nan,nan,nan,-2.6118452549e+00,5.3208605386e-03,-2.0744635258e-03,1.0154159740e-02,3.9220023900e-03,-7.5289360248e-03,1.5542354435e-02,-1.1184683070e-02,-2.5822543539e-03,1.6097536311e-02,7.6157057285e-01,2.5432776660e-02
2.0000000000e+00,1.0000000000e+00,nan,nan,nan,-2.6152684689e+00,3.2202210277e-03,4.1814967990e-03,3.4260626417e-03,3.5987345036e-03,-1.0322560556e-02,4.7797793522e-03,-1.6731541604e-02,-1.6626315191e-03,9.3227485195e-03,7.5501477718e-01,2.3269606754e-02
3.0000000000e+00,6.0000000000e+00,nan,nan,nan,9.9643093348e-01,1.7154123634e-02,-5.4196637124e-02,1.2926438451e-01,5.6378915906e-04,5.4809711874e-02,5.8318905532e-02,3.9309244603e-02,-6.4824022353e-02,3.6815192550e-02,-2.5449001789e-01,6.5062783659e-02
4.0000000000e+00,6.0000000000e+00,nan,nan,nan,9.6709138155e-01,-2.0504018292e-02,4.5174159110e-02,9.6205817536e-03,3.3123414963e-02,1.8184316158e-01,1.4966911077e-01,-1.2031789869e-01,-7.6894372702e-02,7.7445439994e-02,-7.0250220597e-02,-2.6636395603e-02
5.0000000000e+00,6.0000000000e+00,nan,nan,nan,9.7442972660e-01,-5.0679021515e-03,4.6746257693e-02,1.9401164725e-02,5.4375693202e-02,1.5313512087e-01,1.0062371194e-01,-7.3315091431e-02,-9.2038951814e-02,6.9353707135e-02,-1.1538528651e-01,7.1506048553e-03
6.0000000000e+00,6.0000000000e+00,nan,nan,nan,1.0146154165e+00,-2.3324626964e-03,5.1740463823e-03,1.7207944766e-03,2.0531781018e-02,2.4310098961e-02,1.7401906662e-03,1.6332004219e-02,1.5316080302e-02,2.9739098623e-02,-3.6539685726e-01,2.0510282367e-02
7.0000000000e+00,6.0000000000e+00,nan,nan,nan,1.0053739548e+00,1.5619319165e-03,-2.2712504491e-02,6.4035290852e-03,5.6221850216e-02,6.5148077905e-02,1.0274076462e-01,-3.2125111669e-02,6.0912650079e-02,1.2715219054e-04,-3.0606502295e-01,5.7048235089e-02
8.0000000000e+00,6.0000000000e+00,nan,nan,nan,1.0051610470e+00,5.9466171078e-03,9.0950354934e-03,2.6080854237e-02,6.8169079721e-02,1.0534621775e-01,1.2982174754e-01,-3.8767125458e-02,1.5460935421e-02,2.4288291112e-02,-3.0456766486e-01,8.9242927730e-02
9.0000000000e+00,6.0000000000e+00,nan,nan,nan,1.0204370022e+00,1.1175964959e-02,1.6979370266e-02,-8.8451169431e-02,2.7377871796e-02,1.2623441406e-02,-7.4995416217e-03,6.2852343544e-03,7.9679302871e-02,2.3882428184e-02,-4.0351152420e-01,5.0135377795e-02
1.0000000000e+01,1.0000000000e+00,nan,nan,nan,-2.5995843410e+00,2.4099014699e-03,-1.3463653158e-03,-4.4888569973e-03,2.1585670765e-03,-1.9350555958e-03,-1.3897147961e-02,6.0117533430e-03,9.6007650718e-03,1.0373822413e-02,7.7473175526e-01,2.5435853750e-02
1.1000000000e+01,1.0000000000e+00,nan,nan,nan,-2.6050543785e+00,3.3992603421e-03,4.9355532974e-03,-1.8966890639e-03,1.0987629648e-03,-1.2580960058e-02,-9.5864329487e-03,3.4462602343e-03,5.4398402572e-03,1.2604376301e-02,7.6803934574e-01,2.4329010397e-02
1.2000000000e+01,6.0000000000e+00,nan,nan,nan,1.0291916132e+00,-7.9576879740e-01,8.9523857832e-01,-1.2173366547e+00,9.6688747406e-01,1.2725026608e+00,1.4708100557e+00,-3.2858359814e-01,-1.6331422329e+00,-1.7526156902e+00,-4.5848128200e-01,-6.3762806356e-02
