step,epoch_est,q0_mean,q0_std,q0_abs_mean,q1_norm_mean,q1_norm_std,q2_norm_mean,q2_norm_std,sr_energy_sum,sr_energy_mean,lr_energy_sum,lr_energy_mean,e_total_sum,e_long_over_e_total,f_long_over_f_total
4005,2.0025,0.11791633871923078,0.4402472858452958,0.43459038780230763,0.002142463534178305,0.0021207346791906846,0.008249419484522798,0.006728915009202856,-2.6800231272327,-0.20615562517174618,2.8265850097,0.21742961613076922,0.14656188246729984,19.285949130263482,
8010,4.005,0.27326783767153845,0.03726719312727469,0.27326783767153845,0.01448905656418836,0.0185837740201404,0.07843233519021206,0.07898936284960371,-1.9032986154878,-0.14640758580675384,1.70110776275,0.13085444328846155,-0.20219085273780002,8.41337646938948,
12015,6.0075,0.12240833774807693,0.1696584476982226,0.12843254652761538,0.06512534512272396,0.08753623792475106,0.17679133320281779,0.2404415853269532,-1.324592494409,-0.10189173033915384,1.729806274181,0.13306202109084617,0.4052137797720001,4.268873272656973,
16020,8.01,0.30496003881124156,0.5384473961940904,0.35908344847824153,0.16271053456197052,0.25441939329934027,0.2319432947475134,0.36282106023207494,-1.2429192997636,-0.09560917690489232,1.470733165741,0.11313332044161539,0.22781386597740005,6.455854473260649,
20025,10.0125,0.20534191853592307,0.16500997964474431,0.20534191853592307,0.22153513266136068,0.33802620991211796,0.28255903503084845,0.4165899596961171,-1.3961335723326,-0.10739489017943077,1.776277542115,0.13663673400884616,0.38014396978240006,4.672644269832209,
24030,12.015,0.2117209652296923,0.41133135137300203,0.2830775941795384,0.23009620906498632,0.3328571716471621,0.2651999774521705,0.3772151094132533,-1.0513094425969,-0.08086995712283847,1.362299524252,0.10479227109630769,0.3109900816550999,4.380524025080784,
28035,14.0175,0.1538822673823077,0.6487151924795865,0.5160814959253847,0.2559127674787209,0.3889633915747546,0.3156304742723327,0.558013689542976,-0.207377266135,-0.015952097395,1.263190286237,0.0971684835566923,1.055813020102,1.1964147649126033,
32040,16.02,0.26348442299,2.0036180045638026,1.6755355504869232,0.31035036619273765,0.46711873949222577,0.38231950559844974,0.6726957892074839,-1.327410816228,-0.10210852432523078,1.43131473288,0.11010113329846154,0.10390391665199994,13.775368426907612,
36045,18.0225,0.5300156519999999,4.2978594223646285,3.6075942699692307,0.3200842842939372,0.49110596685262076,0.37382912225978604,0.6984582587877306,-1.1293478123776,-0.08687290864443077,1.266545072201,0.09742654401546155,0.13719725982340014,9.231562451256627,
40050,20.025,1.0638498526307691,5.429261727832486,4.405688029061539,0.42799586807524787,0.6620729078759702,0.5100250681638945,1.0071069344092973,-1.141090258962,-0.0877761737663077,1.2761116065059999,0.09816243126969229,0.13502134754399986,9.451184051397124,
44055,22.0275,1.1250410263384614,5.694260594802976,4.617200759738462,0.4214870264472252,0.5911391794252951,0.4966862578839822,0.9528884465084484,-1.16148093715,-0.08934468747307692,1.2528267614620001,0.09637128934323078,0.09134582431200022,13.715205603518918,
48060,24.03,1.0018114676769232,5.393616931530285,4.3980106207076926,0.5898476652805457,0.9499550315246004,0.7139676620247979,1.4145066070683214,-1.16785424522306,-0.08983494194023539,1.379397839308,0.10610752610061538,0.21154359408493995,6.520631576081372,
52065,26.0325,0.991673799653846,5.54843032822783,4.539215418023077,0.5750333223719214,0.8398177299306769,0.6400767696054562,1.2714996728899692,-0.974812787037,-0.07498559900284615,1.282649954782,0.09866538113707693,0.30783716774500003,4.166650714005061,
56070,28.035,0.9683534181923078,5.599943022591591,4.593893638023077,0.7180840519288598,1.1210055363028653,0.7502495527151977,1.4343585173955715,-0.7196453624599,-0.055357335573838456,1.192496314653,0.09173048574253848,0.47285095219310014,2.521928546663929,
60075,30.0375,1.020488317176923,5.674126584183337,4.639643137269231,0.8404637373162216,1.3645931128148856,0.9224519701901853,1.887992143881591,-0.38764288927,-0.02981868379,1.284246002328,0.09878815402523076,0.896603113058,1.4323461335616887,
64080,32.04,1.0943892919076923,6.052564010623121,4.946857415723077,0.8814637536541566,1.4162617990204922,0.8995165181886079,1.7674622485156868,-0.6512445136839999,-0.05009573182184615,1.129032866093,0.08684868200715384,0.4777883524090001,2.36303974427262,
68085,34.0425,1.1348843941384616,5.981675592115883,4.868423241830769,0.8613074244956223,1.4228367520381677,0.8798636695460531,1.781673986200324,-0.9962207339660001,-0.07663236415123077,1.305885013199,0.10045269332300001,0.309664279233,4.217099293575337,
72090,36.045,1.3865503165230768,6.679207752333346,5.3902194684,0.923492463350158,1.5019785977269027,0.8758097141493958,1.6977774950370126,-0.6481948178229999,-0.049861139832538454,1.2351784072793999,0.0950137236368769,0.5869835894564,2.104280987520089,
