step,epoch_est,atom_index,Z,q0,q1_x,q1_y,q1_z,q1_norm,q2_0,q2_1,q2_2,q2_3,q2_4,q2_norm,energy_short,energy_long
4005,2.0025,0.0,6.0,-0.026037145406,-5.1524933951e-05,-2.5550421924e-05,-2.3389060516e-05,6.208615812699674e-05,-6.7690540163e-05,-1.4701002726e-07,-1.6014892026e-05,5.156014231e-05,-6.1549135353e-06,8.680344948079967e-05,-0.36699956656,0.36099439859
4005,2.0025,1.0,1.0,0.26349851489,-9.081089658e-09,2.4208595129e-09,-3.1453044613e-09,9.910584761360283e-09,-1.0931973105e-09,-1.2737986221e-09,1.5053128521e-08,1.5854771718e-08,-8.5484694878e-09,2.3534324684868954e-08,-0.023977130651,0.25059306622
4005,2.0025,2.0,1.0,0.26595878601,-1.5686628663e-09,-4.8732884395e-09,-3.7510878848e-09,6.346676588748336e-09,-4.963209399e-09,-3.3478186889e-09,6.3107949977e-09,1.5145946719e-08,-9.1556264792e-09,1.9720361793245084e-08,-0.074625045061,0.24806138873
4005,2.0025,3.0,6.0,-0.0037188865244,5.3164280871e-06,2.1505118639e-05,2.4148203011e-05,3.27699594742386e-05,2.8233223929e-05,-3.5109412693e-06,1.5424051526e-05,-1.5010728021e-05,1.165661979e-05,3.753054420265298e-05,0.14109385014,0.3816960454
4005,2.0025,4.0,6.0,-0.056787956506,-9.3738026408e-06,4.6363452384e-06,-8.2004794422e-07,1.0489821340190825e-05,8.8442211563e-06,1.4603125237e-05,-1.5148464172e-06,-1.3348795846e-06,1.209344282e-05,2.101902797378475e-05,-0.6511554718,0.35765200853
4005,2.0025,5.0,6.0,-0.046479735523,9.3700091384e-06,-9.8930768218e-06,6.4740988819e-06,1.5085887331819587e-05,5.9269177655e-06,9.9560775197e-06,-8.2788767486e-07,4.4037519729e-06,6.7413348006e-06,1.4134208789743472e-05,-0.61208593845,0.36058247089
4005,2.0025,6.0,6.0,-0.032574165612,7.0068285822e-06,-8.1714306361e-06,2.8567599202e-06,1.113683090751537e-05,2.0563604266e-05,1.9303435693e-05,3.359438594e-08,9.3313146863e-06,1.4800253666e-05,3.319045828092633e-05,-0.66840362549,0.36319112778
4005,2.0025,7.0,6.0,-0.043666977435,-8.3444174379e-06,1.3838437553e-05,8.7441940195e-06,1.837369275178155e-05,1.3718593436e-05,2.0637371563e-05,3.2177663343e-06,3.8850585042e-06,1.1891618669e-05,2.7945647339500008e-05,-0.76990950108,0.35902568698
4005,2.0025,8.0,6.0,-0.047546360642,1.1360293684e-05,-5.7175707298e-06,1.2700686966e-05,1.797371238907862e-05,3.0007122405e-05,2.5843248295e-05,-1.3750565813e-05,2.3326525479e-05,1.7138398107e-05,5.0943404070004734e-05,-0.83577352762,0.35718536377
4005,2.0025,9.0,6.0,-0.020690027624,7.460566394e-06,-9.6206667877e-06,4.8896667977e-06,1.3119684514185764e-05,3.09647221e-05,4.5899178076e-05,-1.3686501916e-05,1.2177646568e-05,1.4086254851e-05,5.999655447725063e-05,-0.40795332193,0.36822012067
