global_epoch,stage,phase,stage_epoch,lr_weight,sr_weight,std_q,mean_abs_q,mean_q_mono,std_q_mono,mean_abs_q_mono,mean_q_dipole,std_q_dipole,mean_abs_q_dipole,mean_q_quadrupole,std_q_quadrupole,mean_abs_q_quadrupole,mean_e_short,mean_e_long,mean_e_total,mean_abs_e_short,mean_abs_e_long,mean_abs_e_total,f_long_over_f_total,e_long_over_e_total
5,1,joint_warmup,5,10.0,1.0,0.04527790577147114,0.015876251220703123,-0.1417081629679753,0.024532357447294866,0.1417081629679753,-3.1942012645184805e-07,0.0001637890246346813,0.00011104984877583308,-8.692448733087915e-06,0.00025391203482498574,0.00016898957330446977,41.07197912597656,-40.889330169677734,0.1826490936279297,41.07197912597656,40.889330169677734,0.4283788604736328,0.00021899497520151223,95.45132578313705
10,1,joint_warmup,10,10.0,1.0,0.047449390746726536,0.016639750765939043,-0.14864003900381234,0.024986105499690207,0.14864003900381234,-3.5797953844452517e-07,0.00014890901286673225,0.00010475514322901384,-3.783084824681282e-06,0.0002461021911811039,0.00016069044700035682,40.65346405029297,-40.88854431152344,-0.23508061981201173,40.65346405029297,40.88854431152344,0.4432775802612305,0.0002257333893027798,92.24139936747348
15,1,joint_warmup,15,10.0,1.0,0.04798662801643912,0.01688241533947806,-0.15082790990976186,0.022413592587201988,0.15082790990976186,-4.236574183242061e-07,0.00014776793937563594,0.00010519630041642066,2.169364936148318e-06,0.0002479582218700363,0.00015964743884710165,40.552693359375,-40.88827069091797,-0.3355776443481445,40.552693359375,40.88827069091797,0.5061552200317383,0.00019065129933541582,80.78207844691217
20,1,joint_warmup,20,10.0,1.0,0.047936989047765347,0.01688115090590257,-0.1508442514859713,0.021321316597873938,0.1508442514859713,-4.5396466232024325e-07,0.00014527118377962917,0.00010429317561479716,5.476961198907632e-06,0.00024217121708690372,0.00015464551746845244,40.83428369140625,-40.88826135253906,-0.05397796630859375,40.83428369140625,40.88826135253906,0.4417828826904297,0.0001722604913477331,92.5528420284918
25,1,joint_warmup,25,10.0,1.0,0.04839545803889611,0.017049155390160716,-0.15234723633986252,0.02114425978855226,0.15234723633986252,-5.062316202570517e-07,0.00015195511516555497,0.00010799032401962159,5.128830472508875e-06,0.00024119070740417028,0.00015423817244859843,40.68774371337891,-40.888084777832034,-0.2003412551879883,40.68774371337891,40.888084777832034,0.46346126556396483,0.00017540049150171946,88.2233054105982
30,1,joint_warmup,30,10.0,1.0,0.048181397440137656,0.016983729272826105,-0.15175960482083833,0.020489350489755562,0.15175960482083833,-5.207861727402092e-07,0.00015449613111733046,0.00010921909860693491,5.475833872333169e-06,0.00023992583736866425,0.00015325992749287533,40.907832397460936,-40.88814520263672,0.019686935424804687,40.907832397460936,40.88814520263672,0.40889578247070313,0.00018520643378573044,99.99649533085194
35,1,joint_warmup,35,10.0,1.0,0.047941231788854684,0.016892090495835003,-0.1509491037955651,0.020739065891443663,0.1509491037955651,-5.212929487849276e-07,0.00015413276206422172,0.0001086472617701078,5.687032586250168e-06,0.00023618234196155029,0.00015075314870247473,40.744446838378906,-40.888239929199216,-0.14379334259033202,40.744446838378906,40.888239929199216,0.4297744064331055,0.0001927392875035613,95.13884334935028
40,1,joint_warmup,40,10.0,1.0,0.04774563855790938,0.016835659907414362,-0.1504440158697275,0.019919470642138032,0.1504440158697275,-5.293516016816004e-07,0.00015396602245198456,0.00010820290580009803,6.901850730467301e-06,0.00023567013635667194,0.00015046309232711791,41.01062692260742,-40.88829302978515,0.1223342056274414,41.01062692260742,40.88829302978515,0.4116161575317383,0.00018985462429882947,99.33597668996364
45,1,joint_warmup,45,10.0,1.0,0.047245609282753356,0.016660688628498305,-0.14886488665067232,0.019733717644198796,0.14886488665067232,-5.256242263548745e-07,0.00015631494219400482,0.00010920050510993371,7.0312889042095495e-06,0.00023524614085947333,0.00015074184628633352,40.57379067993164,-40.88847222900391,-0.31468140411376955,40.57379067993164,40.88847222900391,0.5033361434936523,0.00019173750079354502,81.23492174672243
50,1,joint_warmup,50,10.0,1.0,0.046266681267285864,0.016337773657252645,-0.14597546533437875,0.017962648478831722,0.14597546533437875,-5.106598814913573e-07,0.00015218897225783673,0.00010665025351903377,8.126836203826735e-06,0.0002322378397619996,0.00014890949542705829,40.80105847167969,-40.888790893554685,-0.08773218536376953,40.80105847167969,40.888790893554685,0.42936795806884764,0.00019728249675675494,95.23018689484583
55,1,joint_warmup,55,10.0,1.0,0.04591957294927988,0.01622511245857956,-0.1449519076714149,0.017306188931740726,0.1449519076714149,-5.165838437954872e-07,0.00015534020417170457,0.00010802184780820821,7.284641366165418e-06,0.00023281639494863296,0.00015000786024790545,40.911178985595704,-40.8889013671875,0.022277450561523436,40.911178985595704,40.8889013671875,0.4152570953369141,0.00018670317553464076,98.4664725211083
