global_epoch,stage,phase,stage_epoch,lr_weight,sr_weight,n_structures,amp_ref_rel,amp_pred_total_rel,amp_pred_long_rel,amp_pred_short_rel,corr_total_vs_ref,corr_long_vs_ref,mean_f_long_over_total,mean_q0_abs,mean_q1_norm,mean_q2_norm
10,1,joint_warmup,10,10.0,1.0,1000,0.742828369140625,0.013759613037109375,4.76837158203125e-06,0.013759613037109375,-0.2389311294872784,-0.1349520143605288,0.008861128572374583,0.15086945688724518,0.00017848323239013551,0.0003693142981210258
20,1,joint_warmup,20,10.0,1.0,1000,0.742828369140625,0.003681182861328125,0.0,0.003681182861328125,0.23695733634829996,nan,0.003661894389428198,0.15335221157968043,0.00016873534332262352,0.0003975466957199387
30,1,joint_warmup,30,10.0,1.0,1000,0.742828369140625,0.008014678955078125,4.76837158203125e-06,0.008009910583496094,0.2381199619977482,0.21438812438989227,0.007850114393979311,0.15450047621130944,0.0001732746326306369,0.0004307463069271762
40,1,joint_warmup,40,10.0,1.0,1000,0.742828369140625,0.008441925048828125,4.76837158203125e-06,0.008437156677246094,0.23804600631282521,0.20267229490148697,0.00231532101938501,0.15342413955926895,0.0001701376178098144,0.00043402549589518455
50,1,joint_warmup,50,10.0,1.0,1000,0.742828369140625,0.014476776123046875,4.76837158203125e-06,0.014472007751464844,0.23864295530889515,0.21230030646312453,0.0025557095748372375,0.14939888706803323,0.00016513684038363863,0.0004223071223532315
60,1,joint_warmup,60,10.0,1.0,1000,0.742828369140625,0.007434844970703125,9.5367431640625e-06,0.0074253082275390625,0.2377534663804707,0.22991837865721967,0.004498161115217954,0.1473193233460188,0.000166458868450718,0.0004207250408944674
70,1,joint_warmup,70,10.0,1.0,1000,0.742828369140625,0.0111846923828125,4.76837158203125e-06,0.0111846923828125,0.23857180333853698,0.10064102506782123,0.003923777909716591,0.1439236576706171,0.0001640041696082335,0.0004155813880788628
75,1,joint_warmup,75,10.0,1.0,1000,0.742828369140625,0.008533477783203125,4.76837158203125e-06,0.008533477783203125,0.2384467570782058,0.03550007672593846,0.004035588573664426,0.14350531312823295,0.00016409121494507416,0.00041126862904638985
80,2,lr_focus_strict,5,10.0,0.0,1000,0.742828369140625,1.9073486328125e-05,1.9073486328125e-05,1.1444091796875e-05,0.22706512627325895,0.23531096303676644,1.0000000185370446,0.5125152349472046,0.000168023546168115,0.0004218337718921248
90,2,lr_focus_strict,15,10.0,0.0,1000,0.742828369140625,0.0,0.0,0.0,nan,nan,1.00000001680851,0.8982363569736481,0.00018953187875740695,0.00047898025522590616
100,2,lr_focus_strict,25,10.0,0.0,1000,0.742828369140625,0.08989286422729492,0.08989274501800537,1.0073184967041016e-05,0.9540663113950616,0.9540656843882636,0.9999998642206192,1.2669752254486084,2.357487027645111,12.917224887847901
110,2,lr_focus_strict,35,10.0,0.0,1000,0.742828369140625,0.060944557189941406,0.06094604730606079,9.655952453613281e-06,0.972829032814365,0.972828626493959,1.0000002902746201,1.288379882335663,2.836352425336838,13.370718953132629
120,2,lr_focus_strict,45,10.0,0.0,1000,0.742828369140625,0.04849720001220703,0.0484997034072876,1.1622905731201172e-05,-0.9246786786564375,-0.9246803175122184,1.000000063419342,1.2908335782289504,3.0409876596927643,13.742696000099182
130,2,lr_focus_strict,55,10.0,0.0,1000,0.742828369140625,0.012765884399414062,0.01276850700378418,9.715557098388672e-06,-0.7001744444413759,-0.7001707952853021,0.9999997113347053,1.294682313799858,3.2236149840354917,13.823888065338135
140,2,lr_focus_strict,65,10.0,0.0,1000,0.742828369140625,0.023238420486450195,0.023238062858581543,1.0371208190917969e-05,-0.8413214811522469,-0.8413186698948745,0.9999998861551285,1.2901878762245178,3.3205014955997467,13.51155599975586
150,2,lr_focus_strict,75,10.0,0.0,1000,0.742828369140625,0.012731075286865234,0.01273125410079956,1.1086463928222656e-05,-0.9417772789280443,-0.9417778794708312,1.00000008136034,1.2871861412525176,3.4493262283802033,13.316386869430541
160,2,lr_focus_strict,85,10.0,0.0,1000,0.742828369140625,0.009212017059326172,0.009211897850036621,1.0132789611816406e-05,-0.29573464864310767,-0.29574409231041854,1.0000000208616258,1.2863652800321579,3.550302678346634,13.214729142189025
170,2,lr_focus_strict,95,10.0,0.0,1000,0.742828369140625,0.016029834747314453,0.01603037118911743,1.1026859283447266e-05,-0.8537941485862889,-0.853796254413047,1.0000000175833703,1.2850462175607682,3.5822170124053954,12.998423692703247
180,2,lr_focus_strict,105,10.0,0.0,1000,0.742828369140625,0.009525775909423828,0.009525716304779053,9.59634780883789e-06,0.6150893875262883,0.6150817598782554,0.9999999220967293,1.285038487315178,3.7093308238983154,13.08309042072296
190,2,lr_focus_strict,115,10.0,0.0,1000,0.742828369140625,0.01774144172668457,0.017743408679962158,1.0848045349121094e-05,0.5520913296142876,0.5520992277390736,0.9999999395012855,1.2838294979333877,3.7369467940330505,13.006474320411682
200,2,lr_focus_strict,125,10.0,0.0,1000,0.742828369140625,0.012326598167419434,0.012323558330535889,9.298324584960938e-06,0.5334582037197377,0.533451444329169,1.0000006116628646,1.2833810688257217,3.7288713223934176,12.556992708206177
210,2,lr_focus_strict,135,10.0,0.0,1000,0.742828369140625,0.027626514434814453,0.027627646923065186,1.1324882507324219e-05,0.7606592012658209,0.7606546894561662,0.9999998328685761,1.282529926776886,3.8436984949111936,12.841705331802368
220,2,lr_focus_strict,145,10.0,0.0,1000,0.742828369140625,0.011261940002441406,0.011257529258728027,9.834766387939453e-06,0.9727390831459277,0.9727372360527083,0.9999999293684959,1.2835370367765426,3.7554494988918306,12.415135300636292
230,2,lr_focus_strict,155,10.0,0.0,1000,0.742828369140625,0.02248406410217285,0.022486448287963867,9.059906005859375e-06,0.8638530204038241,0.8638547628585534,1.0000001710057258,1.2818901468515396,3.85097785449028,12.624001706123352
