Training set losses. Units: meV (U), meV/Å (F), meV (σ), % (R2)
    Step |      Loss |   U R2 |     U MAE |    U RMSE |   F R2 |     F MAE |    F RMSE
    4005 |  1.24e-01 |     -- |  1.01e+02 |  1.43e+02 |     -- |  2.68e+02 |  4.76e+02
    8010 |  2.34e-02 |     -- |  4.64e+01 |  5.80e+01 |     -- |  1.60e+02 |  2.09e+02
   12015 |  1.94e-02 |     -- |  3.87e+01 |  4.76e+01 |     -- |  1.46e+02 |  1.91e+02
   16020 |  1.63e-02 |     -- |  3.38e+01 |  4.27e+01 |     -- |  1.33e+02 |  1.75e+02
   20025 |  1.49e-02 |     -- |  3.19e+01 |  3.96e+01 |     -- |  1.25e+02 |  1.68e+02
   24030 |  1.33e-02 |     -- |  2.44e+01 |  3.10e+01 |     -- |  1.18e+02 |  1.60e+02
   28035 |  1.26e-02 |     -- |  2.60e+01 |  3.23e+01 |     -- |  1.14e+02 |  1.55e+02
   32040 |  1.16e-02 |     -- |  2.53e+01 |  3.13e+01 |     -- |  1.09e+02 |  1.49e+02
   36045 |  1.12e-02 |     -- |  2.48e+01 |  3.04e+01 |     -- |  1.06e+02 |  1.47e+02
   40050 |  1.01e-02 |     -- |  2.06e+01 |  2.60e+01 |     -- |  1.01e+02 |  1.40e+02
   44055 |  9.45e-03 |     -- |  2.20e+01 |  2.71e+01 |     -- |  9.61e+01 |  1.35e+02
   48060 |  8.89e-03 |     -- |  2.27e+01 |  2.83e+01 |     -- |  9.32e+01 |  1.30e+02
   52065 |  8.39e-03 |     -- |  2.00e+01 |  2.48e+01 |     -- |  9.07e+01 |  1.27e+02
   56070 |  7.76e-03 |     -- |  1.88e+01 |  2.33e+01 |     -- |  8.68e+01 |  1.22e+02
   60075 |  7.36e-03 |     -- |  1.94e+01 |  2.40e+01 |     -- |  8.42e+01 |  1.19e+02
   64080 |  7.22e-03 |     -- |  2.06e+01 |  2.55e+01 |     -- |  8.29e+01 |  1.17e+02
   68085 |  6.66e-03 |     -- |  1.99e+01 |  2.52e+01 |     -- |  7.92e+01 |  1.13e+02
   72090 |  6.19e-03 |     -- |  1.67e+01 |  2.05e+01 |     -- |  7.63e+01 |  1.09e+02
   76095 |  6.24e-03 |     -- |  1.91e+01 |  2.35e+01 |     -- |  7.65e+01 |  1.09e+02
   80100 |  5.81e-03 |     -- |  1.49e+01 |  1.86e+01 |     -- |  7.39e+01 |  1.06e+02
   84105 |  5.60e-03 |     -- |  1.73e+01 |  2.17e+01 |     -- |  7.21e+01 |  1.04e+02
   88110 |  5.39e-03 |     -- |  1.55e+01 |  1.93e+01 |     -- |  7.08e+01 |  1.02e+02
   92115 |  5.15e-03 |     -- |  1.50e+01 |  1.85e+01 |     -- |  6.88e+01 |  9.98e+01
   96120 |  5.11e-03 |     -- |  1.71e+01 |  2.11e+01 |     -- |  6.82e+01 |  9.89e+01
  100125 |  4.97e-03 |     -- |  1.48e+01 |  1.91e+01 |     -- |  6.73e+01 |  9.78e+01
  104130 |  4.66e-03 |     -- |  1.36e+01 |  1.68e+01 |     -- |  6.51e+01 |  9.51e+01
  108135 |  4.54e-03 |     -- |  1.38e+01 |  1.71e+01 |     -- |  6.42e+01 |  9.38e+01
  112140 |  4.49e-03 |     -- |  1.37e+01 |  1.65e+01 |     -- |  6.38e+01 |  9.33e+01
  116145 |  4.44e-03 |     -- |  1.49e+01 |  1.84e+01 |     -- |  6.31e+01 |  9.24e+01
  120150 |  4.39e-03 |     -- |  1.35e+01 |  1.69e+01 |     -- |  6.29e+01 |  9.21e+01
  124155 |  4.12e-03 |     -- |  1.50e+01 |  1.80e+01 |     -- |  6.06e+01 |  8.90e+01
  128160 |  3.98e-03 |     -- |  1.34e+01 |  1.67e+01 |     -- |  5.96e+01 |  8.76e+01
  132165 |  3.96e-03 |     -- |  1.27e+01 |  1.61e+01 |     -- |  5.90e+01 |  8.76e+01
  136170 |  3.99e-03 |     -- |  1.30e+01 |  1.60e+01 |     -- |  5.96e+01 |  8.79e+01
  140175 |  3.87e-03 |     -- |  1.13e+01 |  1.45e+01 |     -- |  5.85e+01 |  8.68e+01
  144180 |  3.82e-03 |     -- |  1.43e+01 |  1.75e+01 |     -- |  5.79e+01 |  8.56e+01
  148185 |  3.69e-03 |     -- |  1.28e+01 |  1.57e+01 |     -- |  5.71e+01 |  8.45e+01
  152190 |  5.58e-03 |     -- |  1.36e+01 |  1.68e+01 |     -- |  6.87e+01 |  1.04e+02
  156195 |  3.72e-03 |     -- |  1.24e+01 |  1.58e+01 |     -- |  5.73e+01 |  8.48e+01
  160200 |  3.53e-03 |     -- |  1.21e+01 |  1.50e+01 |     -- |  5.60e+01 |  8.27e+01
  164205 |  3.60e-03 |     -- |  1.11e+01 |  1.35e+01 |     -- |  5.65e+01 |  8.37e+01
  168210 |  3.46e-03 |     -- |  1.16e+01 |  1.47e+01 |     -- |  5.53e+01 |  8.19e+01
  172215 |  3.42e-03 |     -- |  1.18e+01 |  1.46e+01 |     -- |  5.51e+01 |  8.14e+01
  176220 |  3.42e-03 |     -- |  1.31e+01 |  1.61e+01 |     -- |  5.45e+01 |  8.12e+01
  180225 |  3.34e-03 |     -- |  1.23e+01 |  1.52e+01 |     -- |  5.39e+01 |  8.03e+01
  184230 |  3.29e-03 |     -- |  1.24e+01 |  1.57e+01 |     -- |  5.34e+01 |  7.96e+01
  188235 |  3.22e-03 |     -- |  1.03e+01 |  1.32e+01 |     -- |  5.30e+01 |  7.91e+01
  192240 |  3.15e-03 |     -- |  1.16e+01 |  1.45e+01 |     -- |  5.24e+01 |  7.80e+01
  196245 |  3.14e-03 |     -- |  1.09e+01 |  1.35e+01 |     -- |  5.24e+01 |  7.81e+01
  200250 |  3.21e-03 |     -- |  1.11e+01 |  1.42e+01 |     -- |  5.29e+01 |  7.89e+01
  204255 |  3.06e-03 |     -- |  1.12e+01 |  1.40e+01 |     -- |  5.17e+01 |  7.70e+01
  208260 |  3.08e-03 |     -- |  9.88e+00 |  1.22e+01 |     -- |  5.20e+01 |  7.75e+01
  212265 |  3.01e-03 |     -- |  1.16e+01 |  1.43e+01 |     -- |  5.12e+01 |  7.62e+01
  216270 |  3.16e-03 |     -- |  1.20e+01 |  1.56e+01 |     -- |  5.22e+01 |  7.80e+01
  220275 |  2.97e-03 |     -- |  1.13e+01 |  1.41e+01 |     -- |  5.07e+01 |  7.58e+01
  224280 |  2.99e-03 |     -- |  1.01e+01 |  1.29e+01 |     -- |  5.12e+01 |  7.63e+01
  228285 |  2.93e-03 |     -- |  1.18e+01 |  1.44e+01 |     -- |  5.04e+01 |  7.52e+01
  232290 |  2.86e-03 |     -- |  1.09e+01 |  1.36e+01 |     -- |  4.97e+01 |  7.44e+01
  236295 |  2.83e-03 |     -- |  9.30e+00 |  1.16e+01 |     -- |  4.98e+01 |  7.43e+01
  240300 |  2.93e-03 |     -- |  1.03e+01 |  1.29e+01 |     -- |  5.07e+01 |  7.55e+01
  244305 |  2.78e-03 |     -- |  9.79e+00 |  1.24e+01 |     -- |  4.91e+01 |  7.35e+01
  248310 |  3.00e-03 |     -- |  1.09e+01 |  1.38e+01 |     -- |  5.09e+01 |  7.62e+01
  252315 |  2.89e-03 |     -- |  1.22e+01 |  1.52e+01 |     -- |  5.01e+01 |  7.45e+01
  256320 |  2.74e-03 |     -- |  1.08e+01 |  1.37e+01 |     -- |  4.87e+01 |  7.27e+01
  260325 |  2.71e-03 |     -- |  1.01e+01 |  1.29e+01 |     -- |  4.86e+01 |  7.25e+01
  264330 |  2.91e-03 |     -- |  1.12e+01 |  1.39e+01 |     -- |  5.03e+01 |  7.50e+01
  268335 |  2.80e-03 |     -- |  1.09e+01 |  1.33e+01 |     -- |  4.94e+01 |  7.36e+01
  272340 |  2.70e-03 |     -- |  1.08e+01 |  1.34e+01 |     -- |  4.85e+01 |  7.23e+01
  276345 |  2.68e-03 |     -- |  9.95e+00 |  1.25e+01 |     -- |  4.83e+01 |  7.22e+01
  280350 |  2.62e-03 |     -- |  9.99e+00 |  1.25e+01 |     -- |  4.79e+01 |  7.13e+01
  284355 |  2.69e-03 |     -- |  1.03e+01 |  1.34e+01 |     -- |  4.82e+01 |  7.21e+01
  288360 |  2.75e-03 |     -- |  9.93e+00 |  1.23e+01 |     -- |  4.89e+01 |  7.31e+01
  292365 |  2.72e-03 |     -- |  1.06e+01 |  1.34e+01 |     -- |  4.86e+01 |  7.26e+01
  296370 |  2.60e-03 |     -- |  1.03e+01 |  1.28e+01 |     -- |  4.79e+01 |  7.10e+01
  300375 |  2.49e-03 |     -- |  1.05e+01 |  1.30e+01 |     -- |  4.64e+01 |  6.93e+01
  304380 |  2.51e-03 |     -- |  1.07e+01 |  1.32e+01 |     -- |  4.66e+01 |  6.96e+01
  308385 |  2.56e-03 |     -- |  1.13e+01 |  1.39e+01 |     -- |  4.69e+01 |  7.02e+01
  312390 |  2.51e-03 |     -- |  9.67e+00 |  1.24e+01 |     -- |  4.66e+01 |  6.97e+01
  316395 |  2.65e-03 |     -- |  9.36e+00 |  1.19e+01 |     -- |  4.79e+01 |  7.18e+01
  320400 |  2.72e-03 |     -- |  9.82e+00 |  1.23e+01 |     -- |  4.87e+01 |  7.28e+01
  324405 |  2.45e-03 |     -- |  1.08e+01 |  1.35e+01 |     -- |  4.61e+01 |  6.87e+01
  328410 |  2.64e-03 |     -- |  9.65e+00 |  1.20e+01 |     -- |  4.79e+01 |  7.17e+01
  332415 |  2.45e-03 |     -- |  1.10e+01 |  1.37e+01 |     -- |  4.60e+01 |  6.86e+01
  336420 |  2.33e-03 |     -- |  1.05e+01 |  1.35e+01 |     -- |  4.50e+01 |  6.70e+01
  340425 |  2.40e-03 |     -- |  1.07e+01 |  1.32e+01 |     -- |  4.55e+01 |  6.81e+01
  344430 |  2.44e-03 |     -- |  9.92e+00 |  1.24e+01 |     -- |  4.60e+01 |  6.87e+01
  348435 |  2.39e-03 |     -- |  1.03e+01 |  1.32e+01 |     -- |  4.55e+01 |  6.78e+01
  352440 |  2.33e-03 |     -- |  9.96e+00 |  1.23e+01 |     -- |  4.52e+01 |  6.72e+01
  356445 |  2.36e-03 |     -- |  1.05e+01 |  1.31e+01 |     -- |  4.52e+01 |  6.74e+01
  360450 |  2.34e-03 |     -- |  9.12e+00 |  1.15e+01 |     -- |  4.52e+01 |  6.74e+01
  364455 |  2.39e-03 |     -- |  9.53e+00 |  1.19e+01 |     -- |  4.59e+01 |  6.81e+01
  368460 |  2.35e-03 |     -- |  9.52e+00 |  1.18e+01 |     -- |  4.51e+01 |  6.76e+01
  372465 |  2.25e-03 |     -- |  8.73e+00 |  1.10e+01 |     -- |  4.46e+01 |  6.62e+01
  376470 |  2.31e-03 |     -- |  8.57e+00 |  1.07e+01 |     -- |  4.52e+01 |  6.72e+01
  380475 |  2.48e-03 |     -- |  9.86e+00 |  1.22e+01 |     -- |  4.66e+01 |  6.93e+01
  384480 |  2.26e-03 |     -- |  1.02e+01 |  1.24e+01 |     -- |  4.47e+01 |  6.61e+01
  388485 |  2.25e-03 |     -- |  8.42e+00 |  1.10e+01 |     -- |  4.45e+01 |  6.61e+01
  392490 |  2.29e-03 |     -- |  1.00e+01 |  1.28e+01 |     -- |  4.50e+01 |  6.64e+01
  396495 |  2.21e-03 |     -- |  8.27e+00 |  1.06e+01 |     -- |  4.41e+01 |  6.56e+01
  400500 |  2.26e-03 |     -- |  8.99e+00 |  1.14e+01 |     -- |  4.41e+01 |  6.63e+01
  404505 |  2.30e-03 |     -- |  8.20e+00 |  1.04e+01 |     -- |  4.54e+01 |  6.71e+01
  408510 |  2.24e-03 |     -- |  8.33e+00 |  1.05e+01 |     -- |  4.42e+01 |  6.61e+01
  412515 |  2.26e-03 |     -- |  9.99e+00 |  1.25e+01 |     -- |  4.47e+01 |  6.60e+01
  416520 |  2.19e-03 |     -- |  1.04e+01 |  1.29e+01 |     -- |  4.38e+01 |  6.49e+01
  420525 |  2.14e-03 |     -- |  1.01e+01 |  1.27e+01 |     -- |  4.35e+01 |  6.43e+01
  424530 |  2.13e-03 |     -- |  8.64e+00 |  1.09e+01 |     -- |  4.36e+01 |  6.44e+01
  428535 |  2.17e-03 |     -- |  8.60e+00 |  1.09e+01 |     -- |  4.38e+01 |  6.50e+01
  432540 |  2.13e-03 |     -- |  1.01e+01 |  1.26e+01 |     -- |  4.33e+01 |  6.41e+01
  436545 |  2.17e-03 |     -- |  9.12e+00 |  1.15e+01 |     -- |  4.36e+01 |  6.48e+01
  440550 |  2.13e-03 |     -- |  9.94e+00 |  1.24e+01 |     -- |  4.32e+01 |  6.40e+01
  444555 |  2.30e-03 |     -- |  1.01e+01 |  1.25e+01 |     -- |  4.45e+01 |  6.67e+01
  448560 |  2.12e-03 |     -- |  1.10e+01 |  1.37e+01 |     -- |  4.33e+01 |  6.37e+01
  452565 |  2.17e-03 |     -- |  8.95e+00 |  1.13e+01 |     -- |  4.37e+01 |  6.49e+01
  456570 |  2.04e-03 |     -- |  9.20e+00 |  1.15e+01 |     -- |  4.24e+01 |  6.28e+01
  460575 |  2.05e-03 |     -- |  1.04e+01 |  1.28e+01 |     -- |  4.24e+01 |  6.27e+01
  464580 |  2.03e-03 |     -- |  9.82e+00 |  1.21e+01 |     -- |  4.25e+01 |  6.26e+01
  468585 |  2.07e-03 |     -- |  8.79e+00 |  1.13e+01 |     -- |  4.28e+01 |  6.33e+01
  472590 |  2.03e-03 |     -- |  9.11e+00 |  1.14e+01 |     -- |  4.26e+01 |  6.26e+01
  476595 |  2.00e-03 |     -- |  9.80e+00 |  1.24e+01 |     -- |  4.20e+01 |  6.20e+01
  480600 |  2.01e-03 |     -- |  7.78e+00 |  9.84e+00 |     -- |  4.24e+01 |  6.26e+01
  484605 |  2.25e-03 |     -- |  8.76e+00 |  1.10e+01 |     -- |  4.44e+01 |  6.62e+01
  488610 |  2.03e-03 |     -- |  1.03e+01 |  1.27e+01 |     -- |  4.25e+01 |  6.24e+01
  492615 |  1.93e-03 |     -- |  8.19e+00 |  1.05e+01 |     -- |  4.15e+01 |  6.12e+01
  496620 |  1.98e-03 |     -- |  8.98e+00 |  1.15e+01 |     -- |  4.20e+01 |  6.18e+01
  500625 |  1.88e-03 |     -- |  8.76e+00 |  1.10e+01 |     -- |  4.10e+01 |  6.03e+01
  504630 |  2.28e-03 |     -- |  8.23e+00 |  1.04e+01 |     -- |  4.46e+01 |  6.67e+01
  508635 |  1.91e-03 |     -- |  8.49e+00 |  1.07e+01 |     -- |  4.15e+01 |  6.08e+01
  512640 |  1.92e-03 |     -- |  9.67e+00 |  1.22e+01 |     -- |  4.14e+01 |  6.07e+01
  516645 |  1.89e-03 |     -- |  8.81e+00 |  1.13e+01 |     -- |  4.10e+01 |  6.05e+01
  520650 |  1.85e-03 |     -- |  8.62e+00 |  1.11e+01 |     -- |  4.08e+01 |  5.97e+01
  524655 |  1.87e-03 |     -- |  9.35e+00 |  1.17e+01 |     -- |  4.12e+01 |  6.00e+01
  528660 |  1.95e-03 |     -- |  8.57e+00 |  1.10e+01 |     -- |  4.16e+01 |  6.14e+01
  532665 |  1.83e-03 |     -- |  8.56e+00 |  1.10e+01 |     -- |  4.07e+01 |  5.95e+01
  536670 |  1.97e-03 |     -- |  8.05e+00 |  1.01e+01 |     -- |  4.19e+01 |  6.19e+01
  540675 |  1.84e-03 |     -- |  7.30e+00 |  9.32e+00 |     -- |  4.10e+01 |  5.99e+01
  544680 |  1.77e-03 |     -- |  8.35e+00 |  1.04e+01 |     -- |  4.00e+01 |  5.86e+01
  548685 |  1.81e-03 |     -- |  9.27e+00 |  1.18e+01 |     -- |  4.03e+01 |  5.90e+01
  552690 |  1.78e-03 |     -- |  7.91e+00 |  1.02e+01 |     -- |  4.02e+01 |  5.87e+01
  556695 |  1.88e-03 |     -- |  8.69e+00 |  1.10e+01 |     -- |  4.12e+01 |  6.04e+01
  560700 |  1.84e-03 |     -- |  8.51e+00 |  1.11e+01 |     -- |  4.07e+01 |  5.96e+01
  564705 |  1.78e-03 |     -- |  8.09e+00 |  1.02e+01 |     -- |  4.00e+01 |  5.87e+01
  568710 |  1.72e-03 |     -- |  9.07e+00 |  1.14e+01 |     -- |  3.97e+01 |  5.75e+01
  572715 |  2.01e-03 |     -- |  8.45e+00 |  1.09e+01 |     -- |  4.22e+01 |  6.24e+01
  576720 |  1.69e-03 |     -- |  7.63e+00 |  9.68e+00 |     -- |  3.96e+01 |  5.74e+01
  580725 |  2.03e-03 |     -- |  9.23e+00 |  1.13e+01 |     -- |  4.21e+01 |  6.28e+01
  584730 |  1.80e-03 |     -- |  8.54e+00 |  1.09e+01 |     -- |  4.06e+01 |  5.90e+01
  588735 |  1.68e-03 |     -- |  8.61e+00 |  1.10e+01 |     -- |  3.91e+01 |  5.69e+01
  592740 |  1.83e-03 |     -- |  8.00e+00 |  1.02e+01 |     -- |  4.07e+01 |  5.96e+01
  596745 |  1.75e-03 |     -- |  8.80e+00 |  1.09e+01 |     -- |  3.99e+01 |  5.81e+01
  600750 |  1.71e-03 |     -- |  8.66e+00 |  1.07e+01 |     -- |  3.94e+01 |  5.75e+01
  604755 |  1.71e-03 |     -- |  8.20e+00 |  1.03e+01 |     -- |  3.95e+01 |  5.75e+01
  608760 |  1.71e-03 |     -- |  9.28e+00 |  1.16e+01 |     -- |  3.95e+01 |  5.73e+01
  612765 |  1.69e-03 |     -- |  8.49e+00 |  1.06e+01 |     -- |  3.95e+01 |  5.71e+01
  616770 |  1.70e-03 |     -- |  7.83e+00 |  9.90e+00 |     -- |  3.92e+01 |  5.74e+01
  620775 |  1.71e-03 |     -- |  8.55e+00 |  1.10e+01 |     -- |  3.95e+01 |  5.75e+01
  624780 |  1.89e-03 |     -- |  8.57e+00 |  1.09e+01 |     -- |  4.09e+01 |  6.06e+01
  628785 |  1.66e-03 |     -- |  9.03e+00 |  1.14e+01 |     -- |  3.89e+01 |  5.65e+01
  632790 |  1.67e-03 |     -- |  9.25e+00 |  1.14e+01 |     -- |  3.92e+01 |  5.66e+01
  636795 |  1.59e-03 |     -- |  7.86e+00 |  1.00e+01 |     -- |  3.83e+01 |  5.54e+01
  640800 |  1.64e-03 |     -- |  6.89e+00 |  8.83e+00 |     -- |  3.89e+01 |  5.66e+01
  644805 |  1.57e-03 |     -- |  8.11e+00 |  1.03e+01 |     -- |  3.81e+01 |  5.50e+01
  648810 |  1.66e-03 |     -- |  8.97e+00 |  1.10e+01 |     -- |  3.89e+01 |  5.66e+01
  652815 |  1.62e-03 |     -- |  8.64e+00 |  1.10e+01 |     -- |  3.85e+01 |  5.59e+01
  656820 |  1.58e-03 |     -- |  7.25e+00 |  9.23e+00 |     -- |  3.83e+01 |  5.54e+01
  660825 |  1.79e-03 |     -- |  8.39e+00 |  1.09e+01 |     -- |  4.02e+01 |  5.88e+01
  664830 |  1.59e-03 |     -- |  8.00e+00 |  9.94e+00 |     -- |  3.83e+01 |  5.55e+01
  668835 |  1.59e-03 |     -- |  7.94e+00 |  9.84e+00 |     -- |  3.82e+01 |  5.56e+01
  672840 |  1.57e-03 |     -- |  8.09e+00 |  1.02e+01 |     -- |  3.80e+01 |  5.51e+01
  676845 |  1.76e-03 |     -- |  7.91e+00 |  1.01e+01 |     -- |  4.02e+01 |  5.85e+01
  680850 |  1.50e-03 |     -- |  8.03e+00 |  1.01e+01 |     -- |  3.72e+01 |  5.37e+01
  684855 |  1.59e-03 |     -- |  8.49e+00 |  1.04e+01 |     -- |  3.83e+01 |  5.54e+01
  688860 |  1.58e-03 |     -- |  8.52e+00 |  1.07e+01 |     -- |  3.83e+01 |  5.52e+01
  692865 |  1.46e-03 |     -- |  8.22e+00 |  1.06e+01 |     -- |  3.68e+01 |  5.30e+01
  696870 |  1.49e-03 |     -- |  7.59e+00 |  9.61e+00 |     -- |  3.72e+01 |  5.38e+01
  700875 |  1.52e-03 |     -- |  8.13e+00 |  1.04e+01 |     -- |  3.77e+01 |  5.41e+01
  704880 |  1.46e-03 |     -- |  7.72e+00 |  9.82e+00 |     -- |  3.68e+01 |  5.32e+01
  708885 |  1.47e-03 |     -- |  7.81e+00 |  9.93e+00 |     -- |  3.71e+01 |  5.33e+01
  712890 |  1.63e-03 |     -- |  7.39e+00 |  9.39e+00 |     -- |  3.87e+01 |  5.64e+01
  716895 |  1.46e-03 |     -- |  7.28e+00 |  9.35e+00 |     -- |  3.69e+01 |  5.32e+01
  720900 |  1.51e-03 |     -- |  7.60e+00 |  9.59e+00 |     -- |  3.77e+01 |  5.41e+01
  724905 |  1.45e-03 |     -- |  8.05e+00 |  1.01e+01 |     -- |  3.68e+01 |  5.28e+01
  728910 |  1.45e-03 |     -- |  8.09e+00 |  1.04e+01 |     -- |  3.67e+01 |  5.28e+01
  732915 |  1.46e-03 |     -- |  7.56e+00 |  9.71e+00 |     -- |  3.71e+01 |  5.31e+01
  736920 |  1.44e-03 |     -- |  7.18e+00 |  9.23e+00 |     -- |  3.66e+01 |  5.28e+01
  740925 |  1.44e-03 |     -- |  7.18e+00 |  9.29e+00 |     -- |  3.66e+01 |  5.29e+01
  744930 |  1.37e-03 |     -- |  8.42e+00 |  1.08e+01 |     -- |  3.58e+01 |  5.13e+01
  748935 |  1.41e-03 |     -- |  8.04e+00 |  1.03e+01 |     -- |  3.63e+01 |  5.21e+01
  752940 |  1.43e-03 |     -- |  6.92e+00 |  8.92e+00 |     -- |  3.65e+01 |  5.27e+01
  756945 |  1.41e-03 |     -- |  7.24e+00 |  9.34e+00 |     -- |  3.61e+01 |  5.22e+01
  760950 |  1.55e-03 |     -- |  7.03e+00 |  9.03e+00 |     -- |  3.78e+01 |  5.50e+01
  764955 |  1.38e-03 |     -- |  7.51e+00 |  9.46e+00 |     -- |  3.60e+01 |  5.16e+01
  768960 |  1.38e-03 |     -- |  6.98e+00 |  8.94e+00 |     -- |  3.60e+01 |  5.18e+01
  772965 |  1.47e-03 |     -- |  7.71e+00 |  9.82e+00 |     -- |  3.72e+01 |  5.34e+01
  776970 |  1.38e-03 |     -- |  8.35e+00 |  1.05e+01 |     -- |  3.60e+01 |  5.14e+01
  780975 |  1.34e-03 |     -- |  8.25e+00 |  1.02e+01 |     -- |  3.54e+01 |  5.07e+01
  784980 |  1.34e-03 |     -- |  6.79e+00 |  8.83e+00 |     -- |  3.57e+01 |  5.10e+01
  788985 |  1.33e-03 |     -- |  7.16e+00 |  9.31e+00 |     -- |  3.53e+01 |  5.07e+01
  792990 |  1.55e-03 |     -- |  7.47e+00 |  9.41e+00 |     -- |  3.73e+01 |  5.49e+01
  796995 |  1.39e-03 |     -- |  8.16e+00 |  1.03e+01 |     -- |  3.59e+01 |  5.17e+01
  801000 |  1.30e-03 |     -- |  7.40e+00 |  9.58e+00 |     -- |  3.52e+01 |  5.01e+01
  805005 |  1.31e-03 |     -- |  7.33e+00 |  9.38e+00 |     -- |  3.54e+01 |  5.04e+01
  809010 |  1.42e-03 |     -- |  7.49e+00 |  9.63e+00 |     -- |  3.61e+01 |  5.24e+01
  813015 |  1.31e-03 |     -- |  8.14e+00 |  1.05e+01 |     -- |  3.51e+01 |  5.01e+01
  817020 |  1.28e-03 |     -- |  7.13e+00 |  9.03e+00 |     -- |  3.49e+01 |  4.99e+01
  821025 |  1.29e-03 |     -- |  6.79e+00 |  8.64e+00 |     -- |  3.49e+01 |  5.01e+01
  825030 |  1.30e-03 |     -- |  7.97e+00 |  9.97e+00 |     -- |  3.51e+01 |  5.01e+01
  829035 |  1.28e-03 |     -- |  7.30e+00 |  9.26e+00 |     -- |  3.48e+01 |  4.98e+01
  833040 |  1.23e-03 |     -- |  6.89e+00 |  8.85e+00 |     -- |  3.43e+01 |  4.88e+01
  837045 |  1.33e-03 |     -- |  7.42e+00 |  9.78e+00 |     -- |  3.54e+01 |  5.07e+01
  841050 |  1.20e-03 |     -- |  6.55e+00 |  8.54e+00 |     -- |  3.39e+01 |  4.83e+01
  845055 |  1.27e-03 |     -- |  6.48e+00 |  8.38e+00 |     -- |  3.48e+01 |  4.96e+01
  849060 |  1.22e-03 |     -- |  7.03e+00 |  8.97e+00 |     -- |  3.42e+01 |  4.86e+01
  853065 |  1.24e-03 |     -- |  6.07e+00 |  8.01e+00 |     -- |  3.45e+01 |  4.91e+01
  857070 |  1.31e-03 |     -- |  7.80e+00 |  9.96e+00 |     -- |  3.50e+01 |  5.03e+01
  861075 |  1.26e-03 |     -- |  6.63e+00 |  8.60e+00 |     -- |  3.46e+01 |  4.95e+01
  865080 |  1.28e-03 |     -- |  7.34e+00 |  9.08e+00 |     -- |  3.47e+01 |  4.98e+01
  869085 |  1.73e-03 |     -- |  6.10e+00 |  7.95e+00 |     -- |  3.89e+01 |  5.82e+01
  873090 |  1.54e-03 |     -- |  7.43e+00 |  9.74e+00 |     -- |  3.70e+01 |  5.46e+01
  877095 |  1.21e-03 |     -- |  7.43e+00 |  9.57e+00 |     -- |  3.40e+01 |  4.83e+01
  881100 |  1.16e-03 |     -- |  8.00e+00 |  1.00e+01 |     -- |  3.35e+01 |  4.71e+01
  885105 |  1.19e-03 |     -- |  7.74e+00 |  9.79e+00 |     -- |  3.38e+01 |  4.78e+01
  889110 |  1.16e-03 |     -- |  7.00e+00 |  8.99e+00 |     -- |  3.35e+01 |  4.73e+01
  893115 |  1.16e-03 |     -- |  7.77e+00 |  9.85e+00 |     -- |  3.33e+01 |  4.72e+01
  897120 |  1.18e-03 |     -- |  6.83e+00 |  8.77e+00 |     -- |  3.37e+01 |  4.78e+01
  901125 |  1.19e-03 |     -- |  7.38e+00 |  9.68e+00 |     -- |  3.36e+01 |  4.78e+01
  905130 |  1.17e-03 |     -- |  6.87e+00 |  8.96e+00 |     -- |  3.37e+01 |  4.76e+01
  909135 |  1.20e-03 |     -- |  7.29e+00 |  9.31e+00 |     -- |  3.37e+01 |  4.81e+01
  913140 |  1.18e-03 |     -- |  6.66e+00 |  8.76e+00 |     -- |  3.34e+01 |  4.78e+01
  917145 |  1.17e-03 |     -- |  6.48e+00 |  8.20e+00 |     -- |  3.36e+01 |  4.77e+01
  921150 |  1.20e-03 |     -- |  6.64e+00 |  8.61e+00 |     -- |  3.38e+01 |  4.82e+01
  925155 |  1.08e-03 |     -- |  6.92e+00 |  8.84e+00 |     -- |  3.23e+01 |  4.57e+01
  929160 |  1.19e-03 |     -- |  6.61e+00 |  8.53e+00 |     -- |  3.39e+01 |  4.81e+01
  933165 |  1.15e-03 |     -- |  6.46e+00 |  8.41e+00 |     -- |  3.33e+01 |  4.73e+01
  937170 |  1.17e-03 |     -- |  6.70e+00 |  8.56e+00 |     -- |  3.36e+01 |  4.76e+01
  941175 |  1.17e-03 |     -- |  5.81e+00 |  7.73e+00 |     -- |  3.35e+01 |  4.77e+01
  945180 |  1.15e-03 |     -- |  6.59e+00 |  8.44e+00 |     -- |  3.32e+01 |  4.71e+01
  949185 |  1.10e-03 |     -- |  6.20e+00 |  8.01e+00 |     -- |  3.26e+01 |  4.61e+01
  953190 |  1.11e-03 |     -- |  7.19e+00 |  9.19e+00 |     -- |  3.28e+01 |  4.63e+01
  957195 |  1.09e-03 |     -- |  6.72e+00 |  8.59e+00 |     -- |  3.25e+01 |  4.60e+01
  961200 |  1.05e-03 |     -- |  6.35e+00 |  8.39e+00 |     -- |  3.19e+01 |  4.51e+01
  965205 |  1.10e-03 |     -- |  6.84e+00 |  8.59e+00 |     -- |  3.25e+01 |  4.60e+01
  969210 |  1.13e-03 |     -- |  7.34e+00 |  9.23e+00 |     -- |  3.29e+01 |  4.66e+01
  973215 |  1.09e-03 |     -- |  6.27e+00 |  8.13e+00 |     -- |  3.25e+01 |  4.59e+01
