Training set losses. Units: meV (U), meV/Å (F), meV (σ), % (R2)
    Step |      Loss |   U R2 |     U MAE |    U RMSE |   F R2 |     F MAE |    F RMSE
    4005 |  9.40e-02 |     -- |  9.89e+01 |  1.41e+02 |     -- |  2.45e+02 |  4.10e+02
    8010 |  2.20e-02 |     -- |  4.87e+01 |  6.21e+01 |     -- |  1.53e+02 |  2.00e+02
   12015 |  1.55e-02 |     -- |  4.30e+01 |  5.36e+01 |     -- |  1.26e+02 |  1.67e+02
   16020 |  1.20e-02 |     -- |  3.20e+01 |  4.05e+01 |     -- |  1.11e+02 |  1.49e+02
   20025 |  9.88e-03 |     -- |  2.99e+01 |  3.79e+01 |     -- |  9.94e+01 |  1.35e+02
   24030 |  7.40e-03 |     -- |  2.80e+01 |  3.48e+01 |     -- |  8.32e+01 |  1.17e+02
   28035 |  5.35e-03 |     -- |  2.66e+01 |  3.24e+01 |     -- |  6.90e+01 |  9.82e+01
   32040 |  4.64e-03 |     -- |  2.55e+01 |  3.24e+01 |     -- |  6.29e+01 |  9.07e+01
   36045 |  4.32e-03 |     -- |  2.02e+01 |  2.67e+01 |     -- |  6.18e+01 |  8.90e+01
   40050 |  3.78e-03 |     -- |  2.31e+01 |  2.87e+01 |     -- |  5.61e+01 |  8.20e+01
   44055 |  3.21e-03 |     -- |  1.81e+01 |  2.30e+01 |     -- |  5.27e+01 |  7.68e+01
   48060 |  3.08e-03 |     -- |  1.64e+01 |  2.13e+01 |     -- |  5.15e+01 |  7.55e+01
   52065 |  2.92e-03 |     -- |  1.53e+01 |  1.97e+01 |     -- |  5.01e+01 |  7.38e+01
   56070 |  2.75e-03 |     -- |  1.62e+01 |  2.04e+01 |     -- |  4.82e+01 |  7.13e+01
   60075 |  2.54e-03 |     -- |  1.59e+01 |  1.99e+01 |     -- |  4.68e+01 |  6.84e+01
   64080 |  2.61e-03 |     -- |  1.57e+01 |  2.02e+01 |     -- |  4.70e+01 |  6.94e+01
   68085 |  2.21e-03 |     -- |  1.41e+01 |  1.76e+01 |     -- |  4.35e+01 |  6.41e+01
   72090 |  2.15e-03 |     -- |  1.40e+01 |  1.80e+01 |     -- |  4.24e+01 |  6.31e+01
   76095 |  1.94e-03 |     -- |  1.21e+01 |  1.54e+01 |     -- |  4.05e+01 |  6.03e+01
   80100 |  1.98e-03 |     -- |  1.26e+01 |  1.60e+01 |     -- |  4.10e+01 |  6.09e+01
   84105 |  1.85e-03 |     -- |  1.22e+01 |  1.55e+01 |     -- |  3.98e+01 |  5.89e+01
   88110 |  1.74e-03 |     -- |  1.02e+01 |  1.33e+01 |     -- |  3.88e+01 |  5.75e+01
