global_epoch,stage,phase,stage_epoch,lr_weight,sr_weight,std_q,mean_abs_q,mean_q_mono,std_q_mono,mean_abs_q_mono,mean_q_dipole,std_q_dipole,mean_abs_q_dipole,mean_q_quadrupole,std_q_quadrupole,mean_abs_q_quadrupole,mean_e_short,mean_e_long,mean_e_total,mean_abs_e_short,mean_abs_e_long,mean_abs_e_total,f_long_over_f_total,e_long_over_e_total
5,1,lr_only_probe,5,10.0,0.0,3.6675345677668494,2.7162646233974357,-1.0648515137892502,7.372429577962162e-05,1.0648515137892502,-0.0023860306495275254,1.9268453779368917,1.3832974830040565,-2.9490336669921877,5.226534342944737,3.846327480844351,-1.4770030975341798e-07,-0.0068367630243301395,-0.0068369097709655765,1.5741586685180664e-06,0.4549951901435852,0.45499521946907046,1.0000000153189252,0.9999999355477069
10,1,lr_only_probe,10,10.0,0.0,3.2847987350861256,2.465801223624466,-1.1035630328838641,0.00021962022170740123,1.1035630328838641,-0.0004365261334639329,1.5349336079336535,1.1174434517102363,-2.8571503380408654,4.798796619298366,3.547263514122596,-4.822015762329102e-08,-0.5273506560325623,-0.5273507047891617,1.6023516654968261e-06,0.6341609535217285,0.6341610536575317,1.0000000055723044,0.9999998420972044
15,1,lr_only_probe,15,10.0,0.0,3.0047438982626073,2.2585391647469284,-1.1194817469670222,0.00012051148727621991,1.1194817469670222,-0.00174185088964609,1.2295811893555249,0.9219791103265225,-2.608465598707933,4.421946788626284,3.2882867262620192,6.198883056640625e-08,0.060943842768669126,0.06094390606880188,1.506805419921875e-06,0.36970645236968996,0.36970658612251284,1.0000000183250015,0.999999638218988
20,1,lr_only_probe,20,10.0,0.0,2.916634708405207,2.18949709117922,-1.130453990642841,0.0,1.130453990642841,-0.0021802543248885717,1.1270966935863174,0.8512703121869992,-2.47125381234976,4.282561185025332,3.2042417762169473,-1.0132789611816407e-08,-0.08636112225055695,-0.08636113500595093,1.479506492614746e-06,0.43246826362609864,0.432468325138092,0.9999999819739054,0.999999857765321
25,1,lr_only_probe,25,10.0,0.0,2.932940003862888,2.2028585799779647,-1.1354192193838266,4.679952068520079e-05,1.1354192193838266,-0.0031992260003701235,1.1184963759037871,0.8411083467923678,-2.471991706730769,4.304460109343876,3.2333966083233174,-4.9591064453125e-08,-0.14935850071907045,-0.14935854828357698,1.479625701904297e-06,0.4351925716400146,0.4351925790309906,1.0000000050841995,0.9999999830167693
30,1,lr_only_probe,30,10.0,0.0,2.8158739824593377,2.1327723232171474,-1.1389724614070011,0.0,1.1389724614070011,-0.0037362097593454215,1.0498879188644301,0.7972963413336338,-2.361222567983774,4.13303745661571,3.1328179274338943,8.213520050048827e-08,-0.1324205197095871,-0.1324204354286194,1.4532804489135743e-06,0.44632465147972106,0.44632466411590577,1.0000000084858172,0.9999999716883566
35,1,lr_only_probe,35,10.0,0.0,2.838787856872042,2.1642408875033388,-1.1406245463444638,0.0,1.1406245463444638,-0.003448101499141791,1.116927597328842,0.838690669133113,-2.3142023287259614,4.134441696653714,3.1642942946213943,5.078315734863281e-08,-0.10448608672618866,-0.10448603415489197,1.4691352844238281e-06,0.4341629526615143,0.43416288447380064,0.9999999950025157,1.000000157055603
40,1,lr_only_probe,40,10.0,0.0,2.8930331770822098,2.2155130730001336,-1.1397371215820313,0.0,1.1397371215820313,-0.003910012226838332,1.1399514662707024,0.8700271590795272,-2.3343362361027644,4.204750829390442,3.2379598031850962,5.7816505432128905e-08,-0.03391178166866302,-0.03391172432899475,1.6378164291381837e-06,0.4265992860794067,0.42659922885894774,1.0000000197752645,1.0000001341316513
45,1,lr_only_probe,45,10.0,0.0,2.9507278850014407,2.2636404246794872,-1.1382488837608924,0.0001917292658915254,1.1382488837608924,-0.004317126426941309,1.2053798455685514,0.9211439662835537,-2.3567086125300483,4.273089154871539,3.294216590294471,-4.565715789794922e-08,-0.13513839888572693,-0.13513844537734984,1.606583595275879e-06,0.44055904293060305,0.4405590353012085,1.0000000056397733,1.0000000173175305
50,1,lr_only_probe,50,10.0,0.0,2.976278031428782,2.2793348920773235,-1.1379718780517578,0.0,1.1379718780517578,-0.003918908975063226,1.229312968645926,0.9363892399714543,-2.367545383864183,4.304347163881132,3.313374842247596,7.534027099609375e-08,-0.0869716192483902,-0.08697154355049133,1.6012191772460938e-06,0.4351348829269409,0.43513498950004575,1.0000000210402977,0.9999997550803603
