train,"{'mae': 0.07180491089820862, 'rmse': 0.08435646444559097}","{'mae': 0.4520221948623657, 'rmse': 0.6426185369491577}"
val,"{'mae': 0.04525420442223549, 'rmse': 0.053351983428001404}","{'mae': 0.307346373796463, 'rmse': 0.43695536255836487}"
train,"{'mae': 0.0360398031771183, 'rmse': 0.04671211913228035}","{'mae': 0.2763937711715698, 'rmse': 0.40656155347824097}"
val,"{'mae': 0.023763054981827736, 'rmse': 0.028888152912259102}","{'mae': 0.248418927192688, 'rmse': 0.3765554130077362}"
train,"{'mae': 0.018767572939395905, 'rmse': 0.0249315295368433}","{'mae': 0.24213694036006927, 'rmse': 0.37210243940353394}"
val,"{'mae': 0.012382040731608868, 'rmse': 0.015221681445837021}","{'mae': 0.23015061020851135, 'rmse': 0.35901689529418945}"
train,"{'mae': 0.016300704330205917, 'rmse': 0.02156384289264679}","{'mae': 0.22663359344005585, 'rmse': 0.35802364349365234}"
val,"{'mae': 0.01196326781064272, 'rmse': 0.014041140675544739}","{'mae': 0.21816189587116241, 'rmse': 0.34899330139160156}"
train,"{'mae': 0.02301972731947899, 'rmse': 0.034508563578128815}","{'mae': 0.2305225133895874, 'rmse': 0.36445122957229614}"
val,"{'mae': 0.016908619552850723, 'rmse': 0.02015254832804203}","{'mae': 0.2016148418188095, 'rmse': 0.33651596307754517}"
train,"{'mae': 0.01696443371474743, 'rmse': 0.02148078754544258}","{'mae': 0.19859710335731506, 'rmse': 0.33495163917541504}"
val,"{'mae': 0.00976421870291233, 'rmse': 0.012320870533585548}","{'mae': 0.1873200386762619, 'rmse': 0.32628560066223145}"
train,"{'mae': 0.012828228063881397, 'rmse': 0.016325658187270164}","{'mae': 0.18639646470546722, 'rmse': 0.32631295919418335}"
val,"{'mae': 0.013798624277114868, 'rmse': 0.016384383663535118}","{'mae': 0.20580366253852844, 'rmse': 0.3360743820667267}"
