global_epoch,stage,phase,stage_epoch,lr_weight,sr_weight,std_q,mean_abs_q,mean_q_mono,std_q_mono,mean_abs_q_mono,mean_q_dipole,std_q_dipole,mean_abs_q_dipole,mean_q_quadrupole,std_q_quadrupole,mean_abs_q_quadrupole,mean_e_short,mean_e_long,mean_e_total,mean_abs_e_short,mean_abs_e_long,mean_abs_e_total,f_long_over_f_total,e_long_over_e_total
5,1,stage_1,5,10.0,1.0,0.04500148185959039,0.01565062129191863,-0.14084384610102726,0.024358445064572156,0.14084384610102726,-3.0983847537777947e-09,1.6289564490018206e-06,1.1028741555025754e-06,-8.038357983213456e-08,2.5367636950850897e-06,1.687312643760099e-06,40.51347576904297,-40.889427307128905,-0.3759513397216797,40.51347576904297,40.889427307128905,0.525763168334961,0.00023041208124174287,77.77157048984928
10,1,stage_1,10,10.0,1.0,0.04743758911649634,0.016519087734385433,-0.14866059229924128,0.024668047012671553,0.14866059229924128,-3.453847978399165e-09,1.505602827890902e-06,1.0511469027290168e-06,-4.733105863404209e-08,2.45755075366337e-06,1.608849101019307e-06,40.82381158447266,-40.888539611816405,-0.06472798156738281,40.82381158447266,40.888539611816405,0.43125148010253905,0.00020520768830447876,94.81367948486647
15,1,stage_1,15,10.0,1.0,0.04742745265489251,0.016566460544227536,-0.1490870795616737,0.022067424911066783,0.1490870795616737,-3.903256385502829e-09,1.4702208806895484e-06,1.0471929615447058e-06,1.7014506934524084e-08,2.4592445325324736e-06,1.5852421844521394e-06,40.78163345336914,-40.88846630859375,-0.10683328247070313,40.78163345336914,40.88846630859375,0.421288330078125,0.00019025455653942563,97.05577721797152
20,1,stage_1,20,10.0,1.0,0.048021956456610934,0.016787273186903734,-0.1510747815645658,0.021617855964474155,0.1510747815645658,-4.304637234152044e-09,1.4248087116858064e-06,1.0269524056452493e-06,4.83505163943986e-08,2.3831898515890234e-06,1.5191179950936483e-06,40.83945880126953,-40.88823794555664,-0.048779563903808595,40.83945880126953,40.88823794555664,0.4213109359741211,0.0001820173938795773,97.05002755510763
25,1,stage_1,25,10.0,1.0,0.048125082647574674,0.016839248510507436,-0.15154253475482649,0.020754412244424175,0.15154253475482649,-4.810005194509032e-09,1.4688087397807794e-06,1.0521489125377952e-06,5.5965983091692366e-08,2.369162637571682e-06,1.5093357123147984e-06,40.95449899291992,-40.88817538452148,0.066322998046875,40.95449899291992,40.88817538452148,0.4184905242919922,0.0001776276413960061,97.70394551632117
30,1,stage_1,30,10.0,1.0,0.047528506418621615,0.01662954204917973,-0.1496549630531898,0.0205554839281551,0.1496549630531898,-5.303662221241468e-09,1.5490048351423093e-06,1.0959632136524678e-06,4.1106285859244124e-08,2.3963738624263226e-06,1.5256494982168079e-06,40.57641094970703,-40.88838623046875,-0.31197471618652345,40.57641094970703,40.88838623046875,0.5038707580566406,0.00018961692014369714,81.14855957938414
35,1,stage_1,35,10.0,1.0,0.047446047020773825,0.01660118049230331,-0.1493998615558331,0.02049038821188829,0.1493998615558331,-5.246262792122882e-09,1.5384228380419768e-06,1.085532180672416e-06,4.622884085760094e-08,2.357248385403829e-06,1.501543314840931e-06,40.69382977294922,-40.88841522216797,-0.19458557891845704,40.69382977294922,40.88841522216797,0.445873908996582,0.00019103292219078795,91.70398715229918
40,1,stage_1,40,10.0,1.0,0.046900567643508397,0.01641897287939349,-0.14775991102365346,0.019744802346341996,0.14775991102365346,-5.333971825959265e-09,1.5679773756666643e-06,1.0983087219453107e-06,5.6423351130573654e-08,2.3661585329222446e-06,1.5100280915458616e-06,41.00298870849609,-40.888595703125,0.11439286804199218,41.00298870849609,40.888595703125,0.4330211944580078,0.00017837589099277455,94.42631498512058
45,1,stage_1,45,10.0,1.0,0.046244564812382656,0.016198950946840467,-0.145779667194073,0.018884346757398276,0.145779667194073,-5.344911234062284e-09,1.5870525703028117e-06,1.107116617883245e-06,6.180741620482877e-08,2.3646972245319033e-06,1.5138488209161621e-06,40.73546789550781,-40.888816131591796,-0.1533481674194336,40.73546789550781,40.888816131591796,0.44460562896728517,0.00019605805315185663,91.96648325520968
50,1,stage_1,50,10.0,1.0,0.0455029807262084,0.01596341983273498,-0.14366004371643065,0.01701779674462234,0.14366004371643065,-5.200392753324242e-09,1.5461571782197682e-06,1.0812480625015898e-06,7.663330842870681e-08,2.3398645461143628e-06,1.4981924099489473e-06,40.76163296508789,-40.88904541015625,-0.12741230773925782,40.76163296508789,40.88904541015625,0.44154208374023435,0.00019765011448952147,92.60509227974715
