global_epoch,stage,phase,stage_epoch,lr_weight,sr_weight,n_structures,amp_ref_rel,amp_pred_total_rel,amp_pred_long_rel,amp_pred_short_rel,corr_total_vs_ref,corr_long_vs_ref,mean_f_long_over_total,mean_q0_abs,mean_q1_norm,mean_q2_norm
290,1,stage_1,290,10.0,1.0,1000,0.742828369140625,0.00342559814453125,0.0,0.00342559814453125,0.23689460063998724,nan,0.004286403114907443,0.14706242382526397,0.0001951120504672872,0.00041715447668684645
300,1,stage_1,300,10.0,1.0,1000,0.742828369140625,0.003665924072265625,4.76837158203125e-06,0.003665924072265625,0.2377031297737458,-0.05991844704739066,0.006734706943389028,0.1472206481397152,0.0001960093966627028,0.0004194964256603271
310,1,stage_1,310,10.0,1.0,1000,0.742828369140625,0.0040740966796875,0.0,0.0040740966796875,0.2371381933771594,nan,0.007931627453304828,0.14729053349792956,0.0001963339437788818,0.00041611794967320745
320,1,stage_1,320,10.0,1.0,1000,0.742828369140625,0.00194549560546875,0.0,0.00194549560546875,0.23536514324992658,nan,0.007893137604463845,0.14764863857626914,0.00019687989074736834,0.0004172810947347898
330,1,stage_1,330,10.0,1.0,1000,0.742828369140625,0.0020904541015625,4.76837158203125e-06,0.0020904541015625,0.23685323518550003,0.02005708340588659,0.012589134783484042,0.14813297408819198,0.00019743077698512935,0.00041779148794012145
340,1,stage_1,340,10.0,1.0,1000,0.742828369140625,0.003299713134765625,0.0,0.003299713134765625,0.23639072660352703,nan,0.012991314439103008,0.14811558216810228,0.00019918017988675274,0.00041948506419430486
350,1,stage_1,350,10.0,1.0,1000,0.742828369140625,0.0030059814453125,0.0,0.0030059814453125,0.23564358723419962,nan,0.006209849343635142,0.14847646382451057,0.00019993341276131104,0.0004220029829302803
360,1,stage_1,360,10.0,1.0,1000,0.742828369140625,0.003803253173828125,4.76837158203125e-06,0.003803253173828125,0.23649314002766358,0.06063540960762641,0.006535471604205668,0.14864614717662333,0.00020051771008002106,0.0004222209663130343
370,1,stage_1,370,10.0,1.0,1000,0.742828369140625,0.00433349609375,9.5367431640625e-06,0.0043430328369140625,0.23693933306609233,-0.20973516418724827,0.006018586378544569,0.14885123552381993,0.0002008650247589685,0.00042242474693921395
380,1,stage_1,380,10.0,1.0,1000,0.742828369140625,0.003620147705078125,4.76837158203125e-06,0.0036249160766601562,0.23602891024597414,-0.18173951990965148,0.013724022182635963,0.1490020369142294,0.00019971711531979963,0.00042234871513210237
390,1,stage_1,390,10.0,1.0,1000,0.742828369140625,0.00341796875,0.0,0.00341796875,0.23670221532354113,nan,0.006331317557487637,0.14933727380633355,0.00020063701567414683,0.0004230637212749571
400,1,stage_1,400,10.0,1.0,1000,0.742828369140625,0.002880096435546875,4.76837158203125e-06,0.002880096435546875,0.2363687952835272,-0.046448640200882636,0.008101179517805576,0.149115726724267,0.00020083718119713012,0.00042382531997282055
410,1,stage_1,410,10.0,1.0,1000,0.742828369140625,0.002971649169921875,0.0,0.002971649169921875,0.23553603756656732,nan,0.006360263576731086,0.14926555180549622,0.0002015222150221234,0.00042503705545095727
420,1,stage_1,420,10.0,1.0,1000,0.742828369140625,0.00200653076171875,0.0,0.00200653076171875,0.23462371854220185,nan,0.004951297987718135,0.1492299307435751,0.00020176648891356307,0.000426828075258527
430,1,stage_1,430,10.0,1.0,1000,0.742828369140625,0.003116607666015625,0.0,0.003116607666015625,0.2359494765166693,nan,0.00880310962162912,0.14942930141091346,0.00020185895934992005,0.00042782283009728416
440,1,stage_1,440,10.0,1.0,1000,0.742828369140625,0.002368927001953125,0.0,0.002368927001953125,0.2359710887684495,nan,0.007753648311831057,0.14920404177904129,0.00020161018945509567,0.000428114647656912
450,1,stage_1,450,10.0,1.0,1000,0.742828369140625,0.0026397705078125,0.0,0.0026397705078125,0.23638100547949592,nan,0.0064420336284674706,0.1494634793549776,0.00020186163441394457,0.00042926560691557825
460,1,stage_1,460,10.0,1.0,1000,0.742828369140625,0.002590179443359375,9.5367431640625e-06,0.0025997161865234375,0.23631940651054925,-0.21794711021438334,0.007795192294754088,0.14928690531849861,0.00020198340459319297,0.0004292147906671744
470,1,stage_1,470,10.0,1.0,1000,0.742828369140625,0.002086639404296875,0.0,0.002086639404296875,0.23616632082099037,nan,0.008664739109575749,0.14939536127448083,0.000202376295987051,0.0004304136122518685
480,1,stage_1,480,10.0,1.0,1000,0.742828369140625,0.00238037109375,4.76837158203125e-06,0.0023851394653320312,0.23554337797460612,-0.21223212848828926,0.009377206737175584,0.14927887798845768,0.00020219320412434173,0.00043064503025379964
490,1,stage_1,490,10.0,1.0,1000,0.742828369140625,0.0024871826171875,4.76837158203125e-06,0.0024919509887695312,0.23596885851697647,-0.18705583361715702,0.007623651492875069,0.14927100211381913,0.00020223523031745572,0.0004306535932992119
500,1,stage_1,500,10.0,1.0,1000,0.742828369140625,0.00235748291015625,4.76837158203125e-06,0.0023622512817382812,0.2357246292591812,-0.20703358193991528,0.007965545113198459,0.14929036673903465,0.0002024396482738666,0.0004312322268378921
