global_epoch,stage,phase,stage_epoch,lr_weight,sr_weight,n_structures,amp_ref_rel,amp_pred_total_rel,amp_pred_long_rel,amp_pred_short_rel,corr_total_vs_ref,corr_long_vs_ref,mean_f_long_over_total,mean_q0_abs,mean_q1_norm,mean_q2_norm
110,1,stage_1,110,10.0,1.0,1000,0.742828369140625,0.00848388671875,0.0,0.00848388671875,0.23856202976189547,nan,0.005759423408191651,0.13765019807219506,1.708207934711936e-06,4.075303056652047e-06
120,1,stage_1,120,10.0,1.0,1000,0.742828369140625,0.005031585693359375,0.0,0.005031585693359375,0.23824246745325814,nan,0.004498555450234562,0.13775921957194806,1.7090420926706429e-06,4.075161498349189e-06
130,1,stage_1,130,10.0,1.0,1000,0.742828369140625,0.0056304931640625,4.76837158203125e-06,0.005625724792480469,0.23887404648747435,0.21937747398607643,0.011347242903895676,0.13810508853197098,1.71908174490909e-06,4.079839614860248e-06
140,1,stage_1,140,10.0,1.0,1000,0.742828369140625,0.0045928955078125,4.76837158203125e-06,0.004588127136230469,0.23887264120633234,0.21002345883401755,0.005476008840370923,0.13871617209911347,1.712153142761963e-06,4.051735768371145e-06
150,1,stage_1,150,10.0,1.0,1000,0.742828369140625,0.00628662109375,4.76837158203125e-06,0.006281852722167969,0.23869822983470965,0.1535807456297177,0.003947878618258983,0.13903359560668468,1.718129831033366e-06,4.020591034986865e-06
160,1,stage_1,160,10.0,1.0,1000,0.742828369140625,0.007343292236328125,0.0,0.007343292236328125,0.23874712415686317,nan,0.003605508124222979,0.13986887001991272,1.7404834110266165e-06,4.038995964947389e-06
170,1,stage_1,170,10.0,1.0,1000,0.742828369140625,0.00699615478515625,0.0,0.00699615478515625,0.23858510424331877,nan,0.009540091942995786,0.1401498454362154,1.7510131657445526e-06,4.060918663526536e-06
180,1,stage_1,180,10.0,1.0,1000,0.742828369140625,0.007617950439453125,4.76837158203125e-06,0.007613182067871094,0.23857629144785392,0.21518789464587523,0.007304738650564104,0.1411054642945528,1.7616367734945015e-06,4.058997408264986e-06
190,1,stage_1,190,10.0,1.0,1000,0.742828369140625,0.00438690185546875,0.0,0.00438690185546875,0.23844929274934357,nan,0.0038695151375140995,0.14166233786940574,1.7839290187566804e-06,4.058291503497457e-06
200,1,stage_1,200,10.0,1.0,1000,0.742828369140625,0.003475189208984375,0.0,0.003475189208984375,0.23809062002484704,nan,0.010553363230079412,0.14221807204186918,1.807880080036739e-06,4.105761750452075e-06
210,1,stage_1,210,10.0,1.0,1000,0.742828369140625,0.006923675537109375,4.76837158203125e-06,0.006918907165527344,0.23796181439376682,0.16376754529964022,0.004451531173661351,0.14224518033862113,1.7994057673149655e-06,4.068514992013661e-06
220,1,stage_1,220,10.0,1.0,1000,0.742828369140625,0.0059051513671875,4.76837158203125e-06,0.005900382995605469,0.23807270456887156,0.21532516279975955,0.006337403452023864,0.14290467482805252,1.8227975381250872e-06,4.072516190262832e-06
230,1,stage_1,230,10.0,1.0,1000,0.742828369140625,0.001712799072265625,0.0,0.001712799072265625,0.23647087319903726,nan,0.005018938769120723,0.14383767299354078,1.8339235955409094e-06,4.044699612677505e-06
240,1,stage_1,240,10.0,1.0,1000,0.742828369140625,0.00406646728515625,0.0,0.00406646728515625,0.23793241351639335,nan,0.005028721679002046,0.1437956677377224,1.8299690277672198e-06,4.015689349898821e-06
250,1,stage_1,250,10.0,1.0,1000,0.742828369140625,0.0016632080078125,0.0,0.0016632080078125,0.23800823321997475,nan,0.006809731449466199,0.14417908500134946,1.8741152567827157e-06,4.064403376105474e-06
260,1,stage_1,260,10.0,1.0,1000,0.742828369140625,0.002765655517578125,0.0,0.002765655517578125,0.23724251824080453,nan,0.004096467384602874,0.14449010334908963,1.8829368792694368e-06,4.044604651880945e-06
270,1,stage_1,270,10.0,1.0,1000,0.742828369140625,0.001926422119140625,0.0,0.001926422119140625,0.23570323032423254,nan,0.004038643272127956,0.1447624641209841,1.9002249747472889e-06,4.014067955722567e-06
280,1,stage_1,280,10.0,1.0,1000,0.742828369140625,0.0029144287109375,0.0,0.0029144287109375,0.23612504490970163,nan,0.005734486026223749,0.14498408989608288,1.9108759215669124e-06,4.019746816766201e-06
290,1,stage_1,290,10.0,1.0,1000,0.742828369140625,0.002887725830078125,4.76837158203125e-06,0.0028924942016601562,0.23620838911699757,-0.1519631079422166,0.0040459171128459275,0.14526885901391506,1.944406446796165e-06,4.058908471961331e-06
300,1,stage_1,300,10.0,1.0,1000,0.742828369140625,0.00345611572265625,0.0,0.00345611572265625,0.23690023917162126,nan,0.006019835988990962,0.1452506912946701,1.954393611640626e-06,4.073529875768145e-06
310,1,stage_1,310,10.0,1.0,1000,0.742828369140625,0.004131317138671875,0.0,0.004131317138671875,0.23640252327126443,nan,0.006624839594587683,0.14542049308121205,1.9569373753256516e-06,4.03013315235512e-06
320,1,stage_1,320,10.0,1.0,1000,0.742828369140625,0.001934051513671875,9.5367431640625e-06,0.0019435882568359375,0.23313143246231066,-0.1682330187224424,0.007037098890170455,0.14560065379738807,1.9602841848609386e-06,4.031671940992965e-06
330,1,stage_1,330,10.0,1.0,1000,0.742828369140625,0.001995086669921875,4.76837158203125e-06,0.0019998550415039062,0.23382842297518383,-0.21543183030961602,0.011361486055888236,0.1462536798119545,1.970162374391293e-06,4.044423526920582e-06
340,1,stage_1,340,10.0,1.0,1000,0.742828369140625,0.00260162353515625,0.0,0.00260162353515625,0.23437621089287605,nan,0.011087031682953238,0.14609538148343562,1.9930160981402877e-06,4.058366334447782e-06
350,1,stage_1,350,10.0,1.0,1000,0.742828369140625,0.002315521240234375,0.0,0.002315521240234375,0.2329834482016372,nan,0.008444854871369898,0.14639837622642518,2.00075997759086e-06,4.07570894140008e-06
360,1,stage_1,360,10.0,1.0,1000,0.742828369140625,0.00313568115234375,4.76837158203125e-06,0.0031404495239257812,0.23492047252326198,-0.18241653867819557,0.007920981311239302,0.14655270105600357,2.0086763004201202e-06,4.079248870766605e-06
370,1,stage_1,370,10.0,1.0,1000,0.742828369140625,0.003574371337890625,4.76837158203125e-06,0.0035791397094726562,0.23507272763064221,-0.11506878797210714,0.007492540408391505,0.14667045186460018,2.0139133114298603e-06,4.076525357049832e-06
380,1,stage_1,380,10.0,1.0,1000,0.742828369140625,0.003376007080078125,9.5367431640625e-06,0.0033855438232421875,0.23425768129910723,-0.21241249588207312,0.011133056808263063,0.14670541721582414,2.013035785239481e-06,4.081758522715972e-06
390,1,stage_1,390,10.0,1.0,1000,0.742828369140625,0.00420379638671875,4.76837158203125e-06,0.004208564758300781,0.2350852695355368,-0.21550704666360435,0.0065837540770880875,0.14703981029987334,2.0215298932271255e-06,4.070629064244713e-06
400,1,stage_1,400,10.0,1.0,1000,0.742828369140625,0.003337860107421875,0.0,0.003337860107421875,0.2334556676740016,nan,0.007851528387051075,0.1468996538966894,2.0296990294355054e-06,4.074417086030735e-06
410,1,stage_1,410,10.0,1.0,1000,0.742828369140625,0.0024566650390625,4.76837158203125e-06,0.0024614334106445312,0.23162586871946506,-0.20415447526029926,0.006456012316048146,0.14713573767244817,2.039365111158986e-06,4.072885027198936e-06
420,1,stage_1,420,10.0,1.0,1000,0.742828369140625,0.001674652099609375,4.76837158203125e-06,0.0016794204711914062,0.22680083956419175,-0.21301805698479448,0.004605204367544502,0.1471138208657503,2.052450945711826e-06,4.098811392850621e-06
430,1,stage_1,430,10.0,1.0,1000,0.742828369140625,0.003360748291015625,0.0,0.003360748291015625,0.23220959898065932,nan,0.00822741137817502,0.14732092405855657,2.0634075012821996e-06,4.1183010544045826e-06
440,1,stage_1,440,10.0,1.0,1000,0.742828369140625,0.002414703369140625,4.76837158203125e-06,0.0024194717407226562,0.23055203638730878,-0.19480579778050336,0.007019316041376442,0.1471610845774412,2.0572504727169872e-06,4.105107702798705e-06
450,1,stage_1,450,10.0,1.0,1000,0.742828369140625,0.0023956298828125,4.76837158203125e-06,0.0024003982543945312,0.23088704873298435,-0.1959733443368733,0.005971069846302271,0.14740655069053174,2.061144294884798e-06,4.103998279788357e-06
460,1,stage_1,460,10.0,1.0,1000,0.742828369140625,0.00266265869140625,0.0,0.00266265869140625,0.23102451328087276,nan,0.007511257227044553,0.147271890103817,2.063264383423302e-06,4.106023413896764e-06
470,1,stage_1,470,10.0,1.0,1000,0.742828369140625,0.002471923828125,0.0,0.002471923828125,0.22984345221765642,nan,0.008447049407288432,0.14736045069992543,2.066734160962369e-06,4.1102691302512536e-06
480,1,stage_1,480,10.0,1.0,1000,0.742828369140625,0.00254058837890625,0.0,0.00254058837890625,0.22876418290914227,nan,0.009198511756025254,0.14730380354821682,2.067724285097938e-06,4.114352870601578e-06
490,1,stage_1,490,10.0,1.0,1000,0.742828369140625,0.002590179443359375,4.76837158203125e-06,0.0025949478149414062,0.22957642098070177,-0.19817290001413482,0.007367341879289597,0.14727350640296935,2.0706361337943236e-06,4.116973947475344e-06
500,1,stage_1,500,10.0,1.0,1000,0.742828369140625,0.002574920654296875,4.76837158203125e-06,0.0025796890258789062,0.2292241646139184,-0.19594865574884054,0.007676796563901007,0.1472675206065178,2.073282571245727e-06,4.122313733205374e-06
