global_epoch,stage,phase,stage_epoch,lr_weight,sr_weight,n_structures,amp_ref_rel,amp_pred_total_rel,amp_pred_long_rel,amp_pred_short_rel,corr_total_vs_ref,corr_long_vs_ref,mean_f_long_over_total,mean_q0_abs,mean_q1_norm,mean_q2_norm
10,1,stage_1,10,10.0,1.0,1000,0.742828369140625,0.013751983642578125,0.0,0.013751983642578125,-0.23902000411473426,nan,0.0034750936434138568,0.1508649761378765,1.7779268787307955e-06,3.7010651808486727e-06
20,1,stage_1,20,10.0,1.0,1000,0.742828369140625,0.00460052490234375,0.0,0.00460052490234375,0.23768188166729168,nan,0.003991727424319833,0.15349211789667605,1.6559644751623636e-06,3.892780471232982e-06
30,1,stage_1,30,10.0,1.0,1000,0.742828369140625,0.008205413818359375,9.5367431640625e-06,0.008195877075195312,0.23835081896544566,0.22803230723739537,0.002297588878078386,0.15256157451868058,1.7281540669955575e-06,4.293765599868493e-06
40,1,stage_1,40,10.0,1.0,1000,0.742828369140625,0.008663177490234375,0.0,0.008663177490234375,0.23823641918936567,nan,0.0018780931314686313,0.1507556639164686,1.700583788192489e-06,4.374532554720645e-06
50,1,stage_1,50,10.0,1.0,1000,0.742828369140625,0.01299285888671875,0.0,0.01299285888671875,0.23863851595622068,nan,0.002505410981597379,0.1470794314146042,1.667040324946356e-06,4.256872877249407e-06
60,1,stage_1,60,10.0,1.0,1000,0.742828369140625,0.00858306884765625,4.76837158203125e-06,0.008578300476074219,0.23838015412757385,0.10654286855433005,0.0026039309392217546,0.14525569155812262,1.6816868178466394e-06,4.202161661851278e-06
70,1,stage_1,70,10.0,1.0,1000,0.742828369140625,0.0095062255859375,4.76837158203125e-06,0.009501457214355469,0.2386643876649314,0.1980112581869043,0.0038862583150621505,0.14346228598058225,1.6837093579624707e-06,4.160570209023717e-06
80,1,stage_1,80,10.0,1.0,1000,0.742828369140625,0.007503509521484375,0.0,0.007503509521484375,0.2385830222597839,nan,0.005116389946546405,0.14071214358508588,1.6852153074751187e-06,4.141261862514511e-06
90,1,stage_1,90,10.0,1.0,1000,0.742828369140625,0.007450103759765625,4.76837158203125e-06,0.007445335388183594,0.23876377197545537,0.21039298693858777,0.003964577402453869,0.13822752830386162,1.6785673076356034e-06,4.118546262361633e-06
100,1,stage_1,100,10.0,1.0,1000,0.742828369140625,0.005077362060546875,0.0,0.005077362060546875,0.2382841233112754,nan,0.0037156443102285266,0.13728198759257793,1.6896448958050313e-06,4.1525268607074395e-06
