atom_index,Z,x,y,z,scalar_charge,sph_0,sph_1,sph_2,sph_3,sph_4,sph_5,sph_6,sph_7,sph_8,energy_short,energy_long
0.0000000000e+00,6.0000000000e+00,nan,nan,nan,5.3091907501e-01,-5.7327146642e-03,-1.7337018624e-02,9.6561219543e-03,-1.3384099584e-03,-2.0093159750e-02,3.1386371702e-02,-2.2762198001e-02,-1.3047764078e-02,1.1387454346e-02,-1.3419713080e-01,4.2819701135e-02
1.0000000000e+00,1.0000000000e+00,nan,nan,nan,9.2033839226e-01,-1.6963596863e-05,-3.1744046282e-05,-2.7877222237e-06,-1.2903282368e-05,-2.1014651793e-05,1.5775830207e-06,-3.1588629668e-07,3.3783173421e-05,-1.8410937628e-05,-4.0984842181e-01,3.2376900315e-02
2.0000000000e+00,1.0000000000e+00,nan,nan,nan,9.1341799498e-01,-1.0838110029e-05,-2.7561100069e-08,-1.2277227142e-05,-1.6424412479e-06,-2.3629199859e-05,-6.9096049629e-06,-1.1274987628e-05,5.5363707361e-06,-2.1665296117e-06,-4.2028105259e-01,3.2933242619e-02
3.0000000000e+00,6.0000000000e+00,nan,nan,nan,4.8678654432e-01,-3.8534287363e-02,-6.2469886616e-03,4.8220727593e-02,1.2946252711e-02,3.3242810518e-02,2.2581687197e-02,-7.3507368565e-02,-4.0125891566e-02,3.2652892172e-02,1.5149679780e-01,3.8861796260e-02
4.0000000000e+00,6.0000000000e+00,nan,nan,nan,5.4192411900e-01,-1.5294298530e-01,3.7245503627e-03,1.1167022586e-01,4.5961420983e-02,-2.4974483997e-02,-9.1617904603e-02,-1.8044111133e-01,-8.7009698153e-02,1.9538516179e-02,3.5552060604e-01,5.3407132626e-02
5.0000000000e+00,6.0000000000e+00,nan,nan,nan,4.2675840855e-01,-1.6763721704e+00,-1.3248330355e-01,5.2750134468e-01,7.7712647617e-02,2.0760139823e-01,7.0538771152e-01,1.8997867107e+00,1.2120771408e+00,-6.0547715425e-01,2.8193613887e-01,5.1522865891e-02
6.0000000000e+00,6.0000000000e+00,nan,nan,nan,6.5830123425e-01,-3.0764913186e-02,6.4963579644e-04,5.1544494927e-03,1.3599543832e-02,1.4775964431e-02,-5.8979596943e-02,-8.2105547190e-03,-3.2354032155e-03,-1.8962625414e-02,1.5597423911e-01,2.2913018242e-02
7.0000000000e+00,6.0000000000e+00,nan,nan,nan,5.3452956676e-01,-1.5831418037e+00,2.1814438701e-01,-3.7233048677e-01,2.6828520000e-02,7.5561445951e-01,1.0243790150e+00,-8.4089773893e-01,-5.1582467556e-01,-1.5021598339e+00,1.4724484086e-01,6.0618139803e-02
8.0000000000e+00,6.0000000000e+00,nan,nan,nan,6.6823089123e-01,-1.3436262310e-01,5.2493266761e-02,-7.8899666667e-02,3.1203966588e-02,-5.1044508815e-02,-6.4195469022e-02,8.2757666707e-02,4.3019343168e-02,1.7053824663e-01,1.8265147507e-01,5.5182285607e-02
9.0000000000e+00,6.0000000000e+00,nan,nan,nan,5.9164845943e-01,-8.4998309612e-03,1.3118160889e-02,-2.0774951205e-02,-6.0158227570e-03,-2.8921363875e-02,-1.5596522950e-02,-1.3383515179e-02,6.0908667743e-02,4.4546663761e-02,2.4652704597e-03,4.1284486651e-02
1.0000000000e+01,1.0000000000e+00,nan,nan,nan,9.2442256212e-01,-1.5650246496e-05,-2.0570764718e-06,-1.2659481285e-07,-2.4274922907e-06,1.8291955712e-05,-4.0507948142e-05,2.1029385607e-05,1.3647631931e-05,5.6133294493e-06,-3.9768484235e-01,3.2323241234e-02
1.1000000000e+01,1.0000000000e+00,nan,nan,nan,9.1756373644e-01,-1.1818271560e-05,-1.0096152891e-06,1.3929115994e-05,-6.3008551479e-06,-4.0864037146e-05,-1.7487167497e-05,6.9200359576e-06,-1.5963605620e-05,1.2666015209e-05,-4.0696668625e-01,3.2545812428e-02
1.2000000000e+01,6.0000000000e+00,nan,nan,nan,5.5955952406e-01,-2.8726260643e-03,3.5867723636e-03,-1.2094085105e-02,5.4929670878e-03,-2.5999404490e-02,-2.6060061529e-02,1.3491054066e-02,2.2184977308e-02,3.0080853030e-02,1.6153815389e-01,4.2609281838e-02
