Training set losses. Units: meV (U), meV/Å (F), meV (σ), % (R2)
    Step |      Loss |   U R2 |     U MAE |    U RMSE |   F R2 |     F MAE |    F RMSE
    4005 |  1.24e-01 |     -- |  9.95e+01 |  1.43e+02 |     -- |  2.68e+02 |  4.76e+02
    8010 |  2.43e-02 |     -- |  4.88e+01 |  6.17e+01 |     -- |  1.62e+02 |  2.12e+02
   12015 |  1.90e-02 |     -- |  3.78e+01 |  4.73e+01 |     -- |  1.44e+02 |  1.89e+02
   16020 |  1.59e-02 |     -- |  3.40e+01 |  4.29e+01 |     -- |  1.30e+02 |  1.73e+02
   20025 |  1.47e-02 |     -- |  2.92e+01 |  3.61e+01 |     -- |  1.25e+02 |  1.68e+02
   24030 |  1.31e-02 |     -- |  2.44e+01 |  3.07e+01 |     -- |  1.17e+02 |  1.59e+02
   28035 |  1.22e-02 |     -- |  2.33e+01 |  2.87e+01 |     -- |  1.12e+02 |  1.54e+02
   32040 |  1.15e-02 |     -- |  2.27e+01 |  2.89e+01 |     -- |  1.08e+02 |  1.49e+02
   36045 |  1.11e-02 |     -- |  2.35e+01 |  2.98e+01 |     -- |  1.05e+02 |  1.46e+02
   40050 |  1.03e-02 |     -- |  2.25e+01 |  2.82e+01 |     -- |  1.01e+02 |  1.41e+02
   44055 |  9.94e-03 |     -- |  2.36e+01 |  3.00e+01 |     -- |  9.83e+01 |  1.38e+02
   48060 |  9.10e-03 |     -- |  1.82e+01 |  2.27e+01 |     -- |  9.50e+01 |  1.33e+02
   52065 |  8.38e-03 |     -- |  1.89e+01 |  2.38e+01 |     -- |  9.02e+01 |  1.27e+02
   56070 |  7.96e-03 |     -- |  2.00e+01 |  2.49e+01 |     -- |  8.74e+01 |  1.24e+02
   60075 |  7.52e-03 |     -- |  2.03e+01 |  2.49e+01 |     -- |  8.46e+01 |  1.20e+02
   64080 |  7.19e-03 |     -- |  2.01e+01 |  2.48e+01 |     -- |  8.26e+01 |  1.17e+02
   68085 |  6.59e-03 |     -- |  1.66e+01 |  2.09e+01 |     -- |  7.90e+01 |  1.13e+02
   72090 |  6.47e-03 |     -- |  1.80e+01 |  2.25e+01 |     -- |  7.78e+01 |  1.11e+02
   76095 |  6.32e-03 |     -- |  1.92e+01 |  2.52e+01 |     -- |  7.66e+01 |  1.10e+02
   80100 |  5.83e-03 |     -- |  1.56e+01 |  1.98e+01 |     -- |  7.38e+01 |  1.06e+02
   84105 |  5.59e-03 |     -- |  1.55e+01 |  1.95e+01 |     -- |  7.23e+01 |  1.04e+02
   88110 |  5.35e-03 |     -- |  1.28e+01 |  1.60e+01 |     -- |  7.07e+01 |  1.02e+02
   92115 |  5.12e-03 |     -- |  1.65e+01 |  2.09e+01 |     -- |  6.82e+01 |  9.90e+01
   96120 |  4.87e-03 |     -- |  1.49e+01 |  1.85e+01 |     -- |  6.64e+01 |  9.69e+01
  100125 |  4.69e-03 |     -- |  1.29e+01 |  1.62e+01 |     -- |  6.56e+01 |  9.55e+01
  104130 |  4.58e-03 |     -- |  1.43e+01 |  1.79e+01 |     -- |  6.41e+01 |  9.40e+01
  108135 |  4.46e-03 |     -- |  1.43e+01 |  1.77e+01 |     -- |  6.31e+01 |  9.28e+01
  112140 |  4.35e-03 |     -- |  1.45e+01 |  1.80e+01 |     -- |  6.22e+01 |  9.15e+01
  116145 |  4.25e-03 |     -- |  1.44e+01 |  1.80e+01 |     -- |  6.15e+01 |  9.04e+01
  120150 |  4.16e-03 |     -- |  1.34e+01 |  1.67e+01 |     -- |  6.08e+01 |  8.97e+01
  124155 |  3.91e-03 |     -- |  1.13e+01 |  1.44e+01 |     -- |  5.94e+01 |  8.73e+01
  128160 |  3.97e-03 |     -- |  1.36e+01 |  1.68e+01 |     -- |  5.91e+01 |  8.75e+01
  132165 |  3.87e-03 |     -- |  1.34e+01 |  1.63e+01 |     -- |  5.82e+01 |  8.65e+01
  136170 |  3.72e-03 |     -- |  1.26e+01 |  1.54e+01 |     -- |  5.75e+01 |  8.48e+01
  140175 |  3.64e-03 |     -- |  1.14e+01 |  1.43e+01 |     -- |  5.67e+01 |  8.41e+01
  144180 |  3.68e-03 |     -- |  1.22e+01 |  1.50e+01 |     -- |  5.70e+01 |  8.45e+01
  148185 |  3.58e-03 |     -- |  1.14e+01 |  1.44e+01 |     -- |  5.62e+01 |  8.33e+01
  152190 |  3.54e-03 |     -- |  1.19e+01 |  1.50e+01 |     -- |  5.58e+01 |  8.28e+01
  156195 |  3.61e-03 |     -- |  1.28e+01 |  1.57e+01 |     -- |  5.61e+01 |  8.35e+01
  160200 |  3.32e-03 |     -- |  1.20e+01 |  1.49e+01 |     -- |  5.40e+01 |  8.01e+01
  164205 |  3.39e-03 |     -- |  1.13e+01 |  1.40e+01 |     -- |  5.44e+01 |  8.11e+01
  168210 |  3.35e-03 |     -- |  1.10e+01 |  1.39e+01 |     -- |  5.44e+01 |  8.07e+01
  172215 |  3.28e-03 |     -- |  1.12e+01 |  1.39e+01 |     -- |  5.37e+01 |  7.98e+01
  176220 |  3.30e-03 |     -- |  1.11e+01 |  1.38e+01 |     -- |  5.37e+01 |  8.01e+01
  180225 |  3.16e-03 |     -- |  9.65e+00 |  1.23e+01 |     -- |  5.28e+01 |  7.85e+01
  184230 |  3.22e-03 |     -- |  1.08e+01 |  1.37e+01 |     -- |  5.32e+01 |  7.91e+01
  188235 |  3.18e-03 |     -- |  1.20e+01 |  1.52e+01 |     -- |  5.25e+01 |  7.83e+01
  192240 |  3.04e-03 |     -- |  9.31e+00 |  1.19e+01 |     -- |  5.16e+01 |  7.71e+01
  196245 |  3.15e-03 |     -- |  1.05e+01 |  1.30e+01 |     -- |  5.26e+01 |  7.83e+01
  200250 |  3.17e-03 |     -- |  1.08e+01 |  1.40e+01 |     -- |  5.24e+01 |  7.84e+01
  204255 |  3.14e-03 |     -- |  1.17e+01 |  1.44e+01 |     -- |  5.22e+01 |  7.79e+01
  208260 |  3.05e-03 |     -- |  1.12e+01 |  1.42e+01 |     -- |  5.17e+01 |  7.68e+01
  212265 |  2.94e-03 |     -- |  1.17e+01 |  1.47e+01 |     -- |  5.03e+01 |  7.53e+01
  216270 |  2.91e-03 |     -- |  1.04e+01 |  1.28e+01 |     -- |  5.03e+01 |  7.52e+01
  220275 |  2.93e-03 |     -- |  9.21e+00 |  1.22e+01 |     -- |  5.06e+01 |  7.55e+01
  224280 |  2.86e-03 |     -- |  9.59e+00 |  1.22e+01 |     -- |  4.99e+01 |  7.46e+01
  228285 |  2.89e-03 |     -- |  9.89e+00 |  1.26e+01 |     -- |  5.02e+01 |  7.49e+01
  232290 |  2.83e-03 |     -- |  8.95e+00 |  1.12e+01 |     -- |  4.97e+01 |  7.44e+01
  236295 |  2.84e-03 |     -- |  1.04e+01 |  1.29e+01 |     -- |  4.95e+01 |  7.42e+01
  240300 |  2.87e-03 |     -- |  1.03e+01 |  1.30e+01 |     -- |  5.00e+01 |  7.46e+01
  244305 |  2.85e-03 |     -- |  9.50e+00 |  1.19e+01 |     -- |  4.99e+01 |  7.45e+01
  248310 |  2.85e-03 |     -- |  1.14e+01 |  1.40e+01 |     -- |  4.97e+01 |  7.42e+01
  252315 |  2.69e-03 |     -- |  1.09e+01 |  1.32e+01 |     -- |  4.82e+01 |  7.21e+01
  256320 |  2.71e-03 |     -- |  1.02e+01 |  1.29e+01 |     -- |  4.86e+01 |  7.25e+01
  260325 |  2.70e-03 |     -- |  9.85e+00 |  1.24e+01 |     -- |  4.85e+01 |  7.24e+01
  264330 |  2.70e-03 |     -- |  9.33e+00 |  1.18e+01 |     -- |  4.87e+01 |  7.25e+01
  268335 |  2.58e-03 |     -- |  9.76e+00 |  1.23e+01 |     -- |  4.75e+01 |  7.08e+01
  272340 |  2.68e-03 |     -- |  9.17e+00 |  1.17e+01 |     -- |  4.82e+01 |  7.23e+01
  276345 |  2.63e-03 |     -- |  9.05e+00 |  1.14e+01 |     -- |  4.77e+01 |  7.16e+01
  280350 |  2.60e-03 |     -- |  1.08e+01 |  1.36e+01 |     -- |  4.75e+01 |  7.08e+01
  284355 |  2.54e-03 |     -- |  9.16e+00 |  1.14e+01 |     -- |  4.71e+01 |  7.04e+01
  288360 |  2.58e-03 |     -- |  9.48e+00 |  1.21e+01 |     -- |  4.74e+01 |  7.08e+01
  292365 |  2.50e-03 |     -- |  9.33e+00 |  1.19e+01 |     -- |  4.69e+01 |  6.97e+01
  296370 |  2.55e-03 |     -- |  9.15e+00 |  1.14e+01 |     -- |  4.71e+01 |  7.05e+01
  300375 |  2.43e-03 |     -- |  8.22e+00 |  1.04e+01 |     -- |  4.61e+01 |  6.90e+01
  304380 |  2.48e-03 |     -- |  1.02e+01 |  1.27e+01 |     -- |  4.63e+01 |  6.92e+01
  308385 |  2.60e-03 |     -- |  9.92e+00 |  1.27e+01 |     -- |  4.75e+01 |  7.10e+01
  312390 |  2.57e-03 |     -- |  7.96e+00 |  1.03e+01 |     -- |  4.74e+01 |  7.09e+01
  316395 |  2.40e-03 |     -- |  9.46e+00 |  1.21e+01 |     -- |  4.57e+01 |  6.82e+01
  320400 |  2.40e-03 |     -- |  9.61e+00 |  1.20e+01 |     -- |  4.58e+01 |  6.82e+01
  324405 |  2.43e-03 |     -- |  9.46e+00 |  1.18e+01 |     -- |  4.60e+01 |  6.87e+01
  328410 |  2.40e-03 |     -- |  9.34e+00 |  1.20e+01 |     -- |  4.56e+01 |  6.83e+01
  332415 |  2.40e-03 |     -- |  9.42e+00 |  1.18e+01 |     -- |  4.56e+01 |  6.82e+01
  336420 |  2.36e-03 |     -- |  1.08e+01 |  1.35e+01 |     -- |  4.51e+01 |  6.74e+01
  340425 |  2.42e-03 |     -- |  9.17e+00 |  1.14e+01 |     -- |  4.58e+01 |  6.86e+01
  344430 |  2.51e-03 |     -- |  8.70e+00 |  1.12e+01 |     -- |  4.68e+01 |  6.99e+01
  348435 |  2.36e-03 |     -- |  8.90e+00 |  1.14e+01 |     -- |  4.54e+01 |  6.77e+01
  352440 |  2.27e-03 |     -- |  9.32e+00 |  1.20e+01 |     -- |  4.45e+01 |  6.63e+01
  356445 |  2.29e-03 |     -- |  9.64e+00 |  1.21e+01 |     -- |  4.46e+01 |  6.66e+01
  360450 |  2.27e-03 |     -- |  8.65e+00 |  1.11e+01 |     -- |  4.45e+01 |  6.65e+01
  364455 |  2.22e-03 |     -- |  7.62e+00 |  9.74e+00 |     -- |  4.40e+01 |  6.60e+01
  368460 |  2.37e-03 |     -- |  1.09e+01 |  1.37e+01 |     -- |  4.53e+01 |  6.75e+01
  372465 |  2.29e-03 |     -- |  8.62e+00 |  1.10e+01 |     -- |  4.46e+01 |  6.67e+01
  376470 |  2.32e-03 |     -- |  8.40e+00 |  1.08e+01 |     -- |  4.52e+01 |  6.73e+01
  380475 |  2.28e-03 |     -- |  1.08e+01 |  1.35e+01 |     -- |  4.43e+01 |  6.61e+01
  384480 |  2.25e-03 |     -- |  9.49e+00 |  1.20e+01 |     -- |  4.45e+01 |  6.60e+01
  388485 |  2.16e-03 |     -- |  8.63e+00 |  1.08e+01 |     -- |  4.35e+01 |  6.48e+01
  392490 |  2.30e-03 |     -- |  8.93e+00 |  1.16e+01 |     -- |  4.47e+01 |  6.69e+01
  396495 |  2.14e-03 |     -- |  9.08e+00 |  1.15e+01 |     -- |  4.32e+01 |  6.44e+01
  400500 |  2.19e-03 |     -- |  8.30e+00 |  1.07e+01 |     -- |  4.35e+01 |  6.53e+01
