Training set losses. Units: meV (U), meV/Å (F), meV (σ), % (R2)
    Step |      Loss |   U R2 |     U MAE |    U RMSE |   F R2 |     F MAE |    F RMSE
    4000 |  1.29e-01 |     -- |  8.67e+01 |  1.13e+02 |     -- |  2.63e+02 |  4.96e+02
    8000 |  2.15e-02 |     -- |  4.12e+01 |  5.25e+01 |     -- |  1.54e+02 |  2.01e+02
   12000 |  1.84e-02 |     -- |  4.30e+01 |  5.45e+01 |     -- |  1.41e+02 |  1.84e+02
   16000 |  1.64e-02 |     -- |  3.85e+01 |  4.73e+01 |     -- |  1.33e+02 |  1.75e+02
   20000 |  1.55e-02 |     -- |  3.33e+01 |  4.13e+01 |     -- |  1.31e+02 |  1.71e+02
   24000 |  1.50e-02 |     -- |  3.16e+01 |  3.97e+01 |     -- |  1.28e+02 |  1.69e+02
   28000 |  1.42e-02 |     -- |  3.16e+01 |  4.07e+01 |     -- |  1.24e+02 |  1.63e+02
   32000 |  1.36e-02 |     -- |  2.79e+01 |  3.50e+01 |     -- |  1.22e+02 |  1.61e+02
   36000 |  1.35e-02 |     -- |  3.02e+01 |  3.78e+01 |     -- |  1.21e+02 |  1.60e+02
   40000 |  1.32e-02 |     -- |  2.97e+01 |  3.71e+01 |     -- |  1.19e+02 |  1.58e+02
   44000 |  1.30e-02 |     -- |  2.94e+01 |  3.64e+01 |     -- |  1.18e+02 |  1.57e+02
   48000 |  1.27e-02 |     -- |  2.65e+01 |  3.32e+01 |     -- |  1.17e+02 |  1.56e+02
   52000 |  1.24e-02 |     -- |  2.57e+01 |  3.18e+01 |     -- |  1.16e+02 |  1.54e+02
   56000 |  1.23e-02 |     -- |  2.41e+01 |  3.04e+01 |     -- |  1.16e+02 |  1.54e+02
   60000 |  1.20e-02 |     -- |  2.42e+01 |  3.04e+01 |     -- |  1.14e+02 |  1.52e+02
   64000 |  1.19e-02 |     -- |  2.34e+01 |  2.94e+01 |     -- |  1.14e+02 |  1.52e+02
   68000 |  1.17e-02 |     -- |  2.26e+01 |  2.81e+01 |     -- |  1.13e+02 |  1.50e+02
   72000 |  1.17e-02 |     -- |  2.36e+01 |  2.96e+01 |     -- |  1.13e+02 |  1.50e+02
   76000 |  1.17e-02 |     -- |  2.26e+01 |  2.83e+01 |     -- |  1.13e+02 |  1.50e+02
   80000 |  1.15e-02 |     -- |  2.24e+01 |  2.78e+01 |     -- |  1.11e+02 |  1.49e+02
   84000 |  1.15e-02 |     -- |  2.15e+01 |  2.71e+01 |     -- |  1.12e+02 |  1.49e+02
   88000 |  1.13e-02 |     -- |  1.99e+01 |  2.49e+01 |     -- |  1.11e+02 |  1.49e+02
   92000 |  1.12e-02 |     -- |  2.12e+01 |  2.65e+01 |     -- |  1.10e+02 |  1.47e+02
   96000 |  1.11e-02 |     -- |  2.03e+01 |  2.53e+01 |     -- |  1.09e+02 |  1.47e+02
  100000 |  1.11e-02 |     -- |  2.26e+01 |  2.81e+01 |     -- |  1.09e+02 |  1.46e+02
  104000 |  1.09e-02 |     -- |  2.20e+01 |  2.75e+01 |     -- |  1.08e+02 |  1.45e+02
