train,"{'mae': 134964.171875, 'rmse': 135443.34375}","{'mae': 569.2745971679688, 'rmse': 1260.933837890625}"
val,"{'mae': 110382.9296875, 'rmse': 110383.140625}","{'mae': 968.098876953125, 'rmse': 2195.507568359375}"
train,"{'mae': 83492.3203125, 'rmse': 85061.5859375}","{'mae': 1334.224365234375, 'rmse': 2463.69921875}"
val,"{'mae': 66139.078125, 'rmse': 66139.5625}","{'mae': 1184.70458984375, 'rmse': 2305.87158203125}"
train,"{'mae': 43356.55078125, 'rmse': 44610.73046875}","{'mae': 1190.0745849609375, 'rmse': 2172.063720703125}"
val,"{'mae': 32681.515625, 'rmse': 32685.263671875}","{'mae': 916.2722778320312, 'rmse': 1725.43408203125}"
train,"{'mae': 35605.703125, 'rmse': 36204.69140625}","{'mae': 1123.990478515625, 'rmse': 2006.6527099609375}"
val,"{'mae': 39311.3984375, 'rmse': 39320.828125}","{'mae': 1161.2216796875, 'rmse': 2068.0615234375}"
train,"{'mae': 18499.197265625, 'rmse': 21621.07421875}","{'mae': 926.5404052734375, 'rmse': 1681.65673828125}"
val,"{'mae': 10373.77734375, 'rmse': 10377.62109375}","{'mae': 1134.6239013671875, 'rmse': 1657.2015380859375}"
train,"{'mae': 6058.88525390625, 'rmse': 7050.83935546875}","{'mae': 502.5177307128906, 'rmse': 867.7832641601562}"
val,"{'mae': 2992.23046875, 'rmse': 3003.9814453125}","{'mae': 461.0267333984375, 'rmse': 679.2415771484375}"
train,"{'mae': 1408.5404052734375, 'rmse': 1664.740478515625}","{'mae': 229.96420288085938, 'rmse': 394.3404235839844}"
val,"{'mae': 1102.0545654296875, 'rmse': 1107.31201171875}","{'mae': 309.99200439453125, 'rmse': 459.207275390625}"
train,"{'mae': 1176.953857421875, 'rmse': 1433.3182373046875}","{'mae': 205.7689971923828, 'rmse': 352.7828369140625}"
val,"{'mae': 668.7364501953125, 'rmse': 671.8433227539062}","{'mae': 186.05496215820312, 'rmse': 299.3205261230469}"
train,"{'mae': 1637.6282958984375, 'rmse': 2056.470947265625}","{'mae': 230.1919708251953, 'rmse': 401.6130065917969}"
val,"{'mae': 3663.569580078125, 'rmse': 3666.15283203125}","{'mae': 172.5772247314453, 'rmse': 298.7388000488281}"
train,"{'mae': 1611.6568603515625, 'rmse': 1981.5740966796875}","{'mae': 220.08712768554688, 'rmse': 382.02337646484375}"
val,"{'mae': 1892.7852783203125, 'rmse': 1894.6328125}","{'mae': 159.90377807617188, 'rmse': 263.0137634277344}"
train,"{'mae': 483.2618103027344, 'rmse': 600.5260009765625}","{'mae': 110.35204315185547, 'rmse': 190.19906616210938}"
val,"{'mae': 1021.13720703125, 'rmse': 1026.2896728515625}","{'mae': 118.89309692382812, 'rmse': 232.83612060546875}"
train,"{'mae': 398.5443420410156, 'rmse': 497.64642333984375}","{'mae': 95.82463073730469, 'rmse': 164.26507568359375}"
val,"{'mae': 840.5841674804688, 'rmse': 841.7581787109375}","{'mae': 102.69955444335938, 'rmse': 162.37623596191406}"
train,"{'mae': 671.5950927734375, 'rmse': 882.7994995117188}","{'mae': 124.05164337158203, 'rmse': 221.0426788330078}"
val,"{'mae': 220.1217498779297, 'rmse': 289.9957580566406}","{'mae': 127.35192108154297, 'rmse': 215.5312957763672}"
train,"{'mae': 545.4817504882812, 'rmse': 688.3018188476562}","{'mae': 107.53817749023438, 'rmse': 188.67283630371094}"
val,"{'mae': 560.5479125976562, 'rmse': 569.9210205078125}","{'mae': 80.07568359375, 'rmse': 143.59048461914062}"
train,"{'mae': 188.6921844482422, 'rmse': 237.59584045410156}","{'mae': 55.19354248046875, 'rmse': 96.00773620605469}"
val,"{'mae': 145.81051635742188, 'rmse': 150.8051300048828}","{'mae': 44.53899002075195, 'rmse': 73.55184173583984}"
train,"{'mae': 152.5480499267578, 'rmse': 191.26451110839844}","{'mae': 46.99764633178711, 'rmse': 82.04338073730469}"
val,"{'mae': 212.16256713867188, 'rmse': 212.96519470214844}","{'mae': 50.61471939086914, 'rmse': 81.35809326171875}"
train,"{'mae': 213.17877197265625, 'rmse': 278.41864013671875}","{'mae': 55.4865837097168, 'rmse': 98.12400817871094}"
val,"{'mae': 388.8973693847656, 'rmse': 391.7333679199219}","{'mae': 84.9135971069336, 'rmse': 131.2852020263672}"
train,"{'mae': 170.853759765625, 'rmse': 218.22021484375}","{'mae': 43.001060485839844, 'rmse': 76.07706451416016}"
val,"{'mae': 52.21643829345703, 'rmse': 60.70855712890625}","{'mae': 28.197338104248047, 'rmse': 49.53019332885742}"
train,"{'mae': 54.31785583496094, 'rmse': 69.52767944335938}","{'mae': 19.741872787475586, 'rmse': 35.30803680419922}"
val,"{'mae': 52.963871002197266, 'rmse': 64.15843963623047}","{'mae': 22.356042861938477, 'rmse': 45.10357666015625}"
train,"{'mae': 38.469234466552734, 'rmse': 49.99996566772461}","{'mae': 14.067076683044434, 'rmse': 25.83421516418457}"
val,"{'mae': 35.43227767944336, 'rmse': 37.10769271850586}","{'mae': 9.5704927444458, 'rmse': 16.129316329956055}"
train,"{'mae': 16.11727523803711, 'rmse': 21.25115394592285}","{'mae': 7.772055149078369, 'rmse': 14.832096099853516}"
