Training set losses. Units: meV (U), meV/Å (F), meV (σ), % (R2)
    Step |      Loss |   U R2 |     U MAE |    U RMSE |   F R2 |     F MAE |    F RMSE
    4005 |  9.35e-02 |     -- |  1.02e+02 |  1.41e+02 |     -- |  2.44e+02 |  4.09e+02
    8010 |  2.19e-02 |     -- |  4.84e+01 |  6.26e+01 |     -- |  1.53e+02 |  2.00e+02
   12015 |  1.62e-02 |     -- |  3.89e+01 |  4.86e+01 |     -- |  1.31e+02 |  1.73e+02
   16020 |  1.21e-02 |     -- |  3.42e+01 |  4.28e+01 |     -- |  1.12e+02 |  1.50e+02
   20025 |  1.01e-02 |     -- |  2.86e+01 |  3.59e+01 |     -- |  1.01e+02 |  1.38e+02
   24030 |  7.89e-03 |     -- |  2.90e+01 |  3.64e+01 |     -- |  8.60e+01 |  1.20e+02
   28035 |  6.32e-03 |     -- |  2.78e+01 |  3.48e+01 |     -- |  7.49e+01 |  1.07e+02
   32040 |  5.17e-03 |     -- |  2.37e+01 |  3.06e+01 |     -- |  6.74e+01 |  9.70e+01
   36045 |  4.38e-03 |     -- |  2.07e+01 |  2.59e+01 |     -- |  6.23e+01 |  9.00e+01
   40050 |  4.00e-03 |     -- |  2.18e+01 |  2.74e+01 |     -- |  5.83e+01 |  8.51e+01
   44055 |  3.71e-03 |     -- |  1.78e+01 |  2.30e+01 |     -- |  5.68e+01 |  8.30e+01
   48060 |  3.33e-03 |     -- |  1.79e+01 |  2.22e+01 |     -- |  5.36e+01 |  7.85e+01
   52065 |  3.25e-03 |     -- |  1.78e+01 |  2.30e+01 |     -- |  5.23e+01 |  7.73e+01
   56070 |  2.84e-03 |     -- |  1.47e+01 |  1.92e+01 |     -- |  4.95e+01 |  7.29e+01
   60075 |  2.74e-03 |     -- |  1.44e+01 |  1.87e+01 |     -- |  4.83e+01 |  7.17e+01
   64080 |  2.62e-03 |     -- |  1.55e+01 |  2.00e+01 |     -- |  4.68e+01 |  6.96e+01
   68085 |  2.55e-03 |     -- |  1.40e+01 |  1.78e+01 |     -- |  4.66e+01 |  6.91e+01
   72090 |  2.43e-03 |     -- |  1.32e+01 |  1.72e+01 |     -- |  4.52e+01 |  6.75e+01
   76095 |  2.28e-03 |     -- |  1.30e+01 |  1.65e+01 |     -- |  4.36e+01 |  6.55e+01
   80100 |  2.16e-03 |     -- |  1.30e+01 |  1.72e+01 |     -- |  4.23e+01 |  6.34e+01
   84105 |  2.07e-03 |     -- |  1.08e+01 |  1.37e+01 |     -- |  4.18e+01 |  6.29e+01
   88110 |  2.03e-03 |     -- |  1.26e+01 |  1.61e+01 |     -- |  4.10e+01 |  6.16e+01
   92115 |  1.88e-03 |     -- |  1.15e+01 |  1.44e+01 |     -- |  3.94e+01 |  5.97e+01
   96120 |  1.84e-03 |     -- |  1.15e+01 |  1.47e+01 |     -- |  3.89e+01 |  5.88e+01
  100125 |  1.82e-03 |     -- |  1.17e+01 |  1.49e+01 |     -- |  3.87e+01 |  5.85e+01
  104130 |  1.89e-03 |     -- |  1.09e+01 |  1.37e+01 |     -- |  3.99e+01 |  5.99e+01
