5.5 0.01 0.003380 0.004520 0.125222 0.164231
5.5 0.05 0.002512 0.003235 0.094031 0.122536
5.5 0.1 0.002332 0.003000 0.088239 0.113670
5.5 0.2 0.002206 0.002851 0.082994 0.106638
5.5 0.4 0.002069 0.002707 0.079254 0.100730
5.5 0.6 0.002047 0.002550 0.078111 0.099159
5.5 0.9 0.002053 0.002710 0.075180 0.095844
