4-mp1 0.01 0.001266 0.001717 0.047744 0.086443
4-mp1 0.05 0.000205 0.000599 0.010121 0.035684
4-mp1 0.1 0.000122 0.000353 0.006180 0.017385
4-mp1 0.2 0.000083 0.000322 0.004873 0.027502
4-mp1 0.4 0.000064 0.000271 0.004232 0.015355
4-mp1 0.6 0.000070 0.000434 0.003973 0.018391
4-mp1 0.9 0.000034 0.000042 0.003568 0.005402
