Training set losses. Units: meV (U), meV/Å (F), meV (σ), % (R2)
    Step |      Loss |   U R2 |     U MAE |    U RMSE |   F R2 |     F MAE |    F RMSE
    4005 |  9.35e-02 |     -- |  9.61e+01 |  1.39e+02 |     -- |  2.44e+02 |  4.09e+02
    8010 |  2.24e-02 |     -- |  5.20e+01 |  6.67e+01 |     -- |  1.54e+02 |  2.01e+02
   12015 |  1.58e-02 |     -- |  3.78e+01 |  4.75e+01 |     -- |  1.30e+02 |  1.71e+02
   16020 |  1.25e-02 |     -- |  3.78e+01 |  4.72e+01 |     -- |  1.13e+02 |  1.51e+02
   20025 |  9.68e-03 |     -- |  3.04e+01 |  3.97e+01 |     -- |  9.73e+01 |  1.33e+02
   24030 |  7.40e-03 |     -- |  2.72e+01 |  3.47e+01 |     -- |  8.30e+01 |  1.17e+02
   28035 |  5.82e-03 |     -- |  2.47e+01 |  3.14e+01 |     -- |  7.22e+01 |  1.03e+02
   32040 |  5.13e-03 |     -- |  2.43e+01 |  3.09e+01 |     -- |  6.68e+01 |  9.65e+01
   36045 |  4.19e-03 |     -- |  2.08e+01 |  2.59e+01 |     -- |  6.07e+01 |  8.78e+01
   40050 |  3.95e-03 |     -- |  2.20e+01 |  2.82e+01 |     -- |  5.78e+01 |  8.43e+01
   44055 |  3.68e-03 |     -- |  2.28e+01 |  2.72e+01 |     -- |  5.58e+01 |  8.14e+01
   48060 |  3.34e-03 |     -- |  1.66e+01 |  2.11e+01 |     -- |  5.39e+01 |  7.90e+01
   52065 |  3.30e-03 |     -- |  1.97e+01 |  2.47e+01 |     -- |  5.26e+01 |  7.74e+01
   56070 |  3.04e-03 |     -- |  1.65e+01 |  2.13e+01 |     -- |  5.09e+01 |  7.50e+01
   60075 |  2.65e-03 |     -- |  1.52e+01 |  1.95e+01 |     -- |  4.76e+01 |  7.02e+01
   64080 |  2.52e-03 |     -- |  1.57e+01 |  2.03e+01 |     -- |  4.56e+01 |  6.80e+01
   68085 |  2.40e-03 |     -- |  1.62e+01 |  2.01e+01 |     -- |  4.43e+01 |  6.63e+01
   72090 |  2.38e-03 |     -- |  1.41e+01 |  1.79e+01 |     -- |  4.46e+01 |  6.66e+01
   76095 |  2.23e-03 |     -- |  1.29e+01 |  1.66e+01 |     -- |  4.32e+01 |  6.46e+01
   80100 |  2.22e-03 |     -- |  1.46e+01 |  1.84e+01 |     -- |  4.25e+01 |  6.41e+01
   84105 |  1.94e-03 |     -- |  1.12e+01 |  1.49e+01 |     -- |  4.03e+01 |  6.04e+01
   88110 |  1.90e-03 |     -- |  1.19e+01 |  1.48e+01 |     -- |  3.97e+01 |  5.99e+01
   92115 |  1.86e-03 |     -- |  1.10e+01 |  1.45e+01 |     -- |  3.89e+01 |  5.92e+01
   96120 |  1.73e-03 |     -- |  1.15e+01 |  1.44e+01 |     -- |  3.75e+01 |  5.71e+01
  100125 |  1.76e-03 |     -- |  1.10e+01 |  1.38e+01 |     -- |  3.78e+01 |  5.78e+01
  104130 |  1.63e-03 |     -- |  1.06e+01 |  1.39e+01 |     -- |  3.62e+01 |  5.53e+01
  108135 |  1.80e-03 |     -- |  1.01e+01 |  1.28e+01 |     -- |  3.83e+01 |  5.86e+01
  112140 |  1.64e-03 |     -- |  1.08e+01 |  1.37e+01 |     -- |  3.68e+01 |  5.56e+01
  116145 |  1.63e-03 |     -- |  9.86e+00 |  1.22e+01 |     -- |  3.61e+01 |  5.57e+01
  120150 |  1.71e-03 |     -- |  1.17e+01 |  1.49e+01 |     -- |  3.68e+01 |  5.66e+01
  124155 |  1.49e-03 |     -- |  9.47e+00 |  1.20e+01 |     -- |  3.46e+01 |  5.33e+01
  128160 |  1.50e-03 |     -- |  9.94e+00 |  1.25e+01 |     -- |  3.47e+01 |  5.34e+01
  132165 |  1.48e-03 |     -- |  8.52e+00 |  1.08e+01 |     -- |  3.47e+01 |  5.33e+01
  136170 |  1.41e-03 |     -- |  9.45e+00 |  1.22e+01 |     -- |  3.35e+01 |  5.16e+01
  140175 |  1.42e-03 |     -- |  9.95e+00 |  1.25e+01 |     -- |  3.34e+01 |  5.19e+01
  144180 |  1.37e-03 |     -- |  9.14e+00 |  1.18e+01 |     -- |  3.31e+01 |  5.10e+01
  148185 |  1.41e-03 |     -- |  9.02e+00 |  1.17e+01 |     -- |  3.34e+01 |  5.18e+01
