atom_index,Z,x,y,z,scalar_charge,sph_0,sph_1,sph_2,sph_3,sph_4,sph_5,sph_6,sph_7,sph_8,energy_short,energy_long
0.0000000000e+00,6.0000000000e+00,nan,nan,nan,-5.3138965368e-01,-3.3620831370e-01,-1.3563621789e-02,1.0056653023e+00,6.0572791100e-01,8.2176691294e-01,-6.8249791861e-01,1.1462247372e+00,4.6927672625e-01,-7.6020783186e-01,-9.3073743582e-01,8.7680764496e-02
1.0000000000e+00,1.0000000000e+00,nan,nan,nan,9.5929533243e-01,1.6808931250e-03,1.9576883642e-04,5.9113898315e-03,2.8451585677e-03,-2.2593751550e-02,1.2078939937e-02,-1.6849681735e-02,6.5899738111e-03,9.8365722224e-03,5.9956443310e-01,1.4496660233e-01
2.0000000000e+00,1.0000000000e+00,nan,nan,nan,9.5988970995e-01,7.9142296454e-04,2.0998566470e-04,4.2065004818e-03,2.1202550270e-03,-1.6708837822e-02,1.6996687278e-02,-1.0666508228e-02,6.0272598639e-03,1.1577291414e-02,5.9545916319e-01,1.4497919381e-01
3.0000000000e+00,6.0000000000e+00,nan,nan,nan,-5.2440345287e-01,7.6721375808e-04,-3.4304935485e-02,1.2425468117e-01,2.4847907946e-02,-1.1846717447e-02,4.5867756009e-02,2.6553681120e-02,1.0777686723e-02,2.2774266079e-02,-5.1379770041e-01,2.8229913116e-01
4.0000000000e+00,6.0000000000e+00,nan,nan,nan,-5.2465641499e-01,-1.5086782165e-02,1.0265755467e-02,4.3777655810e-03,5.7556219399e-03,9.8305106163e-02,6.7370846868e-02,-4.0120497346e-02,-7.1244053543e-02,3.9644539356e-02,-2.6043236256e-01,1.8867538869e-01
5.0000000000e+00,6.0000000000e+00,nan,nan,nan,-5.2462339401e-01,-1.9087485969e-02,1.1276775040e-02,-2.5275559165e-03,2.9565866571e-03,8.1131361425e-02,7.2840332985e-02,-3.8225591183e-02,-2.4825481698e-02,3.0983453616e-02,-3.1875291467e-01,2.3768256605e-01
6.0000000000e+00,6.0000000000e+00,nan,nan,nan,-5.2447104454e-01,-1.0720491409e-02,4.7073005699e-03,-8.1627262989e-04,1.0291310027e-02,4.3211106211e-02,1.7106987536e-02,5.6958273053e-03,1.7749026418e-02,4.6340260655e-02,-5.8327388763e-01,2.5758218765e-01
7.0000000000e+00,6.0000000000e+00,nan,nan,nan,-5.2448004484e-01,-1.4820770361e-02,-9.7802327946e-03,5.6388503872e-03,1.0950661264e-02,5.1361087710e-02,7.2373777628e-02,-2.8687508777e-02,2.6022143662e-02,9.5798084512e-03,-5.0881189108e-01,2.9343438148e-01
8.0000000000e+00,6.0000000000e+00,nan,nan,nan,-5.2448338270e-01,-1.2848781422e-02,6.4061842859e-03,2.4857497774e-03,1.9242774695e-02,6.3938349485e-02,8.4879815578e-02,-2.3646056652e-02,3.4263323992e-02,1.3544194400e-02,-4.9804866314e-01,3.2824718952e-01
9.0000000000e+00,6.0000000000e+00,nan,nan,nan,-5.2434533834e-01,5.0388663076e-03,3.8044650108e-02,-9.5924779773e-02,3.7131387740e-02,1.8536204007e-03,-2.8959272429e-02,2.6537301019e-02,1.5720818192e-02,1.6506090760e-03,-6.4499139786e-01,2.7857279778e-01
1.0000000000e+01,1.0000000000e+00,nan,nan,nan,9.5918446779e-01,5.0297228154e-04,1.9460958429e-03,-3.1930599362e-03,1.6310201026e-03,-1.5818070620e-02,-2.0258182660e-02,8.5955737159e-03,3.1383731402e-03,1.2921290472e-02,6.1527866125e-01,1.4985597134e-01
1.1000000000e+01,1.0000000000e+00,nan,nan,nan,9.5928412676e-01,9.5344876172e-04,2.8484577779e-03,-3.8235865068e-03,1.9718452822e-03,-8.1316074356e-03,-2.5402940810e-02,1.1400132440e-02,6.6363438964e-03,1.1858702637e-02,6.0844880342e-01,1.4864277840e-01
1.2000000000e+01,6.0000000000e+00,nan,nan,nan,-5.2467101812e-01,-3.5980767012e-01,5.6299024820e-01,-7.7772909403e-01,5.9725606441e-01,7.4763214588e-01,8.9117950201e-01,-2.1170903742e-01,-9.2281037569e-01,-1.0097211599e+00,-6.9235783815e-01,2.0406664908e-01
